EEG Fp1-Ref,EEG Fp2-Ref,EEG F3-Ref,EEG F4-Ref,EEG F7-Ref,EEG F8-Ref,EEG Fz-Ref,EEG C3-Ref,EEG C4-Ref,EEG Cz-Ref,EEG T3-Ref,EEG T5-Ref,EEG T4-Ref,EEG T6-Ref,EEG P3-Ref,EEG P4-Ref,EEG Pz-Ref,EEG O1-Ref,EEG O2-Ref,ECG EKG,Resp Effort,time
1.4346750495925581e-05,9.006178502761727e-06,2.4570131168553528e-05,-1.3697899410994728e-06,3.067364201788365e-05,2.1976139057588226e-05,3.0867554246630944e-07,2.2739077913754492e-05,4.612633136995624e-07,7.327713019195945e-06,3.708232840968027e-05,2.4112367854853768e-05,3.250469527268268e-05,8.04172554399241e-05,-1.2813872783593443e-05,3.891338166447931e-05,-2.5904921109654964e-06,1.6177803750724618e-05,5.752908975493616e-05,3.052105424665039e-05,1.6177803750724618e-05,1.0
1.4651926038392087e-05,8.701002960295222e-06,2.3959780083620518e-05,-1.674965483565979e-06,3.0063290932950636e-05,1.9687322489089435e-05,3.0867554246630944e-07,2.0908024658955457e-05,4.612633136995624e-07,7.938064104128956e-06,3.4946099612414726e-05,2.0908024658955457e-05,2.9605527619250877e-05,7.873878995635833e-05,-1.3729399410992963e-05,3.723491618091352e-05,-3.0482554246652556e-06,1.2515697241126546e-05,5.279886884670532e-05,2.6553772194585816e-05,1.633039152195787e-05,1.00390625
1.4194162724692328e-05,7.938064104128956e-06,2.3196841227454252e-05,-1.674965483565979e-06,2.9758115390484127e-05,1.8466620319223413e-05,3.0867554246630944e-07,2.04502613452557e-05,9.190266273993212e-07,9.15876627399498e-06,3.570903846858099e-05,2.151837574388847e-05,2.426495562608702e-05,7.614479784539303e-05,-1.2661285012360192e-05,3.6777152867213764e-05,-2.285316568498991e-06,1.1447582842493775e-05,4.989970119327352e-05,2.7927062135685095e-05,1.633039152195787e-05,1.0078125
1.4957101580858592e-05,7.938064104128956e-06,2.212872682882148e-05,-1.0646143986329673e-06,3.052105424665039e-05,1.694074260689088e-05,3.0867554246630944e-07,1.9839910260322688e-05,1.6819654835655861e-06,1.0379468443861004e-05,3.799785503707978e-05,2.426495562608702e-05,2.1823551286354977e-05,7.385598127689424e-05,-1.1593170613727421e-05,3.723491618091352e-05,-9.120266273997141e-07,1.2973460554826304e-05,5.0357464506973276e-05,3.235210750144943e-05,1.648297929319112e-05,1.01171875
1.6635567064424374e-05,8.548415189061969e-06,2.0908024658955457e-05,-3.0167554246670236e-07,3.143658087404991e-05,1.5872628208258108e-05,3.499999999803549e-09,1.8161444776756906e-05,2.5974921109651035e-06,1.0684643986327509e-05,3.8455618350779546e-05,2.3959780083620518e-05,2.4570131168553528e-05,7.324563019196122e-05,-1.2508697241126939e-05,3.799785503707978e-05,6.138510849328153e-07,1.3431223868526063e-05,5.112040336313954e-05,3.509868738364798e-05,1.648297929319112e-05,1.015625
1.5414864894558352e-05,8.548415189061969e-06,1.9687322489089435e-05,6.138510849328153e-07,3.08262297891169e-05,1.7551093691823893e-05,3.499999999803549e-09,1.6788154835657627e-05,2.5974921109651035e-06,9.616529587694738e-06,3.6014214011047495e-05,2.060284911648895e-05,2.2586490142521243e-05,7.278786687826147e-05,-1.3881987182226214e-05,3.784526726584653e-05,1.0716143986325743e-06,1.1447582842493775e-05,5.0510052278206526e-05,3.540386292611449e-05,1.6635567064424374e-05,1.01953125
1.175275838496028e-05,8.09065187536221e-06,1.8161444776756906e-05,1.0716143986325743e-06,2.7927062135685095e-05,2.0297673574022444e-05,3.0867554246630944e-07,1.633039152195787e-05,2.5974921109651035e-06,8.243239646595463e-06,3.250469527268268e-05,1.892438363292317e-05,1.831403254799016e-05,7.385598127689424e-05,-1.3881987182226214e-05,3.708232840968027e-05,7.664388561660683e-07,1.0226880672627751e-05,4.9594525650807014e-05,3.357280967131545e-05,1.648297929319112e-05,1.0234375
1.0532056215094257e-05,7.327713019195945e-06,1.694074260689088e-05,4.612633136995624e-07,2.2281314600054733e-05,2.2281314600054733e-05,3.0867554246630944e-07,1.648297929319112e-05,3.2078431958981155e-06,7.785476332895703e-06,2.8690000991851358e-05,1.938214694662293e-05,1.7856269234290396e-05,7.538185898922676e-05,-1.2661285012360192e-05,3.6014214011047495e-05,4.612633136995624e-07,9.769117358927993e-06,4.913676233710726e-05,3.189434418774967e-05,1.648297929319112e-05,1.02734375
1.282087278359305e-05,6.56477416302968e-06,1.6635567064424374e-05,-1.0646143986329673e-06,1.9992498031555938e-05,2.014508580278919e-05,1.560877712330565e-07,1.6177803750724618e-05,2.139728797265345e-06,7.938064104128956e-06,2.5943421109652806e-05,1.892438363292317e-05,1.5872628208258108e-05,7.00412869960629e-05,-1.2661285012360192e-05,3.448833629871497e-05,-4.542633136999553e-07,8.09065187536221e-06,4.700053353984171e-05,3.3267634128848944e-05,1.633039152195787e-05,1.03125
1.480451380962534e-05,6.259598620563174e-06,1.7551093691823893e-05,-1.980141026032485e-06,2.426495562608702e-05,1.5567452665791605e-05,1.560877712330565e-07,1.5567452665791605e-05,3.0867554246630944e-07,8.395827417828716e-06,2.7011535508285576e-05,1.6177803750724618e-05,1.3431223868526063e-05,6.180154734946725e-05,-1.3881987182226214e-05,3.189434418774967e-05,-1.980141026032485e-06,4.886308679463898e-06,4.349101480147689e-05,3.4640924069948226e-05,1.6177803750724618e-05,1.03515625
1.3888987182225821e-05,6.56477416302968e-06,1.800885700552365e-05,-1.674965483565979e-06,2.6858947737052326e-05,1.5414864894558352e-05,1.560877712330565e-07,1.648297929319112e-05,1.560877712330565e-07,9.15876627399498e-06,3.1283993102816655e-05,1.5872628208258108e-05,1.4041574953459075e-05,5.997049409466822e-05,-1.357681163975971e-05,3.021587870418389e-05,-2.132728797265738e-06,3.97078205206438e-06,4.08970226905116e-05,3.158916864528316e-05,1.6177803750724618e-05,1.0390625
1.2973460554826304e-05,7.175125247962693e-06,1.831403254799016e-05,-1.21720216986622e-06,2.5638245567186297e-05,1.892438363292317e-05,1.560877712330565e-07,1.8771795861689916e-05,1.0716143986325743e-06,1.0837231757560764e-05,3.4640924069948226e-05,2.04502613452557e-05,1.3583811639759317e-05,6.180154734946725e-05,-1.0982819528794408e-05,3.052105424665039e-05,-1.490877712334494e-07,5.954423078096669e-06,4.074443491927834e-05,2.82322376781516e-05,1.6025215979491365e-05,1.04296875
1.3583811639759317e-05,8.395827417828716e-06,1.8771795861689916e-05,-9.120266273997141e-07,2.6553772194585816e-05,2.1213200201421964e-05,3.0867554246630944e-07,1.9534734717856182e-05,1.5293777123323331e-06,1.2363109469893293e-05,3.540386292611449e-05,2.2891665684987746e-05,1.4499338267158832e-05,6.088602072206773e-05,-9.151766273995373e-06,3.036846647541714e-05,1.37678994109908e-06,7.327713019195945e-06,4.08970226905116e-05,3.158916864528316e-05,1.5872628208258108e-05,1.046875
1.4651926038392087e-05,9.463941816461487e-06,1.8619208090456662e-05,-9.120266273997141e-07,2.7469298821985335e-05,2.1976139057588226e-05,3.0867554246630944e-07,1.892438363292317e-05,1.5293777123323331e-06,1.327863609729281e-05,3.387798521378196e-05,2.014508580278919e-05,1.9534734717856182e-05,6.012308186590147e-05,-8.541415189062362e-06,2.930035207678437e-05,1.37678994109908e-06,6.869949705496186e-06,4.059184714804509e-05,3.6624565095980514e-05,1.5720040437024858e-05,1.05078125
