EEG Fp1-Ref,EEG Fp2-Ref,EEG F7-Ref,EEG F3-Ref,EEG Fz-Ref,EEG F4-Ref,EEG F8-Ref,EEG T3-Ref,EEG C3-Ref,EEG Cz-Ref,EEG C4-Ref,EEG T4-Ref,EEG T5-Ref,EEG P3-Ref,EEG Pz-Ref,EEG P4-Ref,EEG T6-Ref,EEG O1-Ref,EEG O2-Ref,ECG EKG,Resp Effort,time
8.215376787621683e-05,8.566730173650308e-05,6.44187874385814e-05,5.6387852900784226e-05,3.179311587878038e-05,3.948942814416934e-05,6.425147630237729e-05,3.3298916104617355e-05,2.14198254341257e-05,2.1790447706533066e-06,9.37342362742994e-06,3.932211700796523e-05,-5.755103085421317e-05,-1.2544335215308178e-05,-2.5056670430617114e-06,-2.5092670430616262e-05,-3.1283182470168246e-05,-2.3419559068575184e-05,-7.378021106601163e-05,0.0004524133122959073,0.0021059492714011045,1.0
0.00011544868398083427,0.00012498541874446842,6.073794244209103e-05,6.910349925229641e-05,5.237238563188564e-05,5.6387852900784226e-05,7.178047743156215e-05,3.965673928037345e-05,1.4560068849757282e-05,1.8444224982450908e-06,-5.684578630939759e-06,3.965673928037345e-05,-8.281501242103344e-05,-2.2750314523758753e-05,-1.2209712942899962e-05,-2.6598470656453232e-05,-3.613520542008737e-05,-4.015067268898596e-05,-0.00010590394921720032,0.0006531866757408366,0.0008599832400891139,1.00390625
0.00010758506057924122,0.00010775237171544531,3.84855613269447e-05,4.852422949919116e-05,4.0493294961393994e-05,4.383951768547614e-05,4.852422949919116e-05,3.831825019074058e-05,7.19837885677654e-06,1.8444224982450908e-06,-2.81042708822902e-05,3.6310516556291295e-05,-7.846492287972665e-05,-3.362553837702576e-05,-1.9738714072084814e-05,-3.2788982696005216e-05,-3.613520542008737e-05,-3.964873928037364e-05,-0.00013267373100985755,0.0004209588186895351,0.0018417649873348184,1.0078125
6.843425470747999e-05,5.605323062837601e-05,2.7610337473677687e-05,2.125251429792159e-05,1.1883090670491558e-05,1.857553611865587e-05,2.57699149754325e-05,2.9952693380535196e-05,8.369556810205295e-06,2.5136670430615223e-06,-2.7936959746086093e-05,2.911613769951466e-05,-5.671447517319263e-05,-3.1115871333964144e-05,-1.5054002258369795e-05,-3.513133860286273e-05,-3.6804449964903806e-05,-2.4256114749595723e-05,-0.00012414086306344806,0.00015978613507492282,0.00210778969389935,1.01171875
5.036465199743635e-05,3.7314383373515946e-05,4.434145109408847e-05,2.3427559068574995e-05,5.023334086123139e-06,1.3388890896328527e-05,3.2295049287392705e-05,2.2591003387554452e-05,1.4894691122165499e-05,2.5136670430615223e-06,-6.688445448164406e-06,2.4766048158207856e-05,-5.002202972502832e-05,-1.9738714072084814e-05,-5.517267494735652e-06,-3.22870492873929e-05,-4.617387359233384e-05,-1.6392491348002658e-05,-0.00010038268172246476,0.00023357034614093436,0.001979629363567003,1.015625
7.696712265388948e-05,7.51267001556443e-05,6.475340971098962e-05,5.136851881466099e-05,2.9618071108126982e-05,3.447009405804611e-05,5.722440858180476e-05,2.978538224433109e-05,1.5898557939390143e-05,2.1790447706533066e-06,6.1945120395518935e-06,2.928344883571877e-05,-6.072994244209122e-05,-1.605786907559444e-05,-5.517267494735652e-06,-2.910813769951485e-05,-4.985471858882421e-05,-2.609653724784091e-05,-0.00010021537058626065,0.0005292091238135927,0.002279450919644764,1.01953125
0.00011143321671193568,0.00011846028443250821,6.107256471449924e-05,6.67611433454389e-05,5.320894131290618e-05,5.387818585772261e-05,6.709576561784712e-05,4.601456245612955e-05,8.70417908261351e-06,2.5136670430615223e-06,-7.357689992980836e-06,3.564127201147486e-05,-7.277634424878698e-05,-2.6765781792657337e-05,-1.6559802484206766e-05,-3.0948560197760036e-05,-4.450076223029276e-05,-3.931411700796542e-05,-0.0001231369962462234,0.0006844738582110049,0.002107455071626941,1.0234375
0.00010691581603442477,0.00010858892739646585,3.898749473555702e-05,4.869154063539527e-05,4.467607336649668e-05,4.618187359233365e-05,4.835691836298705e-05,4.685111813715009e-05,2.5136670430615223e-06,2.68097817926563e-06,-3.061393792535182e-05,3.4302782921842e-05,-7.143785515915412e-05,-3.8310250190740776e-05,-2.4423425885799828e-05,-3.6804449964903806e-05,-4.4333451094088655e-05,-3.864487246314899e-05,-0.00013702382055116435,0.0005492864601580857,0.0021451000772728657,1.02734375
6.86015658436841e-05,5.8395586535233515e-05,2.526798156682018e-05,2.075058088930927e-05,1.5898557939390143e-05,2.125251429792159e-05,2.5100670430616073e-05,3.045462678914752e-05,5.023334086123139e-06,2.1790447706533066e-06,-3.312360496841344e-05,2.844689315469823e-05,-5.587791949217209e-05,-3.5465960875270945e-05,-1.923678066347249e-05,-3.9816050416577745e-05,-4.75123626819667e-05,-2.475804815820805e-05,-0.0001228023739738152,0.00031086809106723216,0.001979629363567003,1.03125
4.71857404095583e-05,3.5139338602862535e-05,3.4804716330454325e-05,1.9746714072084625e-05,5.525267494735462e-06,1.3723513168736743e-05,2.9618071108126982e-05,2.075058088930927e-05,1.3388890896328527e-05,1.5098002258368753e-06,-1.154046839808353e-05,2.57699149754325e-05,-4.4668073366496865e-05,-2.141182543412589e-05,-8.528867946409592e-06,-3.613520542008737e-05,-4.4333451094088655e-05,-1.388282430494104e-05,-9.318830286568813e-05,0.0002476244815820794,0.0023219479482406075,1.03515625
