EEG Fp1-Ref,EEG Fp2-Ref,EEG F3-Ref,EEG F4-Ref,EEG F7-Ref,EEG F8-Ref,EEG Fz-Ref,EEG C3-Ref,EEG C4-Ref,EEG Cz-Ref,EEG T3-Ref,EEG T5-Ref,EEG T4-Ref,EEG T6-Ref,EEG P3-Ref,EEG P4-Ref,EEG Pz-Ref,EEG O1-Ref,EEG O2-Ref,ECG EKG,Resp Effort,time
6.361823175756001e-06,4.019467268898492e-06,2.5136670430615223e-06,-9.998668172247413e-07,8.03493453779708e-06,1.5229313394573712e-05,2.346355906857414e-06,-1.83642249824528e-06,1.1751779534286598e-06,7.365689992980647e-06,3.1829115878779533e-06,2.011733634449199e-06,6.361823175756001e-06,-6.652445448165257e-07,-2.124451429792178e-05,9.875357036042264e-06,3.3862227240812094e-07,1.1883090670491558e-05,1.606586907559425e-05,3.497202746665843e-05,4.019467268898492e-06,1.0
4.688711813714923e-06,1.8444224982450908e-06,3.999999999905412e-09,-3.34222272408225e-06,4.856022949919031e-06,1.4058135441144958e-05,1.1751779534286598e-06,-3.5095338602863577e-06,-3.3062227240831013e-07,7.5330011291847556e-06,8.405556810204443e-07,3.999999999905412e-09,6.027200903347785e-06,-3.6768449964904654e-06,-2.37541813409834e-05,7.867623401592971e-06,-2.3383559068576033e-06,9.540734763634049e-06,1.4225446577349067e-05,3.463740519425021e-05,3.6848449964902762e-06,1.00390625
3.350222724082061e-06,1.0078668172245522e-06,-2.1710447706534957e-06,-4.346089541306897e-06,2.1790447706533066e-06,1.5062002258369606e-05,1.0078668172245522e-06,-5.3499563585315436e-06,-8.325556810206334e-07,7.700312265388862e-06,-1.3344890896329568e-06,-1.6691113620411723e-06,8.202245674001186e-06,-5.015334086123328e-06,-2.59292261116368e-05,5.69257863093957e-06,-4.346089541306897e-06,7.700312265388862e-06,1.2886957487716204e-05,3.363353837702557e-05,3.350222724082061e-06,1.0078125
1.5098002258368753e-06,3.999999999905412e-09,-3.5095338602863577e-06,-5.182645222327435e-06,3.999999999905412e-09,1.556393566698193e-05,1.5098002258368753e-06,-6.186512039552083e-06,-2.5056670430617114e-06,7.031067720572432e-06,-2.672978179265819e-06,-2.5056670430617114e-06,1.154846839808334e-05,-5.3499563585315436e-06,-2.743502633747377e-05,3.5175338602861686e-06,-5.684578630939759e-06,6.529134311960109e-06,1.1715779534287451e-05,3.313160496841325e-05,3.5175338602861686e-06,1.01171875
1.3424890896327677e-06,-3.3062227240831013e-07,-4.0114672688986815e-06,-5.517267494735652e-06,-4.979334086124179e-07,1.6735113620410682e-05,1.6771113620409832e-06,-6.35382317575619e-06,-4.5134006775110045e-06,6.863756584368324e-06,-2.5056670430617114e-06,-2.003733634449388e-06,1.5731246803186038e-05,-5.182645222327435e-06,-2.743502633747377e-05,1.1751779534286598e-06,-6.186512039552083e-06,7.5330011291847556e-06,1.154846839808334e-05,3.3800849513229674e-05,3.852156132694384e-06,1.015625
1.3424890896327677e-06,3.999999999905412e-09,-4.5134006775110045e-06,-6.186512039552083e-06,-6.652445448165257e-07,1.857553611865587e-05,1.3424890896327677e-06,-6.521134311960298e-06,-6.35382317575619e-06,6.6964454481642165e-06,-2.003733634449388e-06,-1.167177953428849e-06,2.1085203161717486e-05,-4.680711813715112e-06,-2.6263848384045015e-05,-4.979334086124179e-07,-6.521134311960298e-06,8.03493453779708e-06,1.104653498947102e-05,3.3800849513229674e-05,4.354089541306708e-06,1.01953125
1.0078668172245522e-06,8.405556810204443e-07,-4.346089541306897e-06,-5.3499563585315436e-06,-9.998668172247413e-07,2.14198254341257e-05,2.1790447706533066e-06,-6.019200903347974e-06,-7.692312265389051e-06,7.031067720572432e-06,-1.6691113620411723e-06,-4.979334086124179e-07,2.7275715201269473e-05,-2.8402893154699267e-06,-2.5594603839228584e-05,-2.3383559068576033e-06,-7.190378856776729e-06,8.369556810205295e-06,1.0544601580858697e-05,3.246236042359681e-05,4.688711813714923e-06,1.0234375
1.3424890896327677e-06,1.8444224982450908e-06,-3.844156132694573e-06,-4.0114672688986815e-06,-1.5018002258370645e-06,2.4264114749595534e-05,2.8482893154697376e-06,-5.851889767143867e-06,-8.361556810205484e-06,7.700312265388862e-06,-1.6691113620411723e-06,1.713111362040132e-07,3.3800849513229674e-05,-3.3062227240831013e-07,-2.59292261116368e-05,-3.6768449964904654e-06,-7.692312265389051e-06,8.202245674001186e-06,9.708045899838156e-06,3.0621937925351626e-05,5.525267494735462e-06,1.02734375
1.5098002258368753e-06,1.0078668172245522e-06,-4.346089541306897e-06,-3.844156132694573e-06,-2.5056670430617114e-06,2.5100670430616073e-05,2.5136670430615223e-06,-6.521134311960298e-06,-9.532734763634238e-06,7.19837885677654e-06,-3.1749115878781424e-06,3.999999999905412e-09,3.9154805871761126e-05,1.5098002258368753e-06,-2.693309292886145e-05,-5.517267494735652e-06,-8.194245674001375e-06,7.700312265388862e-06,9.038801355021725e-06,2.8948826563310548e-05,6.1945120395518935e-06,1.03125
1.1751779534286598e-06,5.059334086122288e-07,-4.680711813715112e-06,-3.1749115878781424e-06,-3.6768449964904654e-06,2.6606470656453043e-05,2.346355906857414e-06,-7.190378856776729e-06,-9.700045899838345e-06,7.19837885677654e-06,-4.5134006775110045e-06,-6.652445448165257e-07,4.400682882168025e-05,4.521400677510815e-06,-2.7602337473677876e-05,-7.357689992980836e-06,-8.528867946409592e-06,7.867623401592971e-06,8.70417908261351e-06,2.7443026337473582e-05,7.031067720572432e-06,1.03515625
1.713111362040132e-07,-3.3062227240831013e-07,-5.517267494735652e-06,-3.6768449964904654e-06,-4.84802294991922e-06,2.6773781792657148e-05,1.6771113620409832e-06,-8.026934537797268e-06,-1.08712238532671e-05,7.031067720572432e-06,-5.851889767143867e-06,-1.6691113620411723e-06,4.768767381817062e-05,6.863756584368324e-06,-2.827158201849431e-05,-9.030801355021914e-06,-9.700045899838345e-06,7.5330011291847556e-06,7.700312265388862e-06,2.6773781792657148e-05,7.5330011291847556e-06,1.0390625
1.713111362040132e-07,-3.3062227240831013e-07,-5.517267494735652e-06,-4.0114672688986815e-06,-5.182645222327435e-06,2.7777648609881795e-05,1.6771113620409832e-06,-8.026934537797268e-06,-1.103853498947121e-05,7.365689992980647e-06,-7.357689992980836e-06,-2.1710447706534957e-06,5.103389654225278e-05,1.020997930845048e-05,-2.8940826563310737e-05,-1.0201979308450669e-05,-1.08712238532671e-05,7.700312265388862e-06,7.700312265388862e-06,2.694109292886126e-05,8.202245674001186e-06,1.04296875
5.059334086122288e-07,-3.3062227240831013e-07,-4.84802294991922e-06,-3.5095338602863577e-06,-5.851889767143867e-06,2.928344883571877e-05,2.346355906857414e-06,-9.030801355021914e-06,-1.08712238532671e-05,7.5330011291847556e-06,-8.026934537797268e-06,-3.0076004516740344e-06,5.304163017670207e-05,1.2719646351512097e-05,-2.961007110812717e-05,-1.103853498947121e-05,-1.1875090670491747e-05,7.19837885677654e-06,7.365689992980647e-06,2.5435292703024287e-05,8.871490218817617e-06,1.046875
6.732445448163366e-07,-8.325556810206334e-07,-4.680711813715112e-06,-3.34222272408225e-06,-6.688445448164406e-06,2.928344883571877e-05,2.1790447706533066e-06,-9.36542362743013e-06,-1.154046839808353e-05,8.03493453779708e-06,-8.361556810205484e-06,-3.0076004516740344e-06,5.3710874721518504e-05,1.4727379985961389e-05,-2.9944693380535385e-05,-1.170777953428764e-05,-1.2711646351512286e-05,7.031067720572432e-06,6.863756584368324e-06,2.2758314523758564e-05,9.37342362742994e-06,1.05078125
