EEG Fp1-Ref,EEG Fp2-Ref,EEG F3-Ref,EEG F4-Ref,EEG F7-Ref,EEG F8-Ref,EEG Fz-Ref,EEG C3-Ref,EEG C4-Ref,EEG Cz-Ref,EEG T3-Ref,EEG T5-Ref,EEG T4-Ref,EEG T6-Ref,EEG P3-Ref,EEG P4-Ref,EEG Pz-Ref,EEG O1-Ref,EEG O2-Ref,ECG EKG,Resp Effort,time
3.036846647541714e-05,6.698953157139784e-05,2.060284911648895e-05,7.324563019196122e-05,3.9523732749412315e-05,7.583962230292652e-05,1.9076971404156422e-05,1.892438363292317e-05,2.106061243018871e-05,3.067364201788365e-05,4.043925937681184e-05,2.838482544938485e-05,3.708232840968027e-05,7.034646253852942e-05,1.4194162724692328e-05,7.583962230292652e-05,2.151837574388847e-05,3.8303030579546296e-05,7.934914104129135e-05,-7.735850001525945e-05,3.0978817560350156e-05,1.0
3.036846647541714e-05,6.836282151249713e-05,2.365460454115401e-05,7.599221007415977e-05,4.2117724860377617e-05,7.843361441389182e-05,1.9076971404156422e-05,2.151837574388847e-05,2.4875306711020034e-05,3.2046931958982925e-05,4.577983136997569e-05,3.158916864528316e-05,4.028667160557858e-05,7.553444676046e-05,1.5567452665791605e-05,7.72129122440258e-05,2.3807192312387265e-05,4.028667160557858e-05,8.224830869472315e-05,-6.301524951933367e-05,3.08262297891169e-05,1.00390625
3.1131405331583406e-05,6.988869922482965e-05,2.609600888088606e-05,7.675514893032604e-05,4.364360257271015e-05,7.934914104129135e-05,1.9229559175389672e-05,2.2433902371287986e-05,2.716412327951883e-05,3.265728304391594e-05,4.730570908230822e-05,3.280987081514919e-05,4.2270312631610866e-05,7.797585110019206e-05,1.5567452665791605e-05,7.873878995635833e-05,2.4417543397320274e-05,4.043925937681184e-05,8.407936194952217e-05,-4.546765582750957e-05,3.08262297891169e-05,1.0078125
3.280987081514919e-05,7.110940139469568e-05,2.5638245567186297e-05,7.52292712179935e-05,4.257548817407738e-05,7.843361441389182e-05,1.9076971404156422e-05,2.0297673574022444e-05,2.5485657795953043e-05,3.1131405331583406e-05,4.272807594531063e-05,3.08262297891169e-05,4.440654142887641e-05,7.812843887142531e-05,1.3583811639759317e-05,7.706032447279254e-05,2.212872682882148e-05,3.8150442808313047e-05,8.240089646595638e-05,-3.097181756035055e-05,3.067364201788365e-05,1.01171875
3.570903846858099e-05,7.110940139469568e-05,2.5485657795953043e-05,7.461892013306049e-05,4.333842703024364e-05,7.797585110019206e-05,1.938214694662293e-05,2.04502613452557e-05,2.4722718939786784e-05,2.9758115390484127e-05,4.4253953657643155e-05,3.2046931958982925e-05,4.532206805627593e-05,7.889137772759157e-05,1.480451380962534e-05,7.75180877864923e-05,2.212872682882148e-05,3.967632052064557e-05,8.407936194952217e-05,-1.571304043702525e-05,3.067364201788365e-05,1.015625
3.189434418774967e-05,7.126198916592893e-05,2.3349428998687505e-05,7.370339350566098e-05,4.272807594531063e-05,7.98069043549911e-05,1.938214694662293e-05,2.060284911648895e-05,2.3044253456221e-05,2.8537413220618104e-05,4.043925937681184e-05,3.1283993102816655e-05,4.4253953657643155e-05,7.690773670155928e-05,1.5414864894558352e-05,7.782326332895881e-05,2.2433902371287986e-05,3.9371144978179065e-05,8.377418640705567e-05,4.733720908230645e-06,3.052105424665039e-05,1.01953125
3.37253974425487e-05,7.416115681936074e-05,2.3807192312387265e-05,7.553444676046e-05,4.455912920010966e-05,8.468971303445518e-05,1.938214694662293e-05,2.4570131168553528e-05,2.7011535508285576e-05,3.1131405331583406e-05,3.998149606311207e-05,3.37253974425487e-05,4.730570908230822e-05,7.995949212622435e-05,1.892438363292317e-05,8.102760652485712e-05,2.624859665211931e-05,4.2270312631610866e-05,8.621559074678772e-05,2.6553772194585816e-05,3.052105424665039e-05,1.0234375
3.570903846858099e-05,7.660256115909278e-05,2.5027894482253287e-05,7.660256115909278e-05,4.63901824549087e-05,8.591041520432121e-05,1.9076971404156422e-05,2.716412327951883e-05,2.930035207678437e-05,3.296245858638244e-05,4.059184714804509e-05,3.525127515488123e-05,4.913676233710726e-05,8.087501875362387e-05,2.2281314600054733e-05,8.285865977965616e-05,2.930035207678437e-05,4.516948028504268e-05,8.850440731528651e-05,4.257548817407738e-05,3.036846647541714e-05,1.02734375
3.4640924069948226e-05,7.72129122440258e-05,2.5027894482253287e-05,7.492409567552699e-05,4.63901824549087e-05,8.514747634815495e-05,1.9076971404156422e-05,2.670635996581907e-05,2.7469298821985335e-05,3.143658087404991e-05,4.3033251487777136e-05,3.403057298501521e-05,4.715312131107497e-05,7.843361441389182e-05,2.1976139057588226e-05,8.056984321115736e-05,2.838482544938485e-05,4.440654142887641e-05,8.652076628925422e-05,5.279886884670532e-05,3.036846647541714e-05,1.03125
3.433574852748172e-05,7.843361441389182e-05,2.838482544938485e-05,7.644997338785953e-05,4.8831586794640744e-05,8.682594183172074e-05,1.9687322489089435e-05,2.930035207678437e-05,2.8537413220618104e-05,3.34202219000822e-05,4.822123570970773e-05,3.754009172338003e-05,4.8831586794640744e-05,8.056984321115736e-05,2.4875306711020034e-05,8.209572092348988e-05,3.021587870418389e-05,4.791606016724123e-05,8.804664400158675e-05,6.149637180700074e-05,3.021587870418389e-05,1.03515625
3.906596943571256e-05,8.056984321115736e-05,2.716412327951883e-05,7.706032447279254e-05,4.852641125217424e-05,8.743629291665374e-05,1.9229559175389672e-05,2.899517653431786e-05,2.7621886593218585e-05,3.296245858638244e-05,4.532206805627593e-05,3.8150442808313047e-05,4.9594525650807014e-05,7.782326332895881e-05,2.5333070024719794e-05,7.98069043549911e-05,3.036846647541714e-05,4.8831586794640744e-05,8.697852960295397e-05,6.988869922482965e-05,3.021587870418389e-05,1.0390625
4.333842703024364e-05,8.026466766869086e-05,2.5027894482253287e-05,7.736550001525906e-05,4.9594525650807014e-05,8.804664400158675e-05,1.892438363292317e-05,3.036846647541714e-05,2.930035207678437e-05,3.3267634128848944e-05,5.020487673574003e-05,4.043925937681184e-05,5.0357464506973276e-05,7.690773670155928e-05,2.6858947737052326e-05,7.843361441389182e-05,3.1283993102816655e-05,5.0357464506973276e-05,8.774146845912025e-05,7.660256115909278e-05,3.0063290932950636e-05,1.04296875
3.967632052064557e-05,7.904396549882483e-05,3.1131405331583406e-05,7.858620218512507e-05,5.2188517761772315e-05,8.880958285775303e-05,1.9229559175389672e-05,3.250469527268268e-05,3.052105424665039e-05,3.570903846858099e-05,5.356180770287159e-05,4.318583925901039e-05,5.173075444807255e-05,7.797585110019206e-05,2.9605527619250877e-05,7.919655327005808e-05,3.2199519730216175e-05,5.2341105533005565e-05,8.957252171391929e-05,8.026466766869086e-05,3.0063290932950636e-05,1.046875
3.8455618350779546e-05,7.843361441389182e-05,2.7927062135685095e-05,7.675514893032604e-05,5.0357464506973276e-05,8.514747634815495e-05,1.9076971404156422e-05,3.036846647541714e-05,2.609600888088606e-05,3.280987081514919e-05,5.005228896450677e-05,4.013408383434533e-05,4.440654142887641e-05,7.309304242072797e-05,2.7774474364451838e-05,7.52292712179935e-05,2.899517653431786e-05,4.8678999023407495e-05,8.49948885769217e-05,8.04172554399241e-05,2.991070316171738e-05,1.05078125
3.8455618350779546e-05,7.629738561662628e-05,2.624859665211931e-05,7.553444676046e-05,4.852641125217424e-05,8.148536983855687e-05,1.9076971404156422e-05,2.8690000991851358e-05,2.4722718939786784e-05,3.235210750144943e-05,5.142557890560605e-05,3.708232840968027e-05,4.165996154667786e-05,7.23301035645617e-05,2.5943421109652806e-05,7.492409567552699e-05,2.8079649906918348e-05,4.608500691244219e-05,8.362159863582242e-05,7.782326332895881e-05,2.991070316171738e-05,1.0546875
3.647197732474726e-05,7.538185898922676e-05,2.624859665211931e-05,7.553444676046e-05,4.63901824549087e-05,8.255348423718965e-05,1.9229559175389672e-05,2.8690000991851358e-05,2.4570131168553528e-05,3.250469527268268e-05,4.852641125217424e-05,3.509868738364798e-05,4.9747113422040264e-05,7.278786687826147e-05,2.4875306711020034e-05,7.583962230292652e-05,2.82322376781516e-05,4.471171697134291e-05,8.240089646595638e-05,7.690773670155928e-05,2.9758115390484127e-05,1.05859375
