EEG Fp1-Ref,EEG Fp2-Ref,EEG F3-Ref,EEG F4-Ref,EEG F7-Ref,EEG F8-Ref,EEG Fz-Ref,EEG C3-Ref,EEG C4-Ref,EEG Cz-Ref,EEG T3-Ref,EEG T5-Ref,EEG T4-Ref,EEG T6-Ref,EEG P3-Ref,EEG P4-Ref,EEG Pz-Ref,EEG O1-Ref,EEG O2-Ref,ECG EKG,Resp Effort,time
2.2591003387554452e-05,2.3092936796166778e-05,1.539662453077782e-05,1.4058135441144958e-05,4.6683807000945974e-05,1.8408224982451764e-05,1.1751779534286598e-06,2.14198254341257e-05,-2.2081069978942323e-05,1.713111362040132e-07,2.8614204290902335e-05,7.96441008331552e-05,-3.780831678212846e-05,3.714707223731183e-05,2.5100670430616073e-05,1.4894691122165499e-05,2.7610337473677687e-05,3.882018359935291e-05,3.296429383220914e-05,1.857553611865587e-05,-4.266033973204758e-05,1.0
2.3092936796166778e-05,2.7108404065065368e-05,1.4727379985961389e-05,1.606586907559425e-05,4.752036268196652e-05,1.4392757713553175e-05,1.1751779534286598e-06,2.14198254341257e-05,-2.1077203161717675e-05,5.059334086122288e-07,2.8614204290902335e-05,7.930947856074699e-05,-3.5298649739066836e-05,3.64778276924954e-05,2.4933359294411965e-05,1.5062002258369606e-05,2.694109292886126e-05,3.86528724631488e-05,3.3298916104617355e-05,2.14198254341257e-05,-4.199109518723114e-05,1.00390625
2.9450759971922874e-05,3.5139338602862535e-05,1.5229313394573712e-05,1.773898043763533e-05,4.618187359233365e-05,2.2423692251350347e-05,6.732445448163366e-07,1.991402520828873e-05,-1.990602520828892e-05,1.1751779534286598e-06,2.6439159520248934e-05,7.813830060731824e-05,-3.211973815118879e-05,3.580858314767897e-05,2.2925625659962673e-05,1.3388890896328527e-05,2.610453724784072e-05,3.748169450972005e-05,3.21277381511886e-05,2.3092936796166778e-05,-4.1321850642414715e-05,1.0078125
3.279698269600503e-05,3.681244996490362e-05,1.3890824304940851e-05,2.008133634449284e-05,4.785498495437473e-05,2.5937226111636612e-05,1.0078668172245522e-06,1.857553611865587e-05,-1.8902158391064275e-05,5.059334086122288e-07,2.2591003387554452e-05,7.73017449262977e-05,-2.743502633747377e-05,3.547396087527075e-05,2.14198254341257e-05,1.2385024079103882e-05,2.443142588579964e-05,3.6143205420087186e-05,2.978538224433109e-05,2.4766048158207856e-05,-4.081991723380239e-05,1.01171875
2.6606470656453043e-05,3.0287315652943416e-05,1.3388890896328527e-05,2.0415958616901052e-05,4.567994018372132e-05,2.4933359294411965e-05,1.3424890896327677e-06,1.70697358928189e-05,-1.8902158391064275e-05,5.059334086122288e-07,1.8073602710043543e-05,7.54613224280525e-05,-2.2081069978942323e-05,3.463740519425021e-05,1.9579402935880516e-05,1.1883090670491558e-05,2.3929492477187317e-05,3.497202746665843e-05,2.928344883571877e-05,2.4598737022003748e-05,-4.015067268898596e-05,1.015625
2.3092936796166778e-05,2.7443026337473582e-05,1.2552335215307988e-05,2.2591003387554452e-05,3.86528724631488e-05,3.246236042359681e-05,1.0078668172245522e-06,1.6567802484206577e-05,-1.8065602710043732e-05,3.999999999905412e-09,1.322157976012442e-05,7.49593890194402e-05,-1.7396358165227305e-05,3.597589428388308e-05,1.9412091799676405e-05,1.2217712942899773e-05,2.3260247932370886e-05,3.3800849513229674e-05,2.9618071108126982e-05,2.2089069978942134e-05,-3.964873928037364e-05,1.01953125
2.443142588579964e-05,3.145849360637217e-05,1.0377290444654586e-05,2.2925625659962673e-05,3.84855613269447e-05,3.129118247016806e-05,6.732445448163366e-07,1.5731246803186038e-05,-1.7396358165227305e-05,5.059334086122288e-07,9.540734763634049e-06,7.345358879360322e-05,-1.4552068849757471e-05,3.64778276924954e-05,1.8742847254859977e-05,1.2050401806695665e-05,2.2925625659962673e-05,3.21277381511886e-05,2.827958201849412e-05,1.857553611865587e-05,-3.897949473555721e-05,1.0234375
2.844689315469823e-05,3.7649005645924156e-05,8.369556810205295e-06,2.1921758842738025e-05,3.7816316782128265e-05,3.4302782921842e-05,5.059334086122288e-07,1.3723513168736743e-05,-1.672711362041087e-05,1.1751779534286598e-06,6.027200903347785e-06,7.010736606952106e-05,-1.0536601580858886e-05,3.681244996490362e-05,1.6567802484206577e-05,1.1715779534287451e-05,2.075058088930927e-05,2.978538224433109e-05,2.5937226111636612e-05,1.5898557939390143e-05,-3.8477561326944884e-05,1.02734375
3.0789249061555735e-05,3.932211700796523e-05,7.5330011291847556e-06,2.14198254341257e-05,3.463740519425021e-05,3.748169450972005e-05,6.732445448163366e-07,1.2719646351512097e-05,-1.622518021179855e-05,5.059334086122288e-07,1.1751779534286598e-06,6.776501016266356e-05,-1.154046839808353e-05,3.9154805871761126e-05,1.556393566698193e-05,1.3388890896328527e-05,1.92447806634723e-05,2.844689315469823e-05,2.6773781792657148e-05,1.2050401806695665e-05,-3.797562791833256e-05,1.03125
2.4766048158207856e-05,3.497202746665843e-05,7.031067720572432e-06,1.857553611865587e-05,3.547396087527075e-05,3.530664973906665e-05,1.0078668172245522e-06,1.0377290444654586e-05,-1.6559802484206766e-05,5.059334086122288e-07,-2.672978179265819e-06,6.525534311960194e-05,-1.103853498947121e-05,4.015867268898577e-05,1.3556202032532636e-05,1.4560068849757282e-05,1.9412091799676405e-05,2.7777648609881795e-05,2.694109292886126e-05,6.529134311960109e-06,-3.730638337351613e-05,1.03515625
1.640049134800247e-05,2.526798156682018e-05,4.521400677510815e-06,1.623318021179836e-05,3.145849360637217e-05,3.580858314767897e-05,1.1751779534286598e-06,7.867623401592971e-06,-1.689442475661498e-05,1.713111362040132e-07,-7.357689992980836e-06,6.123987585070335e-05,-7.023067720572621e-06,4.1664472914822746e-05,1.0711912717062803e-05,1.5229313394573712e-05,1.857553611865587e-05,2.7108404065065368e-05,2.6271848384044826e-05,1.0078668172245522e-06,-3.66371388286997e-05,1.0390625
1.4727379985961389e-05,1.907746952726819e-05,2.68097817926563e-06,1.3890824304940851e-05,2.844689315469823e-05,3.179311587878038e-05,3.3862227240812094e-07,6.529134311960109e-06,-1.7229047029023193e-05,3.3862227240812094e-07,-1.773098043763552e-05,5.622054176458012e-05,-9.198112491226023e-06,4.2333717459639174e-05,7.867623401592971e-06,1.556393566698193e-05,1.8073602710043543e-05,2.526798156682018e-05,2.694109292886126e-05,-1.3344890896329568e-06,-3.5967894283883264e-05,1.04296875
