EEG Fp1-Ref,EEG Fp2-Ref,EEG F3-Ref,EEG F4-Ref,EEG F7-Ref,EEG F8-Ref,EEG Fz-Ref,EEG C3-Ref,EEG C4-Ref,EEG Cz-Ref,EEG T3-Ref,EEG T5-Ref,EEG T4-Ref,EEG T6-Ref,EEG P3-Ref,EEG P4-Ref,EEG Pz-Ref,EEG O1-Ref,EEG O2-Ref,ECG EKG,Resp Effort,time
6.6964454481642165e-06,1.9412091799676405e-05,1.640049134800247e-05,1.556393566698193e-05,2.7944959746085904e-05,1.1715779534287451e-05,1.8742847254859977e-05,1.8742847254859977e-05,1.6567802484206577e-05,1.5062002258369606e-05,2.0248647480696947e-05,1.92447806634723e-05,1.154846839808334e-05,1.5898557939390143e-05,1.8073602710043543e-05,1.6567802484206577e-05,1.773898043763533e-05,1.556393566698193e-05,1.606586907559425e-05,-0.0006894851922971282,5.672247517319244e-05,1.0
5.859889767143678e-06,1.7404358165227116e-05,1.5062002258369606e-05,1.5731246803186038e-05,2.8112270882290012e-05,1.2217712942899773e-05,1.8408224982451764e-05,1.8240913846247652e-05,1.640049134800247e-05,1.556393566698193e-05,2.0248647480696947e-05,1.8910158391064086e-05,1.1381157261879234e-05,1.539662453077782e-05,1.6735113620410682e-05,1.4727379985961389e-05,1.7237047029023004e-05,1.2886957487716204e-05,1.539662453077782e-05,-0.000723282041810358,5.588591949217191e-05,1.00390625
7.031067720572432e-06,1.7237047029023004e-05,1.4727379985961389e-05,1.6735113620410682e-05,2.844689315469823e-05,1.2217712942899773e-05,1.907746952726819e-05,1.8073602710043543e-05,1.640049134800247e-05,1.556393566698193e-05,2.158713657032981e-05,2.0415958616901052e-05,1.1213846125675127e-05,1.4392757713553175e-05,1.7237047029023004e-05,1.5731246803186038e-05,1.773898043763533e-05,1.4392757713553175e-05,1.3388890896328527e-05,-0.0007570788913235879,5.538398608355958e-05,1.0078125
9.540734763634049e-06,2.0415958616901052e-05,1.7906291573839438e-05,1.640049134800247e-05,2.928344883571877e-05,1.154846839808334e-05,1.9579402935880516e-05,2.0583269753105164e-05,1.623318021179836e-05,1.539662453077782e-05,2.2925625659962673e-05,2.14198254341257e-05,1.0377290444654586e-05,1.4727379985961389e-05,1.907746952726819e-05,1.6735113620410682e-05,1.8910158391064086e-05,1.7906291573839438e-05,1.5898557939390143e-05,-0.0007888680072023682,5.454743040253904e-05,1.01171875
8.871490218817617e-06,1.9746714072084625e-05,1.8073602710043543e-05,1.5062002258369606e-05,2.7944959746085904e-05,1.087922385326691e-05,1.907746952726819e-05,2.0248647480696947e-05,1.5731246803186038e-05,1.556393566698193e-05,2.443142588579964e-05,2.3092936796166778e-05,9.37342362742994e-06,1.4727379985961389e-05,1.7906291573839438e-05,1.7404358165227116e-05,1.8073602710043543e-05,2.008133634449284e-05,1.5062002258369606e-05,-0.0008159724112674337,5.4045496993926714e-05,1.015625
8.03493453779708e-06,1.9579402935880516e-05,1.757166930143122e-05,1.5229313394573712e-05,2.9618071108126982e-05,1.1381157261879234e-05,1.907746952726819e-05,1.9579402935880516e-05,1.623318021179836e-05,1.556393566698193e-05,2.2591003387554452e-05,2.225638111514624e-05,1.020997930845048e-05,1.4727379985961389e-05,1.7906291573839438e-05,1.6567802484206577e-05,1.8910158391064086e-05,1.70697358928189e-05,1.7404358165227116e-05,-0.0008360497476119266,5.337625244911029e-05,1.01953125
6.529134311960109e-06,1.773898043763533e-05,1.640049134800247e-05,1.606586907559425e-05,2.978538224433109e-05,1.2385024079103882e-05,1.9746714072084625e-05,1.7906291573839438e-05,1.690242475661479e-05,1.5062002258369606e-05,2.14198254341257e-05,1.991402520828873e-05,1.1715779534287451e-05,1.556393566698193e-05,1.7404358165227116e-05,1.5731246803186038e-05,1.92447806634723e-05,1.3890824304940851e-05,1.70697358928189e-05,-0.0008474269048738061,5.2539696768089744e-05,1.0234375
7.19837885677654e-06,1.7237047029023004e-05,1.556393566698193e-05,1.640049134800247e-05,2.827958201849412e-05,1.2385024079103882e-05,1.92447806634723e-05,1.757166930143122e-05,1.6735113620410682e-05,1.5062002258369606e-05,2.1754447706533917e-05,2.0415958616901052e-05,1.104653498947102e-05,1.4058135441144958e-05,1.7237047029023004e-05,1.556393566698193e-05,1.8910158391064086e-05,1.3723513168736743e-05,1.3054268623920312e-05,-0.0008492673273720511,5.203776335947742e-05,1.02734375
9.875357036042264e-06,2.075058088930927e-05,1.8073602710043543e-05,1.6567802484206577e-05,2.911613769951466e-05,1.1381157261879234e-05,2.075058088930927e-05,1.9746714072084625e-05,1.556393566698193e-05,1.556393566698193e-05,2.2758314523758564e-05,2.158713657032981e-05,9.708045899838156e-06,1.4560068849757282e-05,1.8742847254859977e-05,1.640049134800247e-05,1.8910158391064086e-05,1.7906291573839438e-05,1.4727379985961389e-05,-0.000839730592608417,5.120120767845689e-05,1.03125
1.0711912717062803e-05,2.0583269753105164e-05,1.8910158391064086e-05,1.5731246803186038e-05,2.9952693380535196e-05,1.087922385326691e-05,2.0415958616901052e-05,2.0248647480696947e-05,1.606586907559425e-05,1.5229313394573712e-05,2.4264114749595534e-05,2.2591003387554452e-05,9.540734763634049e-06,1.4058135441144958e-05,1.857553611865587e-05,1.70697358928189e-05,1.92447806634723e-05,1.9412091799676405e-05,1.4058135441144958e-05,-0.0008174782114932707,5.036465199743635e-05,1.03515625
