EEG Fp1-Ref,EEG Fp2-Ref,EEG F3-Ref,EEG F4-Ref,EEG F7-Ref,EEG F8-Ref,EEG Fz-Ref,EEG C3-Ref,EEG C4-Ref,EEG Cz-Ref,EEG T3-Ref,EEG T5-Ref,EEG T4-Ref,EEG T6-Ref,EEG P3-Ref,EEG P4-Ref,EEG Pz-Ref,EEG O1-Ref,EEG O2-Ref,ECG EKG,Resp Effort,time
7.27843442487868e-05,1.9579402935880516e-05,0.001279432258552812,8.70417908261351e-06,3.21277381511886e-05,-1.6691113620411723e-06,7.044198834192928e-05,-1.154046839808353e-05,-1.2878957487716393e-05,8.405556810204443e-07,1.104653498947102e-05,-0.00020311171935178695,-3.580058314767916e-05,-7.997072310556362e-05,0.0007500598236030151,-1.689442475661498e-05,-1.555593566698212e-05,8.202245674001186e-06,-6.374154289376517e-05,-0.00018019009369182418,2.075058088930927e-05,454.0
7.746905606250181e-05,2.5937226111636612e-05,0.0018568229895931882,1.4894691122165499e-05,3.6645138828699505e-05,5.023334086123139e-06,7.345358879360322e-05,-8.863490218817806e-06,-8.696179082613699e-06,1.1751779534286598e-06,1.556393566698193e-05,-0.0002006020523087253,-3.0948560197760036e-05,-7.11032328867459e-05,0.000923896094119083,-1.4217446577349256e-05,-1.4217446577349256e-05,1.0544601580858697e-05,-5.989338676107068e-05,-0.0001694821809747613,2.2423692251350347e-05,454.00390625
8.499805719168665e-05,3.530664973906665e-05,0.00046880980364390987,2.4598737022003748e-05,4.367220654927204e-05,1.5062002258369606e-05,7.813830060731824e-05,-4.0114672688986815e-06,-1.5018002258370645e-06,1.0078668172245522e-06,2.2925625659962673e-05,-0.00019692120731223497,-2.4256114749595723e-05,-5.82202753990296e-05,0.0010180922638019956,-9.532734763634238e-06,-1.4217446577349256e-05,1.773898043763533e-05,-5.3033630176702256e-05,-0.0001422104657734917,2.3929492477187317e-05,454.0078125
8.533267946409488e-05,3.6310516556291295e-05,-0.0007483787122409742,2.526798156682018e-05,4.3170273140659716e-05,1.5898557939390143e-05,7.897485628833879e-05,-7.023067720572621e-06,-1.167177953428849e-06,6.732445448163366e-07,2.2925625659962673e-05,-0.00019206918436231584,-2.1746447706534106e-05,-5.253169676808994e-05,0.0010311425324259162,-1.1875090670491747e-05,-1.5054002258369795e-05,1.857553611865587e-05,-5.102589654225297e-05,-0.00012631590783410146,2.4766048158207856e-05,454.01171875
8.098258992278807e-05,3.246236042359681e-05,0.00014740511099581885,2.0248647480696947e-05,3.84855613269447e-05,1.1381157261879234e-05,7.746905606250181e-05,-1.2878957487716393e-05,-5.015334086123328e-06,5.059334086122288e-07,1.857553611865587e-05,-0.0001868825391399885,-2.157913657033e-05,-5.202976335947761e-05,0.0010692894714804527,-1.6559802484206766e-05,-1.4886691122165688e-05,1.6735113620410682e-05,-5.202976335947761e-05,-0.0001336775978270822,2.4598737022003748e-05,454.015625
7.930947856074699e-05,3.2295049287392705e-05,0.0016041831739249852,1.8408224982451764e-05,3.7314383373515946e-05,1.104653498947102e-05,7.73017449262977e-05,-1.3715513168736932e-05,-6.35382317575619e-06,5.059334086122288e-07,1.7237047029023004e-05,-0.00018269976073488576,-2.0073336344493028e-05,-4.834891836298724e-05,0.0011300234139225438,-1.689442475661498e-05,-1.4217446577349256e-05,1.8742847254859977e-05,-5.1527829950865286e-05,-0.00014354895486312457,2.3427559068574995e-05,454.01953125
8.18191456038086e-05,3.580858314767897e-05,0.0019361284681539352,2.0917892025513378e-05,3.999136155278167e-05,1.4894691122165499e-05,7.880754515213468e-05,-1.0201979308450669e-05,-4.346089541306897e-06,5.059334086122288e-07,1.9412091799676405e-05,-0.00017985547141941596,-1.773098043763552e-05,-4.065260609759829e-05,0.001172353131382183,-1.4217446577349256e-05,-1.4050135441145147e-05,2.443142588579964e-05,-4.901816290780368e-05,-0.00013267373100985755,2.125251429792159e-05,454.0234375
8.650385741752363e-05,4.132985064241452e-05,0.0007089012840968045,2.6271848384044826e-05,4.417413995788436e-05,2.0415958616901052e-05,8.081527878658395e-05,-4.5134006775110045e-06,3.999999999905412e-09,6.732445448163366e-07,2.3260247932370886e-05,-0.000176843870967742,-1.4552068849757471e-05,-3.1283182470168246e-05,0.0012232157167882318,-1.0034668172246562e-05,-1.4050135441145147e-05,3.246236042359681e-05,-4.4333451094088655e-05,-0.00010607126035340443,1.8240913846247652e-05,454.02734375
8.650385741752363e-05,4.099522837000631e-05,-0.0005874253992126225,2.57699149754325e-05,4.3170273140659716e-05,2.008133634449284e-05,8.081527878658395e-05,-3.5095338602863577e-06,3.999999999905412e-09,1.0078668172245522e-06,2.2758314523758564e-05,-0.00017333033710745574,-1.2711646351512286e-05,-2.9442759971923063e-05,0.0012851208371837516,-9.532734763634238e-06,-1.321357976012461e-05,3.564127201147486e-05,-4.215840632343526e-05,-8.934014673299364e-05,1.5062002258369606e-05,454.03125
8.081527878658395e-05,3.530664973906665e-05,-0.00017918622687459953,1.9579402935880516e-05,3.7649005645924156e-05,1.4894691122165499e-05,7.780367833491003e-05,-7.525001129184945e-06,-4.178778405102789e-06,1.1751779534286598e-06,1.757166930143122e-05,-0.00017082067006439413,-1.321357976012461e-05,-3.4462094058046294e-05,0.001336819978270821,-1.2878957487716393e-05,-1.2042401806695854e-05,3.3800849513229674e-05,-4.349689541306811e-05,-9.452679195532098e-05,1.1883090670491558e-05,454.03515625
