EEG Fp1-REF,EEG Fp2-REF,EEG F3-REF,EEG F4-REF,EEG C3-REF,EEG C4-REF,EEG P3-REF,EEG P4-REF,EEG O1-REF,EEG O2-REF,EEG F7-REF,EEG F8-REF,EEG T3-REF,EEG T4-REF,EEG T5-REF,EEG T6-REF,EEG Fz-REF,EEG Cz-REF,EEG Pz-REF,ECG EKG-REF,Resp Effort-REF,time
-0.00024718868939787,-0.00011428474065370665,-4.058484714804548e-05,-8.803964400158714e-05,-5.1418578905606444e-05,-4.9740113422040655e-05,-6.103160849330137e-05,-1.4950101580858985e-05,1.9992498031555938e-05,-1.357681163975971e-05,-8.541415189062362e-06,-6.54566538590657e-05,-1.006729290139489e-05,-5.492809764397126e-05,3.0063290932950636e-05,-1.8275532547992318e-06,-2.132728797265738e-06,1.37678994109908e-06,3.0867554246630944e-07,9.190266273993212e-07,8.087501875362387e-05,2173.0
-0.00025405513910336635,-0.00011947272487563725,-4.272107594531102e-05,-9.170175051118522e-05,-5.355480770287198e-05,-5.3249632160405475e-05,-6.0421257408368366e-05,-1.8154444776757297e-05,2.0297673574022444e-05,-1.571304043702525e-05,-1.1440582842494168e-05,-7.049205030976306e-05,-1.2356109469893686e-05,-5.752208975493656e-05,2.930035207678437e-05,-4.26895759453128e-06,-3.3534309671317616e-06,-2.132728797265738e-06,-1.3697899410994728e-06,-1.006729290139489e-05,8.423194972075544e-05,2173.00390625
-0.0002590905355540637,-0.00012099860258796978,-4.4094365886410296e-05,-9.215951382488498e-05,-5.2944456617938976e-05,-5.2334105533005956e-05,-5.7674677526169815e-05,-1.8001857005524044e-05,2.2891665684987746e-05,-1.5102689352092238e-05,-1.464492603839248e-05,-7.156016470839583e-05,-1.1593170613727421e-05,-5.553844872890427e-05,3.1283993102816655e-05,-3.2008431958985084e-06,-2.5904921109654964e-06,-2.8956676534320024e-06,-1.21720216986622e-06,-8.846590731528868e-06,8.392677417828892e-05,2173.0078125
-0.0002578698333841977,-0.00011764167162083822,-3.982190829187922e-05,-8.773446845912064e-05,-4.912976233710765e-05,-4.760388462477512e-05,-5.4775509872738e-05,-1.3729399410992963e-05,2.609600888088606e-05,-1.1745758384960673e-05,-1.2813872783593443e-05,-6.667735602893173e-05,-7.473300790429591e-06,-5.004528896450716e-05,3.509868738364798e-05,3.5130187383646215e-06,3.0867554246630944e-07,1.560877712330565e-07,2.139728797265345e-06,2.5974921109651035e-06,8.102760652485712e-05,2173.01171875
-0.0002526818491622671,-0.0001144373284249399,-3.5091687383648374e-05,-8.361459863582281e-05,-4.546765582750957e-05,-4.516248028504307e-05,-5.370739547410524e-05,-1.006729290139489e-05,2.7927062135685095e-05,-9.45694181646188e-06,-1.0372468443861397e-05,-6.179454734946764e-05,-4.26895759453128e-06,-4.63831824549091e-05,3.8150442808313047e-05,9.769117358927993e-06,2.139728797265345e-06,2.9026676534316095e-06,5.038896450697151e-06,1.2057933927426786e-05,8.04172554399241e-05,2173.015625
-0.0002511559714499345,-0.00011581061836603919,-3.539686292611488e-05,-8.453012526322233e-05,-4.455212920011006e-05,-4.806164793847487e-05,-5.4165158787804995e-05,-1.052505621509465e-05,2.8537413220618104e-05,-9.91470513016164e-06,-1.2356109469893686e-05,-6.240489843440065e-05,-3.658606509598267e-06,-4.6688357997375604e-05,3.891338166447931e-05,1.1294995071260522e-05,1.2242021698658271e-06,1.6819654835655861e-06,4.275957594530887e-06,1.633039152195787e-05,8.346901086458916e-05,2173.01953125
-0.00025680171898556496,-0.00011916754933317075,-3.738050395214717e-05,-8.84974073152869e-05,-4.562024359874283e-05,-5.2334105533005956e-05,-5.4317746559038244e-05,-1.2661285012360192e-05,3.021587870418389e-05,-1.0219880672628144e-05,-1.311904832605995e-05,-6.637218048646522e-05,-3.3534309671317616e-06,-4.8519411252174636e-05,3.891338166447931e-05,1.0837231757560764e-05,6.138510849328153e-07,-2.132728797265738e-06,1.6819654835655861e-06,1.9229559175389672e-05,8.682594183172074e-05,2173.0234375
-0.0002626000542924285,-0.00011901496156193749,-3.585462623981464e-05,-8.910775840021992e-05,-4.562024359874283e-05,-5.355480770287198e-05,-5.3249632160405475e-05,-1.2203521698660432e-05,3.280987081514919e-05,-8.236239646595856e-06,-1.1135407300027661e-05,-6.591441717276547e-05,-1.5223777123327258e-06,-4.714612131107536e-05,4.043925937681184e-05,1.327863609729281e-05,2.7500798821983563e-06,-3.2008431958985084e-06,1.5293777123323331e-06,2.2891665684987746e-05,8.667335406048747e-05,2173.02734375
-0.0002619897032074955,-0.00011474250396740641,-3.158216864528356e-05,-8.52930641193886e-05,-4.287366371654428e-05,-5.019787673574042e-05,-5.2181517761772706e-05,-8.083651875362602e-06,3.5861626239814245e-05,-5.489659764397302e-06,-1.1745758384960673e-05,-6.026866963713511e-05,1.5293777123323331e-06,-4.1500373775444995e-05,4.364360257271015e-05,1.9076971404156422e-05,5.8018353068634155e-06,-3.0167554246670236e-07,5.038896450697151e-06,3.052105424665039e-05,8.423194972075544e-05,2173.03125
-0.00025863277224036395,-0.00011108039745780834,-2.8377825449385242e-05,-8.163095760979053e-05,-3.966932052064596e-05,-4.531506805627632e-05,-5.2334105533005956e-05,-3.963782052064773e-06,3.784526726584653e-05,-3.5060187383650144e-06,-1.4339750495925974e-05,-5.5080685415204514e-05,3.97078205206438e-06,-3.722791618091391e-05,4.608500691244219e-05,2.518048225348654e-05,7.175125247962693e-06,2.5974921109651035e-06,8.395827417828716e-06,4.333842703024364e-05,8.331642309335592e-05,2173.03515625
-0.00025863277224036395,-0.00011169074854274135,-2.8377825449385242e-05,-8.285165977965655e-05,-3.92115572069462e-05,-4.516248028504307e-05,-5.3249632160405475e-05,-3.3534309671317616e-06,3.876079389324605e-05,-2.5904921109654964e-06,-1.5865628208258503e-05,-5.553844872890427e-05,3.97078205206438e-06,-3.8601206122013194e-05,4.562724359874244e-05,2.7469298821985335e-05,6.869949705496186e-06,1.987141026032092e-06,9.311354045228233e-06,5.0510052278206526e-05,8.575782743308796e-05,2173.0390625
