EEG Fp1-Ref,EEG Fp2-Ref,EEG F7-Ref,EEG F3-Ref,EEG Fz-Ref,EEG F4-Ref,EEG F8-Ref,EEG T3-Ref,EEG C3-Ref,EEG Cz-Ref,EEG C4-Ref,EEG T4-Ref,EEG T5-Ref,EEG P3-Ref,EEG Pz-Ref,EEG P4-Ref,EEG T6-Ref,EEG O1-Ref,EEG O2-Ref,ECG EKG,Resp Effort,time
-1.4050135441145147e-05,-2.827158201849431e-05,1.1213846125675127e-05,1.0377290444654586e-05,2.225638111514624e-05,-3.6768449964904654e-06,-1.605786907559444e-05,9.540734763634049e-06,-4.0114672688986815e-06,3.3862227240812094e-07,6.732445448163366e-07,-1.83642249824528e-06,1.92447806634723e-05,9.37342362742994e-06,2.57699149754325e-05,1.606586907559425e-05,1.4058135441144958e-05,3.296429383220914e-05,3.5175338602861686e-06,-0.00010423083785515925,3.64778276924954e-05,147.0
-1.7898291573839627e-05,-3.4127471785638084e-05,2.346355906857414e-06,6.361823175756001e-06,2.008133634449284e-05,-5.684578630939759e-06,-1.3715513168736932e-05,1.6771113620409832e-06,-5.851889767143867e-06,-4.979334086124179e-07,1.1751779534286598e-06,5.190645222327246e-06,4.354089541306708e-06,6.6964454481642165e-06,2.5602603839228395e-05,1.773898043763533e-05,2.1921758842738025e-05,3.564127201147486e-05,4.019467268898492e-06,-0.00013618726487014382,3.6645138828699505e-05,147.00390625
-2.1077203161717675e-05,-4.015067268898596e-05,6.529134311960109e-06,5.69257863093957e-06,1.8910158391064086e-05,-9.198112491226023e-06,-1.0369290444654776e-05,3.999999999905412e-09,-5.015334086123328e-06,6.732445448163366e-07,1.1751779534286598e-06,7.5330011291847556e-06,1.3424890896327677e-06,4.019467268898492e-06,2.4096803613391425e-05,1.7906291573839438e-05,1.0544601580858697e-05,3.0621937925351626e-05,3.852156132694384e-06,-0.00011945615124973305,3.6143205420087186e-05,147.0078125
-1.8902158391064275e-05,-3.5298649739066836e-05,8.03493453779708e-06,5.3579563585313544e-06,1.690242475661479e-05,-9.532734763634238e-06,-1.6392491348002658e-05,1.1751779534286598e-06,-5.517267494735652e-06,3.999999999905412e-09,-4.979334086124179e-07,1.3424890896327677e-06,7.031067720572432e-06,3.1829115878779533e-06,2.2591003387554452e-05,1.7237047029023004e-05,1.4894691122165499e-05,2.7443026337473582e-05,-2.672978179265819e-06,-9.636721445356617e-05,3.597589428388308e-05,147.01171875
-2.3084936796166967e-05,-4.148916177861882e-05,3.0156004516738452e-06,1.8444224982450908e-06,1.4392757713553175e-05,-1.3046268623920501e-05,-1.990602520828892e-05,1.8444224982450908e-06,-5.517267494735652e-06,-1.6331113620420237e-07,-2.672978179265819e-06,1.3424890896327677e-06,1.1715779534287451e-05,3.350222724082061e-06,2.3092936796166778e-05,1.7237047029023004e-05,2.2591003387554452e-05,2.9450759971922874e-05,-2.8402893154699267e-06,-0.00011259639466536462,3.597589428388308e-05,147.015625
-2.6765781792657337e-05,-4.182378405102704e-05,-3.0076004516740344e-06,-1.6331113620420237e-07,1.322157976012442e-05,-1.2878957487716393e-05,-2.6765781792657337e-05,-1.0034668172246562e-05,-6.35382317575619e-06,1.713111362040132e-07,-1.167177953428849e-06,3.6848449964902762e-06,1.1381157261879234e-05,3.0156004516738452e-06,2.3762181340983212e-05,2.0415958616901052e-05,1.3890824304940851e-05,3.112387133396395e-05,-4.178778405102789e-06,-0.00012564666328928505,3.597589428388308e-05,147.01953125
-2.4590737022003937e-05,-3.9481428144169535e-05,-1.6331113620420237e-07,3.3862227240812094e-07,1.2217712942899773e-05,-1.2878957487716393e-05,-2.7267715201269662e-05,-1.2711646351512286e-05,-6.186512039552083e-06,1.713111362040132e-07,-3.3062227240831013e-07,3.350222724082061e-06,1.0042668172246373e-05,3.5175338602861686e-06,2.3929492477187317e-05,2.1921758842738025e-05,3.045462678914752e-05,2.7275715201269473e-05,-4.84802294991922e-06,-0.00010774437171544551,3.6143205420087186e-05,147.0234375
-1.9404091799676594e-05,-3.780831678212846e-05,-3.1749115878781424e-06,1.0078668172245522e-06,1.104653498947102e-05,-1.3046268623920501e-05,-2.81042708822902e-05,-1.5018002258370645e-06,-4.680711813715112e-06,1.713111362040132e-07,6.732445448163366e-07,1.6771113620409832e-06,4.856022949919031e-06,5.3579563585313544e-06,2.4264114749595534e-05,2.1754447706533917e-05,1.7906291573839438e-05,3.0621937925351626e-05,-2.3383559068576033e-06,-9.603259218115796e-05,3.597589428388308e-05,147.02734375
-2.258300338755464e-05,-3.864487246314899e-05,-3.5095338602863577e-06,-2.003733634449388e-06,9.37342362742994e-06,-1.0536601580858886e-05,-3.0279315652943605e-05,-4.346089541306897e-06,-5.517267494735652e-06,-1.6331113620420237e-07,3.0156004516738452e-06,1.3424890896327677e-06,1.70697358928189e-05,5.859889767143678e-06,2.4933359294411965e-05,2.35948702047791e-05,2.0248647480696947e-05,3.313160496841325e-05,8.405556810204443e-07,-0.00010439814899136335,3.564127201147486e-05,147.03125
-2.59292261116368e-05,-4.065260609759829e-05,-1.0201979308450669e-05,-4.346089541306897e-06,9.038801355021725e-06,-1.2042401806695854e-05,-2.2248381115146428e-05,-2.1710447706534957e-06,-4.84802294991922e-06,5.059334086122288e-07,3.6848449964902762e-06,-1.6331113620420237e-07,2.7777648609881795e-05,5.190645222327246e-06,2.4264114749595534e-05,2.3427559068574995e-05,1.2886957487716204e-05,3.246236042359681e-05,3.5175338602861686e-06,-0.00010590394921720032,3.564127201147486e-05,147.03515625
-2.3921492477187506e-05,-3.747369450972024e-05,-1.388282430494104e-05,-4.0114672688986815e-06,9.37342362742994e-06,-9.36542362743013e-06,-2.2248381115146428e-05,-7.023067720572621e-06,-5.3499563585315436e-06,5.059334086122288e-07,5.525267494735462e-06,1.8444224982450908e-06,5.69257863093957e-06,2.5136670430615223e-06,2.2925625659962673e-05,2.4096803613391425e-05,2.1085203161717486e-05,2.978538224433109e-05,1.713111362040132e-07,-9.854225922421957e-05,3.564127201147486e-05,147.0390625
