EEG Fp1-REF,EEG Fp2-REF,EEG F3-REF,EEG F4-REF,EEG C3-REF,EEG C4-REF,EEG P3-REF,EEG P4-REF,EEG O1-REF,EEG O2-REF,EEG F7-REF,EEG F8-REF,EEG T3-REF,EEG T4-REF,EEG T5-REF,EEG T6-REF,EEG Fz-REF,EEG Cz-REF,EEG Pz-REF,ECG EKG-REF,Resp Effort-REF,time
7.583962230292652e-05,3.3115046357615694e-05,1.8771795861689916e-05,6.138510849328153e-07,-4.1500373775444995e-05,-3.4023572985015604e-05,-8.788705623035389e-05,-8.071543098239101e-05,-9.872078798791486e-05,-8.758188068788739e-05,-4.421545365764532e-06,-1.2661285012360192e-05,-9.750008581804883e-05,-5.1418578905606444e-05,-0.00010680793986327726,-9.261727713858473e-05,6.378518837549954e-05,-3.0167554246670236e-07,-6.530406608783247e-05,-2.0901024658955852e-05,-2.242690237128838e-05,194.0
6.97361114535964e-05,3.189434418774967e-05,1.9076971404156422e-05,7.664388561660683e-07,-3.9516732749412707e-05,-3.34132219000826e-05,-8.514047634815534e-05,-7.842661441389221e-05,-9.765267358928208e-05,-8.52930641193886e-05,-4.116369823298026e-06,-1.418716272469272e-05,-9.444833039338377e-05,-5.2181517761772706e-05,-0.00010512947437971147,-7.781626332895921e-05,6.363260060426629e-05,1.560877712330565e-07,-6.408336391796643e-05,-2.8377825449385242e-05,-2.242690237128838e-05,194.00390625
6.546365385906531e-05,2.7469298821985335e-05,1.938214694662293e-05,7.664388561660683e-07,-3.844861835077994e-05,-3.280287081514958e-05,-8.315683532212305e-05,-7.644297338785992e-05,-9.780526136051535e-05,-8.468271303445559e-05,-5.794835306863808e-06,-1.617080375072501e-05,-9.276986490981799e-05,-5.2944456617938976e-05,-0.00010406135998107871,-8.910775840021992e-05,6.286966174810001e-05,3.499999999803549e-09,-6.271007397686717e-05,-2.6851947737052717e-05,-2.2579490142521634e-05,194.0078125
6.134378403576749e-05,2.3196841227454252e-05,1.8619208090456662e-05,3.0867554246630944e-07,-3.6770152867214155e-05,-3.11244053315838e-05,-8.132578206732403e-05,-7.491709567552738e-05,-9.750008581804883e-05,-8.437753749198909e-05,-6.862949705496579e-06,-1.708633037812453e-05,-9.063363611255244e-05,-5.2486693304239206e-05,-0.00010421394775231196,-9.429574262215052e-05,6.302224951933326e-05,3.499999999803549e-09,-6.148937180700113e-05,-2.349501676992115e-05,-2.2732077913754884e-05,194.01171875
5.6003212042603635e-05,1.938214694662293e-05,1.7856269234290396e-05,3.499999999803549e-09,-3.6617565095980906e-05,-3.097181756035055e-05,-8.132578206732403e-05,-7.384898127689464e-05,-9.948372684408112e-05,-8.52930641193886e-05,-8.236239646595856e-06,-1.830703254799055e-05,-9.017587279885269e-05,-5.2944456617938976e-05,-0.00010573982546464449,-8.864999508652017e-05,6.332742506179978e-05,-6.068510849332083e-07,-6.103160849330137e-05,-3.3260634128849335e-05,-2.2579490142521634e-05,194.015625
5.5240273186437366e-05,1.4957101580858592e-05,1.7856269234290396e-05,1.560877712330565e-07,-3.5702038468581386e-05,-2.975111539048452e-05,-8.163095760979053e-05,-7.186534025086233e-05,-0.00010177254341257992,-8.636117851802138e-05,-9.304354045228626e-06,-1.9069971404156817e-05,-9.002328502761943e-05,-5.157116667683969e-05,-0.00010818122980437654,-8.788705623035389e-05,6.409036391796604e-05,-4.542633136999553e-07,-5.981090632343535e-05,-3.14295808740503e-05,-2.2579490142521634e-05,194.01953125
5.310404438917183e-05,1.5567452665791605e-05,1.7856269234290396e-05,9.190266273993212e-07,-3.448133629871536e-05,-2.8377825449385242e-05,-8.086801875362426e-05,-6.927134813989705e-05,-0.00010238289449751294,-8.697152960295438e-05,-8.846590731528868e-06,-1.8612208090457054e-05,-8.926034617145318e-05,-5.080822782067343e-05,-0.00010879158088930955,-8.52930641193886e-05,6.348001283303303e-05,1.560877712330565e-07,-5.828502861110282e-05,-3.34132219000826e-05,-2.2732077913754884e-05,194.0234375
4.989970119327352e-05,1.1447582842493775e-05,1.8161444776756906e-05,3.0867554246630944e-07,-3.4023572985015604e-05,-2.746229882198573e-05,-7.964731658375824e-05,-6.7440294885098e-05,-0.0001014673678701134,-8.84974073152869e-05,-7.473300790429591e-06,-1.9680322489089826e-05,-8.773446845912064e-05,-5.080822782067343e-05,-0.00010818122980437654,-8.52930641193886e-05,6.19541351207005e-05,3.0867554246630944e-07,-5.7674677526169815e-05,-3.432874852748211e-05,-2.3037253456221393e-05,194.02734375
4.822123570970773e-05,9.463941816461487e-06,1.6635567064424374e-05,1.560877712330565e-07,-3.356580967131585e-05,-2.563124556718669e-05,-7.857920218512546e-05,-6.530406608783247e-05,-0.00010070442901394715,-8.788705623035389e-05,-7.6258885616628435e-06,-2.0138085802789586e-05,-8.803964400158714e-05,-4.912976233710765e-05,-0.00010818122980437654,-8.224130869472354e-05,5.9665318552201705e-05,3.499999999803549e-09,-5.5843624271370777e-05,-3.11244053315838e-05,-2.349501676992115e-05,194.03125
4.715312131107497e-05,6.107010849329922e-06,1.5109689352091845e-05,-7.594388561664611e-07,-3.4023572985015604e-05,-2.4715718939787175e-05,-7.751108778649269e-05,-6.286266174810042e-05,-9.887337575914811e-05,-8.758188068788739e-05,-8.541415189062362e-06,-2.151137574388886e-05,-8.941293394268642e-05,-4.882458679464114e-05,-0.00010726570317697702,-7.766367555772595e-05,5.7986853068635924e-05,-9.120266273997141e-07,-5.4317746559038244e-05,-2.975111539048452e-05,-2.3189841227454647e-05,194.03515625
