EEG Fp1-REF,EEG Fp2-REF,EEG F3-REF,EEG F4-REF,EEG C3-REF,EEG C4-REF,EEG P3-REF,EEG P4-REF,EEG O1-REF,EEG O2-REF,EEG F7-REF,EEG F8-REF,EEG T3-REF,EEG T4-REF,EEG T5-REF,EEG T6-REF,EEG Fz-REF,EEG Cz-REF,EEG Pz-REF,ECG EKG-REF,Resp Effort-REF,time
3.499999999803549e-09,3.499999999803549e-09,3.499999999803549e-09,3.499999999803549e-09,3.499999999803549e-09,3.499999999803549e-09,3.499999999803549e-09,3.499999999803549e-09,3.499999999803549e-09,3.499999999803549e-09,3.499999999803549e-09,3.499999999803549e-09,3.499999999803549e-09,3.499999999803549e-09,3.499999999803549e-09,3.499999999803549e-09,3.499999999803549e-09,3.499999999803549e-09,3.499999999803549e-09,3.0867554246630944e-07,-7.594388561664611e-07,0.0
3.499999999803549e-09,3.499999999803549e-09,3.499999999803549e-09,3.499999999803549e-09,3.499999999803549e-09,3.499999999803549e-09,3.0867554246630944e-07,3.499999999803549e-09,1.560877712330565e-07,-4.542633136999553e-07,-1.490877712334494e-07,-1.490877712334494e-07,-1.490877712334494e-07,-3.0167554246670236e-07,3.499999999803549e-09,-4.542633136999553e-07,1.560877712330565e-07,3.499999999803549e-09,3.0867554246630944e-07,5.1914842219304035e-06,-1.617080375072501e-05,0.00390625
3.499999999803549e-09,-4.542633136999553e-07,3.0867554246630944e-07,-3.0167554246670236e-07,6.138510849328153e-07,-1.490877712334494e-07,1.834553254798839e-06,-1.490877712334494e-07,6.138510849328153e-07,-1.8275532547992318e-06,-1.0646143986329673e-06,-1.0646143986329673e-06,-1.0646143986329673e-06,-1.3697899410994728e-06,4.612633136995624e-07,-1.674965483565979e-06,4.612633136995624e-07,1.560877712330565e-07,1.37678994109908e-06,2.7469298821985335e-05,-8.59034152043216e-05,0.0078125
-4.542633136999553e-07,-1.3697899410994728e-06,6.138510849328153e-07,-7.594388561664611e-07,1.6819654835655861e-06,-3.0167554246670236e-07,4.123369823297633e-06,-4.542633136999553e-07,1.0716143986325743e-06,-3.963782052064773e-06,-2.285316568498991e-06,-2.4379043397322436e-06,-2.285316568498991e-06,-2.8956676534320024e-06,7.664388561660683e-07,-3.5060187383650144e-06,1.0716143986325743e-06,1.560877712330565e-07,2.5974921109651035e-06,6.012308186590147e-05,-0.00018783204638813457,0.01171875
-1.5223777123327258e-06,-2.4379043397322436e-06,7.664388561660683e-07,-1.21720216986622e-06,2.292316568498598e-06,-4.542633136999553e-07,4.581133136997392e-06,-6.068510849332083e-07,1.0716143986325743e-06,-4.421545365764532e-06,-2.4379043397322436e-06,-3.2008431958985084e-06,-2.8956676534320024e-06,-3.5060187383650144e-06,4.612633136995624e-07,-3.5060187383650144e-06,1.0716143986325743e-06,3.0867554246630944e-07,2.9026676534316095e-06,6.866799705496363e-05,-0.00021484008189642036,0.015625
-1.980141026032485e-06,-2.743079882198749e-06,9.190266273993212e-07,-1.5223777123327258e-06,1.834553254798839e-06,-6.068510849332083e-07,3.5130187383646215e-06,-6.068510849332083e-07,6.138510849328153e-07,-3.963782052064773e-06,-2.285316568498991e-06,-2.743079882198749e-06,-2.743079882198749e-06,-3.3534309671317616e-06,-4.542633136999553e-07,-2.285316568498991e-06,7.664388561660683e-07,1.560877712330565e-07,2.9026676534316095e-06,5.64609753563034e-05,-0.00017516726137577457,0.01953125
-1.0646143986329673e-06,-1.674965483565979e-06,1.0716143986325743e-06,-1.8275532547992318e-06,1.0716143986325743e-06,-9.120266273997141e-07,3.3604309671313687e-06,-7.594388561664611e-07,1.560877712330565e-07,-4.574133136997785e-06,-2.5904921109654964e-06,-2.4379043397322436e-06,-2.8956676534320024e-06,-4.574133136997785e-06,-9.120266273997141e-07,-2.5904921109654964e-06,6.138510849328153e-07,1.560877712330565e-07,2.5974921109651035e-06,5.539286095767062e-05,-0.00016891116275521121,0.0234375
-7.594388561664611e-07,-3.0167554246670236e-07,9.190266273993212e-07,-1.5223777123327258e-06,1.37678994109908e-06,-9.120266273997141e-07,3.6656065095978743e-06,-4.542633136999553e-07,-4.542633136999553e-07,-5.33707199316405e-06,-3.2008431958985084e-06,-2.285316568498991e-06,-3.81119428083152e-06,-5.794835306863808e-06,-9.120266273997141e-07,-3.3534309671317616e-06,9.190266273993212e-07,3.499999999803549e-09,1.987141026032092e-06,6.0428257408367975e-05,-0.00018920533632923385,0.02734375
-1.3697899410994728e-06,-1.21720216986622e-06,4.612633136995624e-07,-7.594388561664611e-07,1.834553254798839e-06,-1.490877712334494e-07,3.3604309671313687e-06,-4.542633136999553e-07,-1.490877712334494e-07,-5.642247535630556e-06,-3.3534309671317616e-06,-2.285316568498991e-06,-4.574133136997785e-06,-4.26895759453128e-06,-1.3697899410994728e-06,-3.963782052064773e-06,1.2242021698658271e-06,3.499999999803549e-09,2.292316568498598e-06,5.539286095767062e-05,-0.00018493287873470277,0.03125
-1.980141026032485e-06,-3.0482554246652556e-06,4.612633136995624e-07,-1.0646143986329673e-06,1.5293777123323331e-06,-4.542633136999553e-07,2.5974921109651035e-06,-9.120266273997141e-07,-3.0167554246670236e-07,-5.642247535630556e-06,-3.5060187383650144e-06,-2.8956676534320024e-06,-4.726720908231038e-06,-1.8275532547992318e-06,-2.285316568498991e-06,-3.963782052064773e-06,7.664388561660683e-07,1.560877712330565e-07,3.0552554246648627e-06,5.0357464506973276e-05,-0.00017501467360454134,0.03515625
