EEG Fp1-REF,EEG Fp2-REF,EEG F3-REF,EEG F4-REF,EEG C3-REF,EEG C4-REF,EEG P3-REF,EEG P4-REF,EEG O1-REF,EEG O2-REF,EEG F7-REF,EEG F8-REF,EEG T3-REF,EEG T4-REF,EEG T5-REF,EEG T6-REF,EEG Fz-REF,EEG Cz-REF,EEG Pz-REF,ECG EKG-REF,Resp Effort-REF,time
3.555645069734774e-05,2.1213200201421964e-05,1.1294995071260522e-05,-1.1898346156193926e-05,-2.285316568498991e-06,3.174175641651642e-05,-1.464492603839248e-05,3.433574852748172e-05,-2.151137574388886e-05,-0.00017425173474837507,-2.6394184423352957e-05,-0.00029723747836237695,-1.8001857005524044e-05,6.138510849328153e-07,-3.92115572069462e-05,-4.542633136999553e-07,2.3959780083620518e-05,7.664388561660683e-07,-3.066664201788404e-05,-2.1816551286355368e-05,9.006178502761727e-06,212.0
3.738750395214678e-05,2.6553772194585816e-05,1.2363109469893293e-05,-9.762117358928386e-06,-1.3697899410994728e-06,3.4946099612414726e-05,-1.357681163975971e-05,3.692974063844702e-05,-1.6933742606891275e-05,-0.0001683008116702782,-2.654677219458621e-05,-0.00029586418842127767,-1.8459620319223804e-05,-2.132728797265738e-06,-1.464492603839248e-05,-9.45694181646188e-06,2.5027894482253287e-05,9.190266273993212e-07,-2.975111539048452e-05,1.0684643986327509e-05,1.0379468443861004e-05,212.00390625
3.998149606311207e-05,3.509868738364798e-05,1.4499338267158832e-05,-8.846590731528868e-06,1.0716143986325743e-06,3.448833629871497e-05,-1.1287995071260915e-05,3.3267634128848944e-05,-8.541415189062362e-06,-0.00016662234618671244,-2.196913905758862e-05,-0.0003012047604144415,-1.3271636097293203e-05,-7.778476332896096e-06,-1.1440582842494168e-05,-4.542633136999553e-07,2.5027894482253287e-05,1.560877712330565e-07,-2.8683000991851752e-05,2.426495562608702e-05,1.2515697241126546e-05,212.0078125
3.37253974425487e-05,3.280987081514919e-05,1.221052169866004e-05,-9.151766273995373e-06,-4.542633136999553e-07,3.525127515488123e-05,-9.45694181646188e-06,3.296245858638244e-05,-4.574133136997785e-06,-0.00017470949806207482,-2.4715718939787175e-05,-0.00029754265390484345,-1.9527734717856573e-05,-2.5904921109654964e-06,-3.295545858638283e-05,1.373639941099257e-05,2.3196841227454252e-05,7.664388561660683e-07,-2.7920062135685486e-05,-1.980141026032485e-06,1.4194162724692328e-05,212.01171875
3.555645069734774e-05,3.250469527268268e-05,1.327863609729281e-05,-7.6258885616628435e-06,-1.490877712334494e-07,3.296245858638244e-05,-8.388827417829109e-06,2.5943421109652806e-05,-1.3697899410994728e-06,-0.00018020265782647194,-2.2121726828821874e-05,-0.0002940331351664786,-1.784926923429079e-05,-5.794835306863808e-06,-4.1500373775444995e-05,1.175275838496028e-05,2.5333070024719794e-05,3.0867554246630944e-07,-2.7004535508285967e-05,4.181254931791111e-05,1.480451380962534e-05,212.015625
3.525127515488123e-05,3.6014214011047495e-05,1.3888987182225821e-05,-6.862949705496579e-06,-3.0167554246670236e-07,3.387798521378196e-05,-5.489659764397302e-06,2.991070316171738e-05,4.886308679463898e-06,-0.000170589628238777,-2.3647604541154403e-05,-0.00029143914305551334,-1.311904832605995e-05,-4.574133136997785e-06,-3.814344280831344e-05,1.6635567064424374e-05,2.3959780083620518e-05,4.612633136995624e-07,-2.5478657795953438e-05,2.5638245567186297e-05,1.52622771233251e-05,212.01953125
3.387798521378196e-05,3.6777152867213764e-05,1.5567452665791605e-05,-7.015537476729832e-06,-6.068510849332083e-07,3.540386292611449e-05,-3.963782052064773e-06,3.9523732749412315e-05,9.190266273993212e-07,-0.0001670801095004122,-1.9680322489089826e-05,-0.0002937279596240121,-1.2050933927427179e-05,-1.769668146305754e-05,-2.4257955626087416e-05,9.616529587694738e-06,2.5333070024719794e-05,1.560877712330565e-07,-2.2579490142521634e-05,-9.120266273997141e-07,1.648297929319112e-05,212.0234375
3.799785503707978e-05,3.3267634128848944e-05,1.8771795861689916e-05,-4.726720908231038e-06,2.7500798821983563e-06,3.6777152867213764e-05,-1.3697899410994728e-06,3.998149606311207e-05,5.8018353068634155e-06,-0.00017654055131687384,-1.3729399410992963e-05,-0.0002929650207678459,-1.2050933927427179e-05,-1.311904832605995e-05,-4.574133136997785e-06,-7.594388561664611e-07,2.6858947737052326e-05,1.560877712330565e-07,-2.1816551286355368e-05,2.7774474364451838e-05,1.831403254799016e-05,212.02734375
4.043925937681184e-05,3.1283993102816655e-05,1.5720040437024858e-05,-3.5060187383650144e-06,-1.490877712334494e-07,3.9371144978179065e-05,-2.132728797265738e-06,3.647197732474726e-05,3.818194280831127e-06,-0.00018005007005523867,-1.6018215979491756e-05,-0.0002886925631733148,-2.1206200201422358e-05,-3.0482554246652556e-06,-1.0372468443861397e-05,4.428545365764139e-06,2.4570131168553528e-05,1.560877712330565e-07,-2.33424289986879e-05,7.0225374767294395e-06,2.014508580278919e-05,212.03125
4.08970226905116e-05,3.4640924069948226e-05,1.6635567064424374e-05,-3.5060187383650144e-06,-1.21720216986622e-06,4.013408383434533e-05,-1.980141026032485e-06,3.143658087404991e-05,-6.068510849332083e-07,-0.00017715090240180687,-1.311904832605995e-05,-0.00028731927323221546,-1.8459620319223804e-05,-3.066664201788404e-05,-3.463392406994862e-05,1.0684643986327509e-05,2.4722718939786784e-05,4.612633136995624e-07,-2.395278008362091e-05,4.37961903439434e-05,2.1365787972655213e-05,212.03515625
4.2117724860377617e-05,3.6014214011047495e-05,1.9229559175389672e-05,-3.0482554246652556e-06,-4.542633136999553e-07,4.196513708914436e-05,1.560877712330565e-07,2.9452939848017624e-05,2.9026676534316095e-06,-0.00017730349017304012,-8.846590731528868e-06,-0.0002957116006500444,-8.083651875362602e-06,5.496659764396909e-06,-3.2039931958983316e-05,2.04502613452557e-05,2.426495562608702e-05,3.0867554246630944e-07,-2.151137574388886e-05,1.0532056215094257e-05,2.212872682882148e-05,212.0390625
