EEG Fp1-REF,EEG Fp2-REF,EEG F3-REF,EEG F4-REF,EEG C3-REF,EEG C4-REF,EEG P3-REF,EEG P4-REF,EEG O1-REF,EEG O2-REF,EEG F7-REF,EEG F8-REF,EEG T3-REF,EEG T4-REF,EEG T5-REF,EEG T6-REF,EEG Fz-REF,EEG Cz-REF,EEG Pz-REF,ECG EKG-REF,Resp Effort-REF,time
2.2586490142521243e-05,1.2668285012359799e-05,3.1283993102816655e-05,1.9534734717856182e-05,6.56477416302968e-06,1.0989819528794015e-05,-1.3424223868526456e-05,1.834553254798839e-06,-3.0167554246670236e-07,2.5974921109651035e-06,3.3115046357615694e-05,1.5109689352091845e-05,2.106061243018871e-05,1.327863609729281e-05,5.8018353068634155e-06,9.15876627399498e-06,1.9687322489089435e-05,-3.0167554246670236e-07,-1.2966460554826697e-05,3.0552554246648627e-06,-2.743079882198749e-06,130.0
1.9992498031555938e-05,9.769117358927993e-06,2.9758115390484127e-05,1.800885700552365e-05,4.123369823297633e-06,1.0226880672627751e-05,-1.3271636097293203e-05,1.2242021698658271e-06,-4.542633136999553e-07,1.6819654835655861e-06,3.387798521378196e-05,1.4194162724692328e-05,2.0755436887722204e-05,1.2057933927426786e-05,5.1914842219304035e-06,8.548415189061969e-06,1.800885700552365e-05,1.560877712330565e-07,-1.2356109469893686e-05,6.56477416302968e-06,-8.541415189062362e-06,130.00390625
1.9229559175389672e-05,1.0684643986327509e-05,2.9758115390484127e-05,1.7703681463057147e-05,1.987141026032092e-06,1.0989819528794015e-05,-1.311904832605995e-05,2.4449043397318507e-06,3.6656065095978743e-06,3.3604309671313687e-06,3.280987081514919e-05,1.4651926038392087e-05,2.014508580278919e-05,1.221052169866004e-05,5.954423078096669e-06,1.0532056215094257e-05,1.739850592059064e-05,3.499999999803549e-09,-1.0982819528794408e-05,7.785476332895703e-06,-1.4950101580858985e-05,130.0078125
2.365460454115401e-05,1.3583811639759317e-05,3.1283993102816655e-05,1.9992498031555938e-05,1.560877712330565e-07,1.2668285012359799e-05,-1.2661285012360192e-05,4.581133136997392e-06,9.769117358927993e-06,6.56477416302968e-06,2.8690000991851358e-05,1.5872628208258108e-05,1.9687322489089435e-05,1.373639941099257e-05,8.701002960295222e-06,1.282087278359305e-05,1.938214694662293e-05,4.612633136995624e-07,-9.91470513016164e-06,4.275957594530887e-06,-1.830703254799055e-05,130.01171875
2.365460454115401e-05,1.5109689352091845e-05,3.0063290932950636e-05,2.0755436887722204e-05,-2.8956676534320024e-06,1.2363109469893293e-05,-1.357681163975971e-05,4.733720908230645e-06,1.1905346156193533e-05,7.175125247962693e-06,2.5333070024719794e-05,1.4957101580858592e-05,1.739850592059064e-05,1.4194162724692328e-05,7.785476332895703e-06,1.3431223868526063e-05,2.1213200201421964e-05,3.499999999803549e-09,-1.006729290139489e-05,-2.132728797265738e-06,-1.418716272469272e-05,130.015625
1.8771795861689916e-05,1.1600170613727028e-05,2.5485657795953043e-05,1.6025215979491365e-05,-6.252598620563567e-06,8.395827417828716e-06,-1.7238918149357778e-05,1.5293777123323331e-06,5.1914842219304035e-06,3.97078205206438e-06,2.365460454115401e-05,1.1294995071260522e-05,1.0989819528794015e-05,9.616529587694738e-06,9.190266273993212e-07,9.616529587694738e-06,1.800885700552365e-05,-1.490877712334494e-07,-1.0677643986327902e-05,-2.8956676534320024e-06,-2.285316568498991e-06,130.01953125
1.2973460554826304e-05,3.2078431958981155e-06,1.9839910260322688e-05,9.311354045228233e-06,-9.762117358928386e-06,4.275957594530887e-06,-2.196913905758862e-05,-1.5223777123327258e-06,-3.81119428083152e-06,1.560877712330565e-07,1.8619208090456662e-05,6.869949705496186e-06,3.2078431958981155e-06,4.123369823297633e-06,-6.862949705496579e-06,5.496659764396909e-06,1.175275838496028e-05,3.499999999803549e-09,-1.1135407300027661e-05,1.2242021698658271e-06,1.6177803750724618e-05,130.0234375
9.463941816461487e-06,7.664388561660683e-07,1.9229559175389672e-05,8.395827417828716e-06,-1.1440582842494168e-05,4.581133136997392e-06,-2.395278008362091e-05,-1.980141026032485e-06,-4.421545365764532e-06,-1.490877712334494e-07,1.9687322489089435e-05,7.938064104128956e-06,3.5130187383646215e-06,2.5974921109651035e-06,-7.320713019196338e-06,4.886308679463898e-06,1.0532056215094257e-05,-1.490877712334494e-07,-1.357681163975971e-05,1.834553254798839e-06,3.433574852748172e-05,130.02734375
1.0989819528794015e-05,5.1914842219304035e-06,2.151837574388847e-05,1.0989819528794015e-05,-1.1287995071260915e-05,6.4121863917964275e-06,-2.2274314600055127e-05,-6.068510849332083e-07,2.139728797265345e-06,2.4449043397318507e-06,2.3807192312387265e-05,1.1905346156193533e-05,7.0225374767294395e-06,5.1914842219304035e-06,-1.5223777123327258e-06,5.8018353068634155e-06,1.1600170613727028e-05,-1.490877712334494e-07,-1.3881987182226214e-05,-1.5223777123327258e-06,4.272807594531063e-05,130.03125
1.0074292901394498e-05,2.7500798821983563e-06,2.0755436887722204e-05,1.1142407300027269e-05,-1.006729290139489e-05,5.8018353068634155e-06,-1.876479586169031e-05,-7.594388561664611e-07,1.987141026032092e-06,1.834553254798839e-06,2.1213200201421964e-05,1.0532056215094257e-05,6.869949705496186e-06,3.97078205206438e-06,-1.21720216986622e-06,4.428545365764139e-06,1.1600170613727028e-05,-3.0167554246670236e-07,-1.2356109469893686e-05,-5.33707199316405e-06,4.013408383434533e-05,130.03515625
