EEG Fp1-Ref,EEG Fp2-Ref,EEG F7-Ref,EEG F3-Ref,EEG Fz-Ref,EEG F4-Ref,EEG F8-Ref,EEG T3-Ref,EEG C3-Ref,EEG Cz-Ref,EEG C4-Ref,EEG T4-Ref,EEG T5-Ref,EEG P3-Ref,EEG Pz-Ref,EEG P4-Ref,EEG T6-Ref,EEG O1-Ref,EEG O2-Ref,ECG EKG,Resp Effort,time
2.225638111514624e-05,1.8742847254859977e-05,2.443142588579964e-05,-2.5056670430617114e-06,1.6567802484206577e-05,2.928344883571877e-05,2.1754447706533917e-05,5.120120767845689e-05,-1.08712238532671e-05,3.852156132694384e-06,4.869154063539527e-05,1.2385024079103882e-05,4.354089541306708e-06,-1.2209712942899962e-05,1.907746952726819e-05,2.827958201849412e-05,4.852422949919116e-05,2.6439159520248934e-05,4.3504895413067926e-05,-3.362553837702576e-05,-5.3499563585315436e-06,391.0
2.1921758842738025e-05,2.2925625659962673e-05,3.0621937925351626e-05,-5.015334086123328e-06,1.690242475661479e-05,2.8112270882290012e-05,2.827958201849412e-05,5.755903085421298e-05,-1.3380890896328717e-05,4.186778405102599e-06,5.103389654225278e-05,8.536867946409403e-06,2.8482893154697376e-06,-1.538862453077801e-05,1.9579402935880516e-05,2.9952693380535196e-05,4.9193474044007595e-05,2.7610337473677687e-05,4.400682882168025e-05,-3.1450493606372355e-05,-7.190378856776729e-06,391.00390625
2.4598737022003748e-05,2.7443026337473582e-05,3.6310516556291295e-05,-3.34222272408225e-06,1.8910158391064086e-05,3.2295049287392705e-05,3.547396087527075e-05,5.856289767143763e-05,-1.3548202032532825e-05,4.521400677510815e-06,5.270700790429386e-05,1.9746714072084625e-05,1.8444224982450908e-06,-1.689442475661498e-05,2.0583269753105164e-05,3.129118247016806e-05,5.003002972502813e-05,2.7275715201269473e-05,4.434145109408847e-05,-4.215840632343526e-05,-1.0034668172246562e-05,391.0078125
2.6773781792657148e-05,3.0287315652943416e-05,3.564127201147486e-05,-3.6768449964904654e-06,2.075058088930927e-05,3.597589428388308e-05,3.64778276924954e-05,6.20764315317239e-05,-1.2209712942899962e-05,4.688711813714923e-06,5.5049363811151365e-05,3.095656019775984e-05,3.999999999905412e-09,-1.7061735892819088e-05,2.158713657032981e-05,3.179311587878038e-05,5.0531963133640456e-05,2.4766048158207856e-05,4.333758427686382e-05,-5.637985290078442e-05,-1.2209712942899962e-05,391.01171875
2.9450759971922874e-05,3.0120004516739304e-05,3.714707223731183e-05,-8.325556810206334e-07,2.1754447706533917e-05,3.948942814416934e-05,3.564127201147486e-05,6.073794244209103e-05,-1.1205846125675316e-05,4.186778405102599e-06,5.8060964262825304e-05,3.0789249061555735e-05,-2.3383559068576033e-06,-1.7229047029023193e-05,2.1754447706533917e-05,3.1960427014984494e-05,4.9695407452619914e-05,2.075058088930927e-05,4.1664472914822746e-05,-5.82202753990296e-05,-1.3715513168736932e-05,391.015625
3.0621937925351626e-05,2.5435292703024287e-05,4.149716177861863e-05,3.6848449964902762e-06,2.225638111514624e-05,4.032598382518988e-05,3.6310516556291295e-05,6.391685402996907e-05,-1.170777953428764e-05,4.019467268898492e-06,5.973407562486638e-05,1.92447806634723e-05,-4.0114672688986815e-06,-1.7396358165227305e-05,2.1085203161717486e-05,3.21277381511886e-05,4.952809631641581e-05,1.606586907559425e-05,4.0493294961393994e-05,-5.453943040253923e-05,-1.4552068849757471e-05,391.01953125
3.296429383220914e-05,2.928344883571877e-05,4.1664472914822746e-05,3.852156132694384e-06,2.35948702047791e-05,3.8150939054536475e-05,4.2333717459639174e-05,6.927081038850052e-05,-1.1205846125675316e-05,3.350222724082061e-06,5.973407562486638e-05,2.3260247932370886e-05,-2.672978179265819e-06,-1.689442475661498e-05,2.14198254341257e-05,3.279698269600503e-05,4.9360785180211697e-05,1.3054268623920312e-05,4.099522837000631e-05,-5.771834199041728e-05,-1.689442475661498e-05,391.0234375
3.831825019074058e-05,3.7649005645924156e-05,4.132985064241452e-05,3.6848449964902762e-06,2.6271848384044826e-05,4.1664472914822746e-05,3.932211700796523e-05,6.726307675405123e-05,-8.696179082613699e-06,3.0156004516738452e-06,6.0905253578295135e-05,3.1960427014984494e-05,-8.325556810206334e-07,-1.538862453077801e-05,2.1921758842738025e-05,3.41354717856379e-05,5.136851881466099e-05,1.2050401806695665e-05,4.30029620044556e-05,-6.45780985747857e-05,-1.990602520828892e-05,391.02734375
4.149716177861863e-05,3.965673928037345e-05,4.618187359233365e-05,4.521400677510815e-06,2.694109292886126e-05,4.6349184728537764e-05,4.28356508682515e-05,6.709576561784712e-05,-6.688445448164406e-06,3.0156004516738452e-06,6.107256471449924e-05,4.2166406323435065e-05,1.1751779534286598e-06,-1.3715513168736932e-05,2.2758314523758564e-05,3.4804716330454325e-05,5.0866585406048666e-05,1.1883090670491558e-05,4.450876223029257e-05,-6.859356584368428e-05,-2.2248381115146428e-05,391.03125
4.1999095187230957e-05,3.932211700796523e-05,4.685111813715009e-05,1.8444224982450908e-06,2.610453724784072e-05,4.333758427686382e-05,4.785498495437473e-05,6.89361881160923e-05,-5.182645222327435e-06,2.5136670430615223e-06,6.157449812311157e-05,3.798362791833237e-05,1.6771113620409832e-06,-1.388282430494104e-05,2.225638111514624e-05,3.363353837702557e-05,4.835691836298705e-05,1.087922385326691e-05,4.2333717459639174e-05,-7.160516629535822e-05,-2.37541813409834e-05,391.03515625
4.266833973204739e-05,3.697976110110772e-05,4.450876223029257e-05,5.3579563585313544e-06,2.57699149754325e-05,4.1999095187230957e-05,4.701842927335419e-05,7.07766106143375e-05,-4.0114672688986815e-06,2.011733634449199e-06,6.25783649403362e-05,3.714707223731183e-05,1.3424890896327677e-06,-1.555593566698212e-05,2.1754447706533917e-05,3.262967155980092e-05,4.534531791131311e-05,8.536867946409403e-06,3.982405041657755e-05,-7.478407788323627e-05,-2.475804815820805e-05,391.0390625
4.434145109408847e-05,3.84855613269447e-05,4.551262904751722e-05,1.1213846125675127e-05,2.7108404065065368e-05,4.450876223029257e-05,4.6516495864741866e-05,6.558996539201016e-05,-1.5018002258370645e-06,2.68097817926563e-06,6.44187874385814e-05,3.597589428388308e-05,1.6771113620409832e-06,-1.689442475661498e-05,2.2423692251350347e-05,3.296429383220914e-05,4.400682882168025e-05,5.3579563585313544e-06,3.84855613269447e-05,-7.7461056062502e-05,-2.6263848384045015e-05,391.04296875
4.4843384502700794e-05,4.266833973204739e-05,4.802229609057884e-05,1.1213846125675127e-05,2.911613769951466e-05,4.785498495437473e-05,4.852422949919116e-05,6.508803198339783e-05,3.3862227240812094e-07,3.350222724082061e-06,6.609189880062247e-05,4.584725131992544e-05,2.8482893154697376e-06,-1.672711362041087e-05,2.2089069978942134e-05,3.447009405804611e-05,4.450876223029257e-05,4.354089541306708e-06,3.7816316782128265e-05,-8.16438344676047e-05,-2.910813769951485e-05,391.046875
4.5010695638904896e-05,4.434145109408847e-05,4.534531791131311e-05,1.5062002258369606e-05,3.0120004516739304e-05,4.9695407452619914e-05,4.3504895413067926e-05,6.960543266090875e-05,1.5098002258368753e-06,3.350222724082061e-06,6.910349925229641e-05,2.1754447706533917e-05,4.354089541306708e-06,-1.605786907559444e-05,2.158713657032981e-05,3.580858314767897e-05,4.534531791131311e-05,4.521400677510815e-06,3.64778276924954e-05,-8.766703537095257e-05,-3.1450493606372355e-05,391.05078125
4.618187359233365e-05,4.266833973204739e-05,4.567994018372132e-05,1.70697358928189e-05,2.8948826563310548e-05,5.003002972502813e-05,4.785498495437473e-05,6.44187874385814e-05,2.5136670430615223e-06,4.186778405102599e-06,6.977274379711284e-05,2.928344883571877e-05,4.856022949919031e-06,-1.5054002258369795e-05,2.1085203161717486e-05,3.597589428388308e-05,4.6349184728537764e-05,5.525267494735462e-06,3.597589428388308e-05,-9.017670241401419e-05,-3.2956293832209324e-05,391.0546875
4.802229609057884e-05,3.882018359935291e-05,5.120120767845689e-05,1.9746714072084625e-05,2.7777648609881795e-05,5.019734086123224e-05,4.434145109408847e-05,6.64265210730307e-05,1.8444224982450908e-06,4.354089541306708e-06,7.010736606952106e-05,5.538398608355958e-05,2.346355906857414e-06,-1.4217446577349256e-05,1.9579402935880516e-05,3.564127201147486e-05,4.768767381817062e-05,7.19837885677654e-06,3.5139338602862535e-05,-8.917283559678953e-05,-3.345822724082165e-05,391.05859375
4.785498495437473e-05,3.84855613269447e-05,5.136851881466099e-05,2.2089069978942134e-05,2.7108404065065368e-05,5.136851881466099e-05,4.0827917233802204e-05,7.211509970397035e-05,8.405556810204443e-07,4.354089541306708e-06,7.127854402294981e-05,6.759769902645945e-05,3.350222724082061e-06,-1.3046268623920501e-05,1.9412091799676405e-05,3.714707223731183e-05,5.003002972502813e-05,8.70417908261351e-06,3.547396087527075e-05,-9.151519150364705e-05,-3.513133860286273e-05,391.0625
4.417413995788436e-05,3.932211700796523e-05,5.270700790429386e-05,1.8910158391064086e-05,2.57699149754325e-05,5.036465199743635e-05,4.015867268898577e-05,6.960543266090875e-05,3.999999999905412e-09,4.688711813714923e-06,7.178047743156215e-05,6.609189880062247e-05,3.852156132694384e-06,-1.2209712942899962e-05,2.0415958616901052e-05,3.831825019074058e-05,5.15358299508651e-05,7.365689992980647e-06,3.5139338602862535e-05,-9.971343717764833e-05,-3.730638337351613e-05,391.06640625
4.266833973204739e-05,3.6645138828699505e-05,5.15358299508651e-05,1.70697358928189e-05,2.4096803613391425e-05,4.417413995788436e-05,4.534531791131311e-05,6.910349925229641e-05,-1.83642249824528e-06,5.190645222327246e-06,7.127854402294981e-05,5.739171971800888e-05,3.852156132694384e-06,-1.1875090670491747e-05,2.1085203161717486e-05,3.831825019074058e-05,5.170314108706921e-05,5.3579563585313544e-06,3.3800849513229674e-05,-0.0001055693269447921,-3.964873928037364e-05,391.0703125
