EEG Fp1-Ref,EEG Fp2-Ref,EEG F7-Ref,EEG F3-Ref,EEG Fz-Ref,EEG F4-Ref,EEG F8-Ref,EEG T3-Ref,EEG C3-Ref,EEG Cz-Ref,EEG C4-Ref,EEG T4-Ref,EEG T5-Ref,EEG P3-Ref,EEG Pz-Ref,EEG P4-Ref,EEG T6-Ref,EEG O1-Ref,EEG O2-Ref,ECG EKG,Resp Effort,time
-1.8734847254860166e-05,-4.583925131992563e-05,-9.198112491226023e-06,-7.357689992980836e-06,-4.5134006775110045e-06,-2.8402893154699267e-06,-2.5056670430617114e-06,-4.5134006775110045e-06,-9.998668172247413e-07,-4.979334086124179e-07,4.521400677510815e-06,1.2050401806695665e-05,5.059334086122288e-07,4.521400677510815e-06,9.875357036042264e-06,2.4264114749595534e-05,2.827958201849412e-05,5.190645222327246e-06,2.4766048158207856e-05,2.075058088930927e-05,6.863756584368324e-06,79.0
-1.9738714072084814e-05,-4.550462904751741e-05,-9.36542362743013e-06,-8.026934537797268e-06,-4.84802294991922e-06,-3.6768449964904654e-06,-3.0076004516740344e-06,-5.684578630939759e-06,-2.1710447706534957e-06,-1.6331113620420237e-07,4.521400677510815e-06,1.0377290444654586e-05,6.732445448163366e-07,4.521400677510815e-06,9.875357036042264e-06,2.4264114749595534e-05,2.6773781792657148e-05,5.023334086123139e-06,2.5100670430616073e-05,2.694109292886126e-05,5.859889767143678e-06,79.00390625
-1.9404091799676594e-05,-4.199109518723114e-05,-9.198112491226023e-06,-8.026934537797268e-06,-5.517267494735652e-06,-3.5095338602863577e-06,-2.8402893154699267e-06,-5.182645222327435e-06,-2.003733634449388e-06,-3.3062227240831013e-07,3.852156132694384e-06,9.540734763634049e-06,6.732445448163366e-07,4.354089541306708e-06,1.0544601580858697e-05,2.5100670430616073e-05,2.7443026337473582e-05,5.859889767143678e-06,2.57699149754325e-05,2.158713657032981e-05,5.525267494735462e-06,79.0078125
-1.773098043763552e-05,-3.6804449964903806e-05,-9.198112491226023e-06,-8.361556810205484e-06,-5.851889767143867e-06,-4.0114672688986815e-06,-2.3383559068576033e-06,-5.182645222327435e-06,-1.83642249824528e-06,-8.325556810206334e-07,4.019467268898492e-06,9.540734763634049e-06,-4.979334086124179e-07,4.186778405102599e-06,1.0377290444654586e-05,2.57699149754325e-05,2.610453724784072e-05,5.3579563585313544e-06,2.526798156682018e-05,1.5731246803186038e-05,5.859889767143678e-06,79.01171875
-1.6559802484206766e-05,-3.1450493606372355e-05,-8.696179082613699e-06,-7.357689992980836e-06,-5.3499563585315436e-06,-5.182645222327435e-06,-4.0114672688986815e-06,-5.517267494735652e-06,-1.83642249824528e-06,-1.6331113620420237e-07,4.688711813714923e-06,1.0042668172246373e-05,-1.6331113620420237e-07,4.521400677510815e-06,1.087922385326691e-05,2.526798156682018e-05,2.6606470656453043e-05,5.859889767143678e-06,2.5937226111636612e-05,1.92447806634723e-05,6.529134311960109e-06,79.015625
-1.5890557939390332e-05,-2.6431159520249123e-05,-8.528867946409592e-06,-7.525001129184945e-06,-6.019200903347974e-06,-5.015334086123328e-06,-4.84802294991922e-06,-5.517267494735652e-06,-1.6691113620411723e-06,1.713111362040132e-07,5.023334086123139e-06,9.206112491225834e-06,5.059334086122288e-07,5.525267494735462e-06,1.104653498947102e-05,2.6439159520248934e-05,2.6773781792657148e-05,5.525267494735462e-06,2.5602603839228395e-05,2.4766048158207856e-05,6.863756584368324e-06,79.01953125
-1.4384757713553364e-05,-2.1746447706534106e-05,-7.85962340159316e-06,-7.190378856776729e-06,-5.851889767143867e-06,-6.521134311960298e-06,-4.84802294991922e-06,-4.680711813715112e-06,-1.6691113620411723e-06,-3.3062227240831013e-07,3.6848449964902762e-06,9.37342362742994e-06,6.732445448163366e-07,6.027200903347785e-06,1.2050401806695665e-05,2.5937226111636612e-05,2.6606470656453043e-05,5.69257863093957e-06,2.5602603839228395e-05,2.3427559068574995e-05,6.6964454481642165e-06,79.0234375
-1.1875090670491747e-05,-1.689442475661498e-05,-7.023067720572621e-06,-7.023067720572621e-06,-6.019200903347974e-06,-6.35382317575619e-06,-4.84802294991922e-06,-3.844156132694573e-06,-1.83642249824528e-06,-3.3062227240831013e-07,3.852156132694384e-06,9.540734763634049e-06,6.732445448163366e-07,5.190645222327246e-06,1.1381157261879234e-05,2.5937226111636612e-05,2.6271848384044826e-05,6.361823175756001e-06,2.5435292703024287e-05,2.2423692251350347e-05,6.027200903347785e-06,79.02734375
-9.867357036042453e-06,-1.2544335215308178e-05,-6.019200903347974e-06,-5.851889767143867e-06,-5.3499563585315436e-06,-6.521134311960298e-06,-5.684578630939759e-06,-3.6768449964904654e-06,-1.83642249824528e-06,-4.979334086124179e-07,3.852156132694384e-06,9.206112491225834e-06,8.405556810204443e-07,5.69257863093957e-06,1.1715779534287451e-05,2.5602603839228395e-05,2.4933359294411965e-05,6.1945120395518935e-06,2.4598737022003748e-05,2.7777648609881795e-05,5.3579563585313544e-06,79.03125
-9.030801355021914e-06,-9.36542362743013e-06,-7.190378856776729e-06,-5.3499563585315436e-06,-5.3499563585315436e-06,-7.525001129184945e-06,-5.517267494735652e-06,-5.015334086123328e-06,-1.6691113620411723e-06,-1.6331113620420237e-07,3.5175338602861686e-06,9.038801355021725e-06,6.732445448163366e-07,5.3579563585313544e-06,1.104653498947102e-05,2.5100670430616073e-05,2.5435292703024287e-05,5.3579563585313544e-06,2.3929492477187317e-05,3.095656019775984e-05,5.859889767143678e-06,79.03515625
-8.361556810205484e-06,-7.85962340159316e-06,-6.855756584368514e-06,-5.3499563585315436e-06,-4.84802294991922e-06,-7.357689992980836e-06,-6.019200903347974e-06,-3.6768449964904654e-06,-9.998668172247413e-07,-1.6331113620420237e-07,3.5175338602861686e-06,8.369556810205295e-06,2.011733634449199e-06,6.361823175756001e-06,1.1883090670491558e-05,2.57699149754325e-05,2.3929492477187317e-05,6.529134311960109e-06,2.3929492477187317e-05,2.6773781792657148e-05,7.19837885677654e-06,79.0390625
-7.357689992980836e-06,-6.521134311960298e-06,-6.35382317575619e-06,-5.015334086123328e-06,-4.680711813715112e-06,-8.026934537797268e-06,-6.688445448164406e-06,-4.178778405102789e-06,-4.979334086124179e-07,-3.3062227240831013e-07,2.68097817926563e-06,8.369556810205295e-06,8.405556810204443e-07,6.027200903347785e-06,1.2552335215307988e-05,2.4933359294411965e-05,2.2758314523758564e-05,5.69257863093957e-06,2.3260247932370886e-05,2.6606470656453043e-05,7.19837885677654e-06,79.04296875
-8.194245674001375e-06,-5.182645222327435e-06,-7.023067720572621e-06,-6.186512039552083e-06,-4.84802294991922e-06,-8.026934537797268e-06,-5.851889767143867e-06,-4.680711813715112e-06,-1.3344890896329568e-06,3.999999999905412e-09,2.8482893154697376e-06,8.202245674001186e-06,8.405556810204443e-07,5.69257863093957e-06,1.2050401806695665e-05,2.443142588579964e-05,2.3092936796166778e-05,5.525267494735462e-06,2.3427559068574995e-05,3.246236042359681e-05,6.027200903347785e-06,79.046875
-7.190378856776729e-06,-4.0114672688986815e-06,-6.019200903347974e-06,-4.84802294991922e-06,-4.346089541306897e-06,-7.190378856776729e-06,-5.684578630939759e-06,-3.844156132694573e-06,-8.325556810206334e-07,3.999999999905412e-09,2.346355906857414e-06,7.867623401592971e-06,1.0078668172245522e-06,6.529134311960109e-06,1.2552335215307988e-05,2.4598737022003748e-05,2.2758314523758564e-05,5.69257863093957e-06,2.3092936796166778e-05,2.844689315469823e-05,5.525267494735462e-06,79.05078125
-7.692312265389051e-06,-3.6768449964904654e-06,-7.023067720572621e-06,-5.3499563585315436e-06,-5.015334086123328e-06,-8.361556810205484e-06,-6.019200903347974e-06,-4.84802294991922e-06,-9.998668172247413e-07,3.999999999905412e-09,2.346355906857414e-06,7.19837885677654e-06,3.999999999905412e-09,5.69257863093957e-06,1.2552335215307988e-05,2.3762181340983212e-05,2.1754447706533917e-05,5.69257863093957e-06,2.225638111514624e-05,1.3054268623920312e-05,6.027200903347785e-06,79.0546875
-6.688445448164406e-06,-1.83642249824528e-06,-7.357689992980836e-06,-5.015334086123328e-06,-4.680711813715112e-06,-9.198112491226023e-06,-5.684578630939759e-06,-5.517267494735652e-06,-6.652445448165257e-07,-1.6331113620420237e-07,2.8482893154697376e-06,6.6964454481642165e-06,3.999999999905412e-09,5.3579563585313544e-06,1.2050401806695665e-05,2.3762181340983212e-05,2.125251429792159e-05,5.190645222327246e-06,2.0917892025513378e-05,5.69257863093957e-06,7.031067720572432e-06,79.05859375
-7.190378856776729e-06,-1.5018002258370645e-06,-7.525001129184945e-06,-5.182645222327435e-06,-4.5134006775110045e-06,-9.030801355021914e-06,-5.851889767143867e-06,-5.3499563585315436e-06,-9.998668172247413e-07,-3.3062227240831013e-07,2.346355906857414e-06,6.529134311960109e-06,1.713111362040132e-07,5.859889767143678e-06,1.1715779534287451e-05,2.2758314523758564e-05,2.14198254341257e-05,5.3579563585313544e-06,2.0415958616901052e-05,1.3388890896328527e-05,7.031067720572432e-06,79.0625
-7.525001129184945e-06,1.713111362040132e-07,-7.023067720572621e-06,-5.3499563585315436e-06,-4.680711813715112e-06,-8.194245674001375e-06,-5.015334086123328e-06,-5.182645222327435e-06,-1.3344890896329568e-06,-1.6331113620420237e-07,2.346355906857414e-06,7.19837885677654e-06,-3.3062227240831013e-07,5.69257863093957e-06,1.1715779534287451e-05,2.2423692251350347e-05,2.1754447706533917e-05,5.023334086123139e-06,1.991402520828873e-05,1.907746952726819e-05,6.027200903347785e-06,79.06640625
-5.3499563585315436e-06,1.8444224982450908e-06,-5.684578630939759e-06,-3.6768449964904654e-06,-3.844156132694573e-06,-8.696179082613699e-06,-4.178778405102789e-06,-4.346089541306897e-06,3.999999999905412e-09,-3.3062227240831013e-07,2.1790447706533066e-06,6.027200903347785e-06,1.713111362040132e-07,5.69257863093957e-06,1.2385024079103882e-05,2.2089069978942134e-05,2.1085203161717486e-05,5.190645222327246e-06,1.8240913846247652e-05,1.4727379985961389e-05,5.190645222327246e-06,79.0703125
-5.3499563585315436e-06,3.852156132694384e-06,-5.851889767143867e-06,-4.346089541306897e-06,-4.346089541306897e-06,-8.528867946409592e-06,-5.684578630939759e-06,-3.844156132694573e-06,-6.652445448165257e-07,3.999999999905412e-09,2.68097817926563e-06,6.1945120395518935e-06,-4.979334086124179e-07,5.190645222327246e-06,1.1381157261879234e-05,2.14198254341257e-05,2.0415958616901052e-05,4.186778405102599e-06,1.757166930143122e-05,1.2385024079103882e-05,5.859889767143678e-06,79.07421875
-5.182645222327435e-06,3.5175338602861686e-06,-6.35382317575619e-06,-4.346089541306897e-06,-4.0114672688986815e-06,-9.700045899838345e-06,-5.851889767143867e-06,-5.015334086123328e-06,-8.325556810206334e-07,-3.3062227240831013e-07,2.5136670430615223e-06,6.6964454481642165e-06,3.3862227240812094e-07,5.525267494735462e-06,1.1213846125675127e-05,2.1085203161717486e-05,2.008133634449284e-05,4.521400677510815e-06,1.7237047029023004e-05,2.0583269753105164e-05,7.19837885677654e-06,79.078125
-5.684578630939759e-06,3.852156132694384e-06,-6.019200903347974e-06,-4.346089541306897e-06,-4.0114672688986815e-06,-9.36542362743013e-06,-5.517267494735652e-06,-4.5134006775110045e-06,-8.325556810206334e-07,1.713111362040132e-07,2.1790447706533066e-06,6.361823175756001e-06,6.732445448163366e-07,5.859889767143678e-06,1.104653498947102e-05,2.0248647480696947e-05,2.0248647480696947e-05,4.354089541306708e-06,1.6735113620410682e-05,3.363353837702557e-05,7.19837885677654e-06,79.08203125
-5.3499563585315436e-06,4.019467268898492e-06,-6.35382317575619e-06,-4.680711813715112e-06,-3.6768449964904654e-06,-9.36542362743013e-06,-4.5134006775110045e-06,-4.84802294991922e-06,-1.167177953428849e-06,1.713111362040132e-07,2.346355906857414e-06,7.5330011291847556e-06,1.713111362040132e-07,5.190645222327246e-06,1.1381157261879234e-05,2.0917892025513378e-05,2.0917892025513378e-05,4.019467268898492e-06,1.606586907559425e-05,4.183178405102685e-05,6.863756584368324e-06,79.0859375
-4.84802294991922e-06,3.852156132694384e-06,-6.521134311960298e-06,-4.84802294991922e-06,-3.6768449964904654e-06,-9.532734763634238e-06,-3.844156132694573e-06,-4.346089541306897e-06,-1.5018002258370645e-06,-6.652445448165257e-07,2.011733634449199e-06,7.19837885677654e-06,-1.6331113620420237e-07,4.521400677510815e-06,1.2050401806695665e-05,2.0917892025513378e-05,2.14198254341257e-05,4.521400677510815e-06,1.640049134800247e-05,4.015867268898577e-05,6.6964454481642165e-06,79.08984375
-5.182645222327435e-06,4.019467268898492e-06,-6.186512039552083e-06,-4.178778405102789e-06,-3.34222272408225e-06,-1.0201979308450669e-05,-5.851889767143867e-06,-4.680711813715112e-06,-1.5018002258370645e-06,-8.325556810206334e-07,2.5136670430615223e-06,7.19837885677654e-06,-1.6331113620420237e-07,5.190645222327246e-06,1.1381157261879234e-05,2.0583269753105164e-05,2.075058088930927e-05,4.019467268898492e-06,1.690242475661479e-05,3.4302782921842e-05,6.863756584368324e-06,79.09375
-4.84802294991922e-06,3.6848449964902762e-06,-5.851889767143867e-06,-3.844156132694573e-06,-4.0114672688986815e-06,-9.700045899838345e-06,-6.186512039552083e-06,-5.3499563585315436e-06,-1.5018002258370645e-06,3.999999999905412e-09,2.68097817926563e-06,7.5330011291847556e-06,1.713111362040132e-07,5.3579563585313544e-06,1.1381157261879234e-05,2.125251429792159e-05,2.2423692251350347e-05,4.186778405102599e-06,1.7237047029023004e-05,3.41354717856379e-05,7.5330011291847556e-06,79.09765625
-4.84802294991922e-06,3.350222724082061e-06,-6.521134311960298e-06,-4.5134006775110045e-06,-3.5095338602863577e-06,-1.0369290444654776e-05,-6.019200903347974e-06,-5.3499563585315436e-06,-1.83642249824528e-06,-4.979334086124179e-07,2.1790447706533066e-06,6.863756584368324e-06,6.732445448163366e-07,4.856022949919031e-06,1.1715779534287451e-05,2.125251429792159e-05,2.14198254341257e-05,4.688711813714923e-06,1.8073602710043543e-05,3.7314383373515946e-05,8.03493453779708e-06,79.1015625
-5.182645222327435e-06,2.011733634449199e-06,-6.019200903347974e-06,-4.178778405102789e-06,-3.34222272408225e-06,-1.0201979308450669e-05,-5.517267494735652e-06,-4.178778405102789e-06,-1.5018002258370645e-06,-3.3062227240831013e-07,2.346355906857414e-06,7.365689992980647e-06,-1.6331113620420237e-07,5.190645222327246e-06,1.1715779534287451e-05,2.125251429792159e-05,2.2423692251350347e-05,4.186778405102599e-06,1.773898043763533e-05,3.346622724082146e-05,7.700312265388862e-06,79.10546875
-4.680711813715112e-06,2.1790447706533066e-06,-5.684578630939759e-06,-4.178778405102789e-06,-2.5056670430617114e-06,-9.36542362743013e-06,-5.851889767143867e-06,-4.5134006775110045e-06,-2.1710447706534957e-06,-4.979334086124179e-07,2.68097817926563e-06,8.03493453779708e-06,-1.6331113620420237e-07,4.856022949919031e-06,1.1715779534287451e-05,2.14198254341257e-05,2.2758314523758564e-05,4.186778405102599e-06,1.8073602710043543e-05,2.8112270882290012e-05,6.6964454481642165e-06,79.109375
-5.517267494735652e-06,1.1751779534286598e-06,-5.684578630939759e-06,-4.346089541306897e-06,-2.672978179265819e-06,-9.030801355021914e-06,-6.35382317575619e-06,-5.3499563585315436e-06,-1.83642249824528e-06,-8.325556810206334e-07,2.346355906857414e-06,8.202245674001186e-06,-4.979334086124179e-07,4.521400677510815e-06,1.1381157261879234e-05,2.0248647480696947e-05,2.225638111514624e-05,3.852156132694384e-06,1.7906291573839438e-05,3.145849360637217e-05,6.6964454481642165e-06,79.11328125
-6.35382317575619e-06,-3.3062227240831013e-07,-5.851889767143867e-06,-4.178778405102789e-06,-2.5056670430617114e-06,-8.696179082613699e-06,-5.851889767143867e-06,-5.182645222327435e-06,-2.003733634449388e-06,1.713111362040132e-07,2.68097817926563e-06,7.5330011291847556e-06,-9.998668172247413e-07,4.521400677510815e-06,1.0377290444654586e-05,2.0917892025513378e-05,2.2089069978942134e-05,3.350222724082061e-06,1.757166930143122e-05,3.179311587878038e-05,7.867623401592971e-06,79.1171875
-6.688445448164406e-06,-3.0076004516740344e-06,-6.019200903347974e-06,-4.0114672688986815e-06,-2.8402893154699267e-06,-9.030801355021914e-06,-6.688445448164406e-06,-5.3499563585315436e-06,-1.6691113620411723e-06,-1.6331113620420237e-07,2.68097817926563e-06,6.6964454481642165e-06,-1.6331113620420237e-07,4.688711813714923e-06,1.087922385326691e-05,2.0248647480696947e-05,2.14198254341257e-05,3.6848449964902762e-06,1.7237047029023004e-05,2.225638111514624e-05,8.369556810205295e-06,79.12109375
-8.026934537797268e-06,-6.019200903347974e-06,-6.521134311960298e-06,-5.015334086123328e-06,-2.672978179265819e-06,-9.030801355021914e-06,-5.3499563585315436e-06,-4.680711813715112e-06,-1.6691113620411723e-06,-3.3062227240831013e-07,2.8482893154697376e-06,8.202245674001186e-06,-6.652445448165257e-07,4.688711813714923e-06,1.1381157261879234e-05,2.0248647480696947e-05,2.2925625659962673e-05,4.186778405102599e-06,1.7906291573839438e-05,2.3427559068574995e-05,7.031067720572432e-06,79.125
-8.194245674001375e-06,-7.85962340159316e-06,-6.186512039552083e-06,-4.5134006775110045e-06,-1.6691113620411723e-06,-8.696179082613699e-06,-4.680711813715112e-06,-5.3499563585315436e-06,-1.3344890896329568e-06,-8.325556810206334e-07,2.68097817926563e-06,7.5330011291847556e-06,-1.6331113620420237e-07,5.190645222327246e-06,1.0711912717062803e-05,2.0415958616901052e-05,2.2591003387554452e-05,3.6848449964902762e-06,1.7404358165227116e-05,3.697976110110772e-05,5.69257863093957e-06,79.12890625
-9.532734763634238e-06,-1.1373157261879423e-05,-6.855756584368514e-06,-5.182645222327435e-06,-2.3383559068576033e-06,-8.528867946409592e-06,-5.517267494735652e-06,-5.517267494735652e-06,-1.3344890896329568e-06,-6.652445448165257e-07,2.5136670430615223e-06,7.031067720572432e-06,-1.6331113620420237e-07,4.521400677510815e-06,9.708045899838156e-06,2.0248647480696947e-05,2.225638111514624e-05,3.350222724082061e-06,1.640049134800247e-05,3.0120004516739304e-05,5.69257863093957e-06,79.1328125
-1.103853498947121e-05,-1.5221313394573902e-05,-7.357689992980836e-06,-5.3499563585315436e-06,-2.672978179265819e-06,-8.696179082613699e-06,-5.517267494735652e-06,-5.3499563585315436e-06,-1.167177953428849e-06,-4.979334086124179e-07,2.5136670430615223e-06,6.863756584368324e-06,-3.3062227240831013e-07,3.852156132694384e-06,1.0377290444654586e-05,1.991402520828873e-05,2.14198254341257e-05,3.1829115878779533e-06,1.5731246803186038e-05,1.3723513168736743e-05,6.529134311960109e-06,79.13671875
-1.1205846125675316e-05,-1.672711362041087e-05,-7.357689992980836e-06,-5.517267494735652e-06,-2.5056670430617114e-06,-8.026934537797268e-06,-5.3499563585315436e-06,-5.684578630939759e-06,-1.3344890896329568e-06,3.999999999905412e-09,2.68097817926563e-06,6.863756584368324e-06,3.999999999905412e-09,4.186778405102599e-06,1.0377290444654586e-05,2.008133634449284e-05,2.158713657032981e-05,3.5175338602861686e-06,1.556393566698193e-05,3.41354717856379e-05,6.6964454481642165e-06,79.140625
-1.237702407910407e-05,-2.0575269753105353e-05,-8.026934537797268e-06,-6.186512039552083e-06,-2.3383559068576033e-06,-8.863490218817806e-06,-6.019200903347974e-06,-5.517267494735652e-06,-2.5056670430617114e-06,-4.979334086124179e-07,1.6771113620409832e-06,6.027200903347785e-06,3.999999999905412e-09,4.019467268898492e-06,9.708045899838156e-06,1.857553611865587e-05,2.0248647480696947e-05,3.1829115878779533e-06,1.4392757713553175e-05,5.0866585406048666e-05,5.859889767143678e-06,79.14453125
