EEG Fp1-Ref,EEG Fp2-Ref,EEG F7-Ref,EEG F3-Ref,EEG Fz-Ref,EEG F4-Ref,EEG F8-Ref,EEG T3-Ref,EEG C3-Ref,EEG Cz-Ref,EEG C4-Ref,EEG T4-Ref,EEG T5-Ref,EEG P3-Ref,EEG Pz-Ref,EEG P4-Ref,EEG T6-Ref,EEG O1-Ref,EEG O2-Ref,ECG EKG,Resp Effort,time
6.20764315317239e-05,2.1790447706533066e-06,4.467607336649668e-05,-6.186512039552083e-06,-4.979334086124179e-07,4.9026162907803486e-05,6.826694357127588e-05,1.9746714072084625e-05,3.597589428388308e-05,2.978538224433109e-05,5.873020880764173e-05,7.111123288674571e-05,5.103389654225278e-05,4.752036268196652e-05,3.296429383220914e-05,6.174180925931568e-05,1.8240913846247652e-05,4.383951768547614e-05,4.0493294961393994e-05,2.928344883571877e-05,-0.0001785169823297831,39.0
6.40841651661732e-05,-1.167177953428849e-06,4.6516495864741866e-05,-5.182645222327435e-06,-1.6331113620420237e-07,4.5010695638904896e-05,5.588591949217191e-05,1.9412091799676405e-05,3.497202746665843e-05,2.8614204290902335e-05,5.605323062837601e-05,6.40841651661732e-05,4.9193474044007595e-05,4.584725131992544e-05,3.112387133396395e-05,5.923214221625406e-05,1.757166930143122e-05,4.3170273140659716e-05,3.86528724631488e-05,2.3427559068574995e-05,-0.00018554405005035562,39.00390625
6.425147630237729e-05,-7.357689992980836e-06,4.5178006775109004e-05,-4.5134006775110045e-06,3.999999999905412e-09,3.882018359935291e-05,5.8060964262825304e-05,1.907746952726819e-05,3.396816064943378e-05,2.7777648609881795e-05,5.4045496993926714e-05,6.592458766441836e-05,4.9360785180211697e-05,4.551262904751722e-05,3.112387133396395e-05,5.822827539902941e-05,1.6735113620410682e-05,4.467607336649668e-05,3.7314383373515946e-05,1.4560068849757282e-05,-0.00018738447254860083,39.0078125
6.525534311960194e-05,-1.2544335215308178e-05,4.584725131992544e-05,-2.5056670430617114e-06,3.999999999905412e-09,3.547396087527075e-05,6.291298721274442e-05,1.9412091799676405e-05,3.396816064943378e-05,2.6439159520248934e-05,5.320894131290618e-05,6.558996539201016e-05,4.952809631641581e-05,4.534531791131311e-05,3.112387133396395e-05,5.722440858180476e-05,1.7404358165227116e-05,4.367220654927204e-05,3.8150939054536475e-05,1.857553611865587e-05,-0.000183034383007294,39.01171875
6.609189880062247e-05,-1.170777953428764e-05,4.768767381817062e-05,8.405556810204443e-07,1.713111362040132e-07,3.162580474257628e-05,5.889751994384584e-05,2.2089069978942134e-05,3.4804716330454325e-05,2.6439159520248934e-05,5.187045222327332e-05,5.923214221625406e-05,4.952809631641581e-05,4.567994018372132e-05,3.0621937925351626e-05,5.6387852900784226e-05,1.640049134800247e-05,4.400682882168025e-05,3.7649005645924156e-05,3.162580474257628e-05,-0.00017968816028321184,39.015625
6.592458766441836e-05,-1.2711646351512286e-05,4.71857404095583e-05,1.5098002258368753e-06,6.732445448163366e-07,3.0789249061555735e-05,5.739171971800888e-05,1.9412091799676405e-05,3.246236042359681e-05,2.5435292703024287e-05,4.9695407452619914e-05,5.990138676107049e-05,4.785498495437473e-05,4.383951768547614e-05,2.8614204290902335e-05,5.421280813013083e-05,1.1213846125675127e-05,4.183178405102685e-05,3.580858314767897e-05,3.999136155278167e-05,-0.00018353631641590632,39.01953125
6.2243742667928e-05,-2.9275448835718958e-05,4.584725131992544e-05,-1.6331113620420237e-07,3.3862227240812094e-07,3.129118247016806e-05,5.0699274269844565e-05,1.857553611865587e-05,3.246236042359681e-05,2.5602603839228395e-05,4.9360785180211697e-05,5.5049363811151365e-05,4.71857404095583e-05,4.2333717459639174e-05,2.8614204290902335e-05,5.320894131290618e-05,5.190645222327246e-06,4.1664472914822746e-05,3.447009405804611e-05,3.7314383373515946e-05,-0.00019106531754509116,39.0234375
5.856289767143763e-05,-4.182378405102704e-05,4.30029620044556e-05,-1.3344890896329568e-06,-1.6331113620420237e-07,3.3800849513229674e-05,4.6516495864741866e-05,1.9579402935880516e-05,3.3800849513229674e-05,2.844689315469823e-05,5.187045222327332e-05,5.0866585406048666e-05,5.003002972502813e-05,4.467607336649668e-05,3.1960427014984494e-05,5.672247517319244e-05,8.536867946409403e-06,4.5178006775109004e-05,3.798362791833237e-05,2.9618071108126982e-05,-0.000193909606860561,39.02734375
5.9399453352458166e-05,-4.767967381817081e-05,4.3170273140659716e-05,-1.6691113620411723e-06,3.3862227240812094e-07,3.497202746665843e-05,3.982405041657755e-05,1.8910158391064086e-05,3.4302782921842e-05,2.8948826563310548e-05,5.287431904049796e-05,5.019734086123224e-05,5.0699274269844565e-05,4.5178006775109004e-05,3.246236042359681e-05,5.6555164036988335e-05,1.3054268623920312e-05,4.584725131992544e-05,3.7816316782128265e-05,2.526798156682018e-05,-0.00018972682845545832,39.03125
5.7893653126621196e-05,-5.5543297219763876e-05,4.367220654927204e-05,-2.1710447706534957e-06,3.3862227240812094e-07,3.4302782921842e-05,4.333758427686382e-05,1.8742847254859977e-05,3.5139338602862535e-05,2.9450759971922874e-05,5.3543563585314395e-05,5.4045496993926714e-05,5.019734086123224e-05,4.6349184728537764e-05,3.3298916104617355e-05,5.739171971800888e-05,1.1213846125675127e-05,4.701842927335419e-05,4.099522837000631e-05,2.5100670430616073e-05,-0.00018621329459517206,39.03515625
5.8060964262825304e-05,-5.771834199041728e-05,4.400682882168025e-05,-8.325556810206334e-07,3.999999999905412e-09,3.363353837702557e-05,4.0827917233802204e-05,1.8073602710043543e-05,3.5139338602862535e-05,2.9450759971922874e-05,5.270700790429386e-05,5.9064831080049955e-05,4.9193474044007595e-05,4.6349184728537764e-05,3.246236042359681e-05,5.672247517319244e-05,1.1715779534287451e-05,4.584725131992544e-05,3.982405041657755e-05,2.2591003387554452e-05,-0.00018922489504684598,39.0390625
6.023600903347871e-05,-5.755103085421317e-05,4.567994018372132e-05,1.8444224982450908e-06,-4.979334086124179e-07,3.2295049287392705e-05,3.7314383373515946e-05,1.7906291573839438e-05,3.4302782921842e-05,2.911613769951466e-05,5.2205074495681534e-05,5.421280813013083e-05,4.9360785180211697e-05,4.5010695638904896e-05,3.145849360637217e-05,5.622054176458012e-05,1.3388890896328527e-05,4.6516495864741866e-05,3.965673928037345e-05,1.7404358165227116e-05,-0.00019675389617603085,39.04296875
