EEG Fp1-REF,EEG Fp2-REF,EEG F3-REF,EEG F4-REF,EEG C3-REF,EEG C4-REF,EEG P3-REF,EEG P4-REF,EEG O1-REF,EEG O2-REF,EEG F7-REF,EEG F8-REF,EEG T3-REF,EEG T4-REF,EEG T5-REF,EEG T6-REF,EEG Fz-REF,EEG Cz-REF,EEG Pz-REF,ECG EKG-REF,Resp Effort-REF,time
-3.658606509598267e-06,8.395827417828716e-06,2.4449043397318507e-06,-1.3697899410994728e-06,-1.0646143986329673e-06,-1.674965483565979e-06,2.5974921109651035e-06,-1.937514694662332e-05,-4.726720908231038e-06,-1.0982819528794408e-05,-7.778476332896096e-06,-4.726720908231038e-06,-9.762117358928386e-06,-4.116369823298026e-06,-1.2050933927427179e-05,-4.26895759453128e-06,9.190266273993212e-07,-7.931064104129349e-06,-3.81119428083152e-06,1.2057933927426786e-05,1.6635567064424374e-05,3345.0
6.138510849328153e-07,4.428545365764139e-06,6.138510849328153e-07,1.5293777123323331e-06,9.190266273993212e-07,-3.0167554246670236e-07,4.886308679463898e-06,-1.4034574953459467e-05,-2.4379043397322436e-06,-5.642247535630556e-06,-4.26895759453128e-06,-3.658606509598267e-06,-5.794835306863808e-06,-3.3534309671317616e-06,-9.45694181646188e-06,-3.658606509598267e-06,4.612633136995624e-07,-3.963782052064773e-06,-1.21720216986622e-06,1.282087278359305e-05,-2.5783833338419944e-05,3345.00390625
3.97078205206438e-06,-3.3534309671317616e-06,-1.21720216986622e-06,-1.490877712334494e-07,3.3604309671313687e-06,3.0867554246630944e-07,1.834553254798839e-06,3.0552554246648627e-06,-7.473300790429591e-06,7.175125247962693e-06,3.0867554246630944e-07,-3.3534309671317616e-06,-2.4379043397322436e-06,-4.26895759453128e-06,-8.846590731528868e-06,-3.0167554246670236e-07,-4.542633136999553e-07,2.4449043397318507e-06,3.0552554246648627e-06,3.3267634128848944e-05,-4.104261046174524e-05,3345.0078125
7.664388561660683e-07,-7.320713019196338e-06,-1.0646143986329673e-06,-4.574133136997785e-06,2.5974921109651035e-06,-9.120266273997141e-07,-3.3534309671317616e-06,8.853590731528475e-06,-1.4492338267159225e-05,9.006178502761727e-06,-6.068510849332083e-07,-3.963782052064773e-06,-5.33707199316405e-06,-5.794835306863808e-06,-1.2508697241126939e-05,3.0867554246630944e-07,-1.0646143986329673e-06,2.4449043397318507e-06,2.7500798821983563e-06,4.349101480147689e-05,-9.304354045228626e-06,3345.01171875
-4.116369823298026e-06,-4.879308679464291e-06,-2.743079882198749e-06,-6.40518639179682e-06,-1.21720216986622e-06,-2.285316568498991e-06,-4.879308679464291e-06,-4.421545365764532e-06,-1.5102689352092238e-05,-2.4379043397322436e-06,-6.557774163030073e-06,-5.184484221930796e-06,-1.1593170613727421e-05,-6.710361934263327e-06,-1.6018215979491756e-05,-2.4379043397322436e-06,-4.542633136999553e-07,-4.116369823298026e-06,-2.132728797265738e-06,3.296245858638244e-05,2.3959780083620518e-05,3345.015625
-8.083651875362602e-06,1.2242021698658271e-06,-4.574133136997785e-06,-3.658606509598267e-06,-3.2008431958985084e-06,-2.4379043397322436e-06,-2.132728797265738e-06,-1.8917383632923563e-05,-9.609529587695131e-06,-1.2813872783593443e-05,-1.052505621509465e-05,-6.710361934263327e-06,-1.2966460554826697e-05,-6.710361934263327e-06,-1.6323391521958262e-05,-4.879308679464291e-06,9.190266273993212e-07,-9.45694181646188e-06,-5.489659764397302e-06,2.3349428998687505e-05,1.6025215979491365e-05,3345.01953125
-7.778476332896096e-06,2.139728797265345e-06,-1.980141026032485e-06,-1.21720216986622e-06,-1.0646143986329673e-06,-1.5223777123327258e-06,-1.490877712334494e-07,-1.4950101580858985e-05,-6.40518639179682e-06,-9.91470513016164e-06,-7.931064104129349e-06,-6.710361934263327e-06,-8.846590731528868e-06,-6.557774163030073e-06,-1.464492603839248e-05,-4.574133136997785e-06,1.0716143986325743e-06,-6.710361934263327e-06,-3.658606509598267e-06,3.052105424665039e-05,-1.9222559175390067e-05,3345.0234375
-1.490877712334494e-07,-5.031896450697544e-06,3.499999999803549e-09,-2.743079882198749e-06,1.5293777123323331e-06,3.499999999803549e-09,-2.132728797265738e-06,3.2078431958981155e-06,-1.0372468443861397e-05,2.139728797265345e-06,-3.3534309671317616e-06,-4.879308679464291e-06,-5.33707199316405e-06,-6.100010849330315e-06,-1.3729399410992963e-05,-1.674965483565979e-06,-1.490877712334494e-07,4.612633136995624e-07,9.190266273993212e-07,4.700053353984171e-05,-3.478651184118187e-05,3345.02734375
6.107010849329922e-06,-1.0372468443861397e-05,-2.5904921109654964e-06,-4.879308679464291e-06,1.2242021698658271e-06,-1.490877712334494e-07,-6.100010849330315e-06,1.175275838496028e-05,-1.6018215979491756e-05,7.175125247962693e-06,-2.8956676534320024e-06,-4.116369823298026e-06,-7.015537476729832e-06,-6.100010849330315e-06,-1.464492603839248e-05,7.664388561660683e-07,-1.3697899410994728e-06,2.9026676534316095e-06,2.139728797265345e-06,5.310404438917183e-05,-9.91470513016164e-06,3345.03125
1.37678994109908e-06,-7.931064104129349e-06,-3.81119428083152e-06,-4.26895759453128e-06,-1.8275532547992318e-06,-1.8275532547992318e-06,-6.862949705496579e-06,-1.490877712334494e-07,-1.617080375072501e-05,-2.743079882198749e-06,-6.862949705496579e-06,-5.642247535630556e-06,-1.1593170613727421e-05,-6.862949705496579e-06,-1.708633037812453e-05,-1.0646143986329673e-06,-6.068510849332083e-07,-1.980141026032485e-06,-2.132728797265738e-06,3.6777152867213764e-05,2.518048225348654e-05,3345.03515625
-4.726720908231038e-06,-3.963782052064773e-06,-3.0482554246652556e-06,-2.743079882198749e-06,-4.116369823298026e-06,-2.8956676534320024e-06,-3.658606509598267e-06,-1.7238918149357778e-05,-1.1440582842494168e-05,-1.464492603839248e-05,-1.052505621509465e-05,-7.168125247963085e-06,-1.3881987182226214e-05,-6.710361934263327e-06,-1.8917383632923563e-05,-5.031896450697544e-06,7.664388561660683e-07,-7.168125247963085e-06,-6.862949705496579e-06,6.259598620563174e-06,2.5027894482253287e-05,3345.0390625
-2.285316568498991e-06,-3.3534309671317616e-06,-4.26895759453128e-06,-1.8275532547992318e-06,-3.3534309671317616e-06,-2.4379043397322436e-06,-1.5223777123327258e-06,-1.769668146305754e-05,-8.846590731528868e-06,-1.2508697241126939e-05,-1.0219880672628144e-05,-6.862949705496579e-06,-1.2508697241126939e-05,-5.489659764397302e-06,-1.8154444776757297e-05,-5.489659764397302e-06,1.0716143986325743e-06,-6.100010849330315e-06,-6.252598620563567e-06,-1.2813872783593443e-05,-1.3424223868526456e-05,3345.04296875
2.292316568498598e-06,-5.33707199316405e-06,-5.794835306863808e-06,-3.0482554246652556e-06,-9.120266273997141e-07,-1.8275532547992318e-06,-3.3534309671317616e-06,-1.21720216986622e-06,-1.2356109469893686e-05,-3.0167554246670236e-07,-7.320713019196338e-06,-6.100010849330315e-06,-1.052505621509465e-05,-4.879308679464291e-06,-1.6781154835658022e-05,-2.132728797265738e-06,-1.490877712334494e-07,-4.542633136999553e-07,-9.120266273997141e-07,-5.184484221930796e-06,-4.104261046174524e-05,3345.046875
4.886308679463898e-06,-6.557774163030073e-06,-5.031896450697544e-06,-6.557774163030073e-06,-6.068510849332083e-07,-2.8956676534320024e-06,-6.557774163030073e-06,1.0379468443861004e-05,-1.876479586169031e-05,5.649247535630163e-06,-5.184484221930796e-06,-6.40518639179682e-06,-1.0982819528794408e-05,-7.320713019196338e-06,-1.784926923429079e-05,3.499999999803549e-09,-1.21720216986622e-06,1.834553254798839e-06,1.6819654835655861e-06,9.769117358927993e-06,-2.0595849116489342e-05,3345.05078125
5.496659764396909e-06,-2.743079882198749e-06,-2.4379043397322436e-06,-6.557774163030073e-06,-2.4379043397322436e-06,-3.658606509598267e-06,-6.40518639179682e-06,2.139728797265345e-06,-1.9680322489089826e-05,-1.0646143986329673e-06,-5.947423078097062e-06,-6.862949705496579e-06,-1.2966460554826697e-05,-9.609529587695131e-06,-1.937514694662332e-05,-9.120266273997141e-07,-6.068510849332083e-07,-2.5904921109654964e-06,-9.120266273997141e-07,6.869949705496186e-06,1.8466620319223413e-05,3345.0546875
7.664388561660683e-07,2.5974921109651035e-06,-1.3697899410994728e-06,-1.980141026032485e-06,-3.3534309671317616e-06,-2.743079882198749e-06,-2.5904921109654964e-06,-1.4339750495925974e-05,-1.2813872783593443e-05,-1.0372468443861397e-05,-7.931064104129349e-06,-6.252598620563567e-06,-1.3424223868526456e-05,-7.6258885616628435e-06,-1.8001857005524044e-05,-2.5904921109654964e-06,6.138510849328153e-07,-7.473300790429591e-06,-4.116369823298026e-06,2.5974921109651035e-06,2.5943421109652806e-05,3345.05859375
-4.26895759453128e-06,3.3604309671313687e-06,-2.5904921109654964e-06,6.138510849328153e-07,-1.8275532547992318e-06,-1.674965483565979e-06,4.612633136995624e-07,-1.708633037812453e-05,-7.320713019196338e-06,-1.0372468443861397e-05,-8.541415189062362e-06,-5.794835306863808e-06,-1.1135407300027661e-05,-4.574133136997785e-06,-1.5407864894558743e-05,-3.5060187383650144e-06,1.0716143986325743e-06,-6.710361934263327e-06,-3.81119428083152e-06,2.3044253456221e-05,-2.4379043397322436e-06,3345.0625
-3.658606509598267e-06,-1.21720216986622e-06,-2.285316568498991e-06,-1.980141026032485e-06,6.138510849328153e-07,-1.8275532547992318e-06,-7.594388561664611e-07,-2.132728797265738e-06,-1.0677643986327902e-05,-6.068510849332083e-07,-6.40518639179682e-06,-5.947423078097062e-06,-7.6258885616628435e-06,-4.879308679464291e-06,-1.418716272469272e-05,-2.4379043397322436e-06,-1.490877712334494e-07,-1.0646143986329673e-06,-1.490877712334494e-07,5.325663216040508e-05,-2.7309711050752473e-05,3345.06640625
-1.3697899410994728e-06,-7.778476332896096e-06,-6.068510849332083e-07,-5.642247535630556e-06,1.2242021698658271e-06,-2.5904921109654964e-06,-4.879308679464291e-06,1.0379468443861004e-05,-1.8154444776757297e-05,7.785476332895703e-06,-4.726720908231038e-06,-6.252598620563567e-06,-7.320713019196338e-06,-7.168125247963085e-06,-1.6323391521958262e-05,-6.068510849332083e-07,-1.0646143986329673e-06,2.4449043397318507e-06,1.6819654835655861e-06,6.332742506179978e-05,-1.571304043702525e-05,3345.0703125
-4.116369823298026e-06,-1.006729290139489e-05,-2.8956676534320024e-06,-7.015537476729832e-06,-1.5223777123327258e-06,-3.81119428083152e-06,-7.778476332896096e-06,3.3604309671313687e-06,-2.0748436887722595e-05,2.292316568498598e-06,-7.015537476729832e-06,-7.320713019196338e-06,-1.2203521698660432e-05,-8.083651875362602e-06,-1.9832910260323083e-05,-1.8275532547992318e-06,-6.068510849332083e-07,-1.5223777123327258e-06,-1.21720216986622e-06,5.539286095767062e-05,1.6177803750724618e-05,3345.07421875
-8.388827417829109e-06,-6.40518639179682e-06,-7.6258885616628435e-06,-5.184484221930796e-06,-4.421545365764532e-06,-4.574133136997785e-06,-5.947423078097062e-06,-1.4339750495925974e-05,-1.571304043702525e-05,-1.0677643986327902e-05,-1.1440582842494168e-05,-8.388827417829109e-06,-1.6933742606891275e-05,-7.320713019196338e-06,-2.0901024658955852e-05,-5.489659764397302e-06,4.612633136995624e-07,-7.778476332896096e-06,-6.252598620563567e-06,4.440654142887641e-05,2.4570131168553528e-05,3345.078125
-5.33707199316405e-06,-5.489659764397302e-06,-6.557774163030073e-06,-2.8956676534320024e-06,-3.81119428083152e-06,-4.116369823298026e-06,-2.132728797265738e-06,-2.0138085802789586e-05,-9.91470513016164e-06,-1.357681163975971e-05,-1.1745758384960673e-05,-7.931064104129349e-06,-1.5865628208258503e-05,-6.710361934263327e-06,-1.830703254799055e-05,-7.168125247963085e-06,1.2242021698658271e-06,-8.388827417829109e-06,-7.015537476729832e-06,3.784526726584653e-05,-3.81119428083152e-06,3345.08203125
1.5293777123323331e-06,-7.931064104129349e-06,-1.5223777123327258e-06,-3.658606509598267e-06,-6.068510849332083e-07,-3.0482554246652556e-06,-1.980141026032485e-06,-7.931064104129349e-06,-1.1135407300027661e-05,-3.5060187383650144e-06,-6.710361934263327e-06,-6.252598620563567e-06,-1.0677643986327902e-05,-6.557774163030073e-06,-1.5865628208258503e-05,-4.879308679464291e-06,6.138510849328153e-07,-2.743079882198749e-06,-2.8956676534320024e-06,4.700053353984171e-05,-3.234510750144982e-05,3345.0859375
3.499999999803549e-09,-4.574133136997785e-06,-1.5223777123327258e-06,-5.947423078097062e-06,3.0867554246630944e-07,-3.3534309671317616e-06,-5.031896450697544e-06,2.9026676534316095e-06,-1.7238918149357778e-05,3.5130187383646215e-06,-4.574133136997785e-06,-5.794835306863808e-06,-9.151766273995373e-06,-6.862949705496579e-06,-1.708633037812453e-05,-2.132728797265738e-06,-6.068510849332083e-07,7.664388561660683e-07,-6.068510849332083e-07,6.19541351207005e-05,-2.1358787972655608e-05,3345.08984375
-5.489659764397302e-06,-1.490877712334494e-07,-5.184484221930796e-06,-6.557774163030073e-06,-9.120266273997141e-07,-3.963782052064773e-06,-6.100010849330315e-06,-6.068510849332083e-07,-1.876479586169031e-05,-6.068510849332083e-07,-8.388827417829109e-06,-7.168125247963085e-06,-1.2661285012360192e-05,-7.168125247963085e-06,-1.937514694662332e-05,-2.285316568498991e-06,-9.120266273997141e-07,-9.120266273997141e-07,-2.132728797265738e-06,5.951273078096845e-05,1.0837231757560764e-05,3345.09375
-2.8956676534320024e-06,-3.0482554246652556e-06,-4.574133136997785e-06,-6.557774163030073e-06,-1.0646143986329673e-06,-3.658606509598267e-06,-3.963782052064773e-06,-6.557774163030073e-06,-1.5560452665791996e-05,-4.574133136997785e-06,-9.91470513016164e-06,-7.6258885616628435e-06,-1.3881987182226214e-05,-6.862949705496579e-06,-1.876479586169031e-05,-3.2008431958985084e-06,3.499999999803549e-09,-2.285316568498991e-06,-3.658606509598267e-06,5.173075444807255e-05,1.892438363292317e-05,3345.09765625
4.428545365764139e-06,-6.862949705496579e-06,-1.8275532547992318e-06,-5.794835306863808e-06,-4.542633136999553e-07,-2.743079882198749e-06,-3.2008431958985084e-06,-5.642247535630556e-06,-1.464492603839248e-05,-1.3697899410994728e-06,-7.320713019196338e-06,-6.40518639179682e-06,-1.1593170613727421e-05,-5.33707199316405e-06,-1.7544093691824285e-05,-2.743079882198749e-06,3.0867554246630944e-07,-1.0646143986329673e-06,-2.8956676534320024e-06,5.5087685415204116e-05,-2.5904921109654964e-06,3345.1015625
6.4121863917964275e-06,-7.015537476729832e-06,-2.132728797265738e-06,-4.116369823298026e-06,-4.542633136999553e-07,-2.132728797265738e-06,-3.963782052064773e-06,-3.963782052064773e-06,-1.5865628208258503e-05,1.834553254798839e-06,-6.100010849330315e-06,-5.184484221930796e-06,-1.0219880672628144e-05,-3.0482554246652556e-06,-1.7544093691824285e-05,-1.5223777123327258e-06,1.560877712330565e-07,-7.594388561664611e-07,-2.4379043397322436e-06,5.7681677526169424e-05,-2.0901024658955852e-05,3345.10546875
2.5974921109651035e-06,-5.489659764397302e-06,-4.26895759453128e-06,-3.3534309671317616e-06,-3.0167554246670236e-07,-1.674965483565979e-06,-4.116369823298026e-06,-4.574133136997785e-06,-1.6018215979491756e-05,1.0716143986325743e-06,-6.710361934263327e-06,-5.031896450697544e-06,-9.45694181646188e-06,-2.5904921109654964e-06,-1.784926923429079e-05,-1.21720216986622e-06,1.560877712330565e-07,-1.674965483565979e-06,-2.5904921109654964e-06,5.5087685415204116e-05,-1.2966460554826697e-05,3345.109375
