EEG Fp1-Ref,EEG Fp2-Ref,EEG F3-Ref,EEG F4-Ref,EEG F7-Ref,EEG F8-Ref,EEG Fz-Ref,EEG C3-Ref,EEG C4-Ref,EEG Cz-Ref,EEG T3-Ref,EEG T5-Ref,EEG T4-Ref,EEG T6-Ref,EEG P3-Ref,EEG P4-Ref,EEG Pz-Ref,EEG O1-Ref,EEG O2-Ref,ECG EKG,Resp Effort,time
3.999999999905412e-09,9.206112491225834e-06,-5.182645222327435e-06,9.875357036042264e-06,2.1790447706533066e-06,9.206112491225834e-06,8.871490218817617e-06,5.3579563585313544e-06,7.5330011291847556e-06,9.708045899838156e-06,-6.652445448165257e-07,4.688711813714923e-06,1.606586907559425e-05,2.443142588579964e-05,6.863756584368324e-06,1.5062002258369606e-05,1.1715779534287451e-05,1.92447806634723e-05,1.2552335215307988e-05,2.0248647480696947e-05,-1.7229047029023193e-05,322.0
5.059334086122288e-07,9.206112491225834e-06,-4.84802294991922e-06,1.0042668172246373e-05,1.3424890896327677e-06,8.871490218817617e-06,8.369556810205295e-06,5.525267494735462e-06,7.700312265388862e-06,8.871490218817617e-06,2.011733634449199e-06,4.521400677510815e-06,1.9412091799676405e-05,2.57699149754325e-05,7.19837885677654e-06,1.5229313394573712e-05,1.2217712942899773e-05,1.8073602710043543e-05,1.2552335215307988e-05,2.2423692251350347e-05,-1.0536601580858886e-05,322.00390625
3.6848449964902762e-06,1.020997930845048e-05,-2.1710447706534957e-06,1.2050401806695665e-05,3.852156132694384e-06,1.020997930845048e-05,9.708045899838156e-06,7.867623401592971e-06,8.871490218817617e-06,1.1381157261879234e-05,3.3862227240812094e-07,1.087922385326691e-05,1.757166930143122e-05,2.5937226111636612e-05,9.206112491225834e-06,1.7237047029023004e-05,1.4058135441144958e-05,2.0248647480696947e-05,1.4894691122165499e-05,1.5229313394573712e-05,-2.672978179265819e-06,322.0078125
2.8482893154697376e-06,7.5330011291847556e-06,-2.672978179265819e-06,1.154846839808334e-05,5.023334086123139e-06,9.708045899838156e-06,1.0042668172246373e-05,7.700312265388862e-06,8.202245674001186e-06,1.1381157261879234e-05,2.5136670430615223e-06,6.6964454481642165e-06,1.4058135441144958e-05,2.3762181340983212e-05,9.206112491225834e-06,1.556393566698193e-05,1.4560068849757282e-05,2.125251429792159e-05,1.4058135441144958e-05,1.0042668172246373e-05,3.852156132694384e-06,322.01171875
2.8482893154697376e-06,1.1213846125675127e-05,-1.83642249824528e-06,1.322157976012442e-05,6.6964454481642165e-06,1.1381157261879234e-05,1.2217712942899773e-05,9.038801355021725e-06,1.0377290444654586e-05,1.2217712942899773e-05,3.6848449964902762e-06,4.856022949919031e-06,1.8408224982451764e-05,2.4598737022003748e-05,1.0544601580858697e-05,1.6735113620410682e-05,1.5731246803186038e-05,2.2423692251350347e-05,1.4894691122165499e-05,1.8073602710043543e-05,7.365689992980647e-06,322.015625
3.852156132694384e-06,6.863756584368324e-06,-2.1710447706534957e-06,1.3054268623920312e-05,3.852156132694384e-06,1.2552335215307988e-05,1.2385024079103882e-05,8.871490218817617e-06,1.0377290444654586e-05,1.322157976012442e-05,2.8482893154697376e-06,1.1715779534287451e-05,1.857553611865587e-05,2.6606470656453043e-05,1.020997930845048e-05,1.7906291573839438e-05,1.623318021179836e-05,2.3929492477187317e-05,1.556393566698193e-05,3.296429383220914e-05,6.863756584368324e-06,322.01953125
6.863756584368324e-06,4.688711813714923e-06,-1.5018002258370645e-06,1.322157976012442e-05,7.19837885677654e-06,1.2552335215307988e-05,1.3054268623920312e-05,9.540734763634049e-06,1.0711912717062803e-05,1.3723513168736743e-05,6.863756584368324e-06,9.708045899838156e-06,1.7906291573839438e-05,2.5435292703024287e-05,1.020997930845048e-05,1.7404358165227116e-05,1.640049134800247e-05,2.2089069978942134e-05,1.4058135441144958e-05,4.015867268898577e-05,2.68097817926563e-06,322.0234375
9.038801355021725e-06,1.2552335215307988e-05,3.3862227240812094e-07,1.3723513168736743e-05,1.1213846125675127e-05,1.3054268623920312e-05,1.2886957487716204e-05,1.1213846125675127e-05,1.1213846125675127e-05,1.3723513168736743e-05,7.700312265388862e-06,1.1213846125675127e-05,2.1085203161717486e-05,2.7275715201269473e-05,1.1381157261879234e-05,1.857553611865587e-05,1.6735113620410682e-05,2.2591003387554452e-05,1.4560068849757282e-05,3.497202746665843e-05,-4.346089541306897e-06,322.02734375
8.871490218817617e-06,1.4392757713553175e-05,6.732445448163366e-07,1.3054268623920312e-05,7.867623401592971e-06,1.154846839808334e-05,1.322157976012442e-05,1.154846839808334e-05,1.087922385326691e-05,1.4058135441144958e-05,1.3556202032532636e-05,1.2552335215307988e-05,1.8240913846247652e-05,2.6773781792657148e-05,1.2552335215307988e-05,1.7906291573839438e-05,1.773898043763533e-05,2.4766048158207856e-05,1.5731246803186038e-05,2.526798156682018e-05,-1.2042401806695854e-05,322.03125
6.6964454481642165e-06,1.5229313394573712e-05,8.405556810204443e-07,1.4727379985961389e-05,1.020997930845048e-05,1.3890824304940851e-05,1.5229313394573712e-05,1.2886957487716204e-05,1.2719646351512097e-05,1.5062002258369606e-05,1.4392757713553175e-05,1.3556202032532636e-05,1.991402520828873e-05,2.7443026337473582e-05,1.4225446577349067e-05,1.9746714072084625e-05,1.9412091799676405e-05,2.610453724784072e-05,1.70697358928189e-05,2.0583269753105164e-05,-1.823291384624784e-05,322.03515625
5.023334086123139e-06,1.3890824304940851e-05,-8.325556810206334e-07,1.3890824304940851e-05,6.1945120395518935e-06,1.3388890896328527e-05,1.4392757713553175e-05,1.0711912717062803e-05,1.2050401806695665e-05,1.4560068849757282e-05,4.186778405102599e-06,1.1715779534287451e-05,2.2089069978942134e-05,2.8781515427106443e-05,1.1715779534287451e-05,1.9579402935880516e-05,1.773898043763533e-05,2.610453724784072e-05,1.606586907559425e-05,1.8910158391064086e-05,-2.124451429792178e-05,322.0390625
