EEG Fp1-REF,EEG Fp2-REF,EEG F3-REF,EEG F4-REF,EEG C3-REF,EEG C4-REF,EEG P3-REF,EEG P4-REF,EEG O1-REF,EEG O2-REF,EEG F7-REF,EEG F8-REF,EEG T3-REF,EEG T4-REF,EEG T5-REF,EEG T6-REF,EEG Fz-REF,EEG Cz-REF,EEG Pz-REF,ECG EKG-REF,Resp Effort-REF,time
-3.020887870418428e-05,-1.5865628208258503e-05,-4.394177811517704e-05,-1.662856706442477e-05,-1.784926923429079e-05,-1.8275532547992318e-06,-2.0138085802789586e-05,-3.3534309671317616e-06,5.8018353068634155e-06,4.581133136997392e-06,-2.9903703161717774e-05,-1.8275532547992318e-06,-1.8459620319223804e-05,-4.542633136999553e-07,-1.4492338267159225e-05,1.560877712330565e-07,-2.2732077913754884e-05,8.395827417828716e-06,-3.0482554246652556e-06,-5.642247535630556e-06,4.886308679463898e-06,1885.0
-3.14295808740503e-05,-1.769668146305754e-05,-4.2110724860378015e-05,-1.769668146305754e-05,-1.8001857005524044e-05,-3.3534309671317616e-06,-2.1206200201422358e-05,-4.421545365764532e-06,5.038896450697151e-06,3.3604309671313687e-06,-3.097181756035055e-05,-4.116369823298026e-06,-1.9985498031556333e-05,-2.5904921109654964e-06,-1.4950101580858985e-05,-1.8275532547992318e-06,-2.3037253456221393e-05,7.785476332895703e-06,-3.81119428083152e-06,-5.031896450697544e-06,5.1914842219304035e-06,1885.00390625
-2.7920062135685486e-05,-1.7238918149357778e-05,-3.905896943571295e-05,-1.708633037812453e-05,-1.662856706442477e-05,-2.5904921109654964e-06,-2.029067357402284e-05,-3.2008431958985084e-06,5.954423078096669e-06,4.581133136997392e-06,-3.0514054246650784e-05,-3.81119428083152e-06,-1.9069971404156817e-05,-2.132728797265738e-06,-1.418716272469272e-05,-9.120266273997141e-07,-2.242690237128838e-05,8.243239646595463e-06,-2.743079882198749e-06,-4.26895759453128e-06,4.886308679463898e-06,1885.0078125
-2.4257955626087416e-05,-1.617080375072501e-05,-3.692274063844741e-05,-1.617080375072501e-05,-1.571304043702525e-05,-2.285316568498991e-06,-1.9527734717856573e-05,-2.743079882198749e-06,7.175125247962693e-06,5.649247535630163e-06,-2.959852761925127e-05,-3.3534309671317616e-06,-1.784926923429079e-05,-1.5223777123327258e-06,-1.2508697241126939e-05,-1.490877712334494e-07,-2.0748436887722595e-05,8.09065187536221e-06,-1.5223777123327258e-06,-3.3534309671317616e-06,5.1914842219304035e-06,1885.01171875
-2.410536785485416e-05,-1.617080375072501e-05,-3.646497732474765e-05,-1.6018215979491756e-05,-1.571304043702525e-05,-3.3534309671317616e-06,-2.0138085802789586e-05,-3.5060187383650144e-06,7.632888561662451e-06,5.954423078096669e-06,-2.8835588763085005e-05,-3.5060187383650144e-06,-1.784926923429079e-05,-1.8275532547992318e-06,-1.0830231757561157e-05,-6.068510849332083e-07,-1.9527734717856573e-05,7.632888561662451e-06,-1.8275532547992318e-06,-2.5904921109654964e-06,5.496659764396909e-06,1885.015625
-2.7309711050752473e-05,-1.6475979293191512e-05,-3.585462623981464e-05,-1.6018215979491756e-05,-1.5407864894558743e-05,-3.963782052064773e-06,-2.0443261345256092e-05,-3.658606509598267e-06,8.09065187536221e-06,6.107010849329922e-06,-2.8377825449385242e-05,-3.2008431958985084e-06,-1.8001857005524044e-05,-2.132728797265738e-06,-9.91470513016164e-06,-1.0646143986329673e-06,-1.9222559175390067e-05,7.938064104128956e-06,-1.980141026032485e-06,-2.285316568498991e-06,5.038896450697151e-06,1885.01953125
-2.8683000991851752e-05,-1.5865628208258503e-05,-3.478651184118187e-05,-1.571304043702525e-05,-1.4950101580858985e-05,-3.5060187383650144e-06,-1.9832910260323083e-05,-3.2008431958985084e-06,8.853590731528475e-06,6.869949705496186e-06,-2.8683000991851752e-05,-2.285316568498991e-06,-1.769668146305754e-05,-1.8275532547992318e-06,-1.006729290139489e-05,-6.068510849332083e-07,-1.876479586169031e-05,8.548415189061969e-06,-1.0646143986329673e-06,-1.8275532547992318e-06,4.581133136997392e-06,1885.0234375
-2.502089448225368e-05,-1.4492338267159225e-05,-3.37183974425491e-05,-1.5407864894558743e-05,-1.418716272469272e-05,-3.0482554246652556e-06,-1.8001857005524044e-05,-2.5904921109654964e-06,9.921705130161246e-06,8.395827417828716e-06,-2.914076430555151e-05,-1.980141026032485e-06,-1.7238918149357778e-05,-1.21720216986622e-06,-9.91470513016164e-06,1.560877712330565e-07,-1.8001857005524044e-05,8.09065187536221e-06,3.0867554246630944e-07,-1.0646143986329673e-06,5.038896450697151e-06,1885.02734375
-2.1358787972655608e-05,-1.4339750495925974e-05,-3.3260634128849335e-05,-1.5560452665791996e-05,-1.4034574953459467e-05,-3.658606509598267e-06,-1.617080375072501e-05,-2.4379043397322436e-06,1.0684643986327509e-05,9.463941816461487e-06,-2.929335207678476e-05,-2.743079882198749e-06,-1.7238918149357778e-05,-1.21720216986622e-06,-9.609529587695131e-06,1.560877712330565e-07,-1.784926923429079e-05,7.632888561662451e-06,1.5293777123323331e-06,-3.0167554246670236e-07,5.344071993163657e-06,1885.03125
-2.2732077913754884e-05,-1.5407864894558743e-05,-3.356580967131585e-05,-1.6781154835658022e-05,-1.4950101580858985e-05,-4.726720908231038e-06,-1.5407864894558743e-05,-2.8956676534320024e-06,1.0532056215094257e-05,9.311354045228233e-06,-2.8988176534318255e-05,-3.81119428083152e-06,-1.784926923429079e-05,-2.285316568498991e-06,-9.609529587695131e-06,-7.594388561664611e-07,-1.830703254799055e-05,7.785476332895703e-06,1.987141026032092e-06,6.138510849328153e-07,5.344071993163657e-06,1885.03515625
-2.6699359965819464e-05,-1.5865628208258503e-05,-3.34132219000826e-05,-1.6933742606891275e-05,-1.5560452665791996e-05,-4.879308679464291e-06,-1.5102689352092238e-05,-2.743079882198749e-06,1.0989819528794015e-05,9.15876627399498e-06,-2.8835588763085005e-05,-3.963782052064773e-06,-1.8459620319223804e-05,-3.0482554246652556e-06,-9.609529587695131e-06,-1.0646143986329673e-06,-1.8459620319223804e-05,8.09065187536221e-06,3.0552554246648627e-06,1.5293777123323331e-06,5.496659764396909e-06,1885.0390625
-2.7920062135685486e-05,-1.5560452665791996e-05,-3.265028304391633e-05,-1.617080375072501e-05,-1.4797513809625734e-05,-5.031896450697544e-06,-1.464492603839248e-05,-1.8275532547992318e-06,1.2057933927426786e-05,9.921705130161246e-06,-2.8835588763085005e-05,-3.5060187383650144e-06,-1.830703254799055e-05,-3.2008431958985084e-06,-8.99917850276212e-06,-6.068510849332083e-07,-1.876479586169031e-05,8.09065187536221e-06,4.733720908230645e-06,2.292316568498598e-06,5.344071993163657e-06,1885.04296875
-2.62415966521197e-05,-1.5102689352092238e-05,-3.2192519730216566e-05,-1.5865628208258503e-05,-1.3424223868526456e-05,-5.184484221930796e-06,-1.3729399410992963e-05,-1.0646143986329673e-06,1.2973460554826304e-05,1.0837231757560764e-05,-2.85304132206185e-05,-2.8956676534320024e-06,-1.7544093691824285e-05,-2.743079882198749e-06,-8.236239646595856e-06,-1.490877712334494e-07,-1.9527734717856573e-05,7.785476332895703e-06,6.4121863917964275e-06,2.7500798821983563e-06,5.1914842219304035e-06,1885.046875
-2.3800192312387656e-05,-1.464492603839248e-05,-3.265028304391633e-05,-1.5865628208258503e-05,-1.2508697241126939e-05,-5.031896450697544e-06,-1.2203521698660432e-05,-4.542633136999553e-07,1.3431223868526063e-05,1.1600170613727028e-05,-2.8225237678151993e-05,-2.4379043397322436e-06,-1.662856706442477e-05,-2.132728797265738e-06,-7.015537476729832e-06,3.499999999803549e-09,-2.0443261345256092e-05,7.938064104128956e-06,7.480300790429198e-06,3.6656065095978743e-06,5.1914842219304035e-06,1885.05078125
-2.349501676992115e-05,-1.5407864894558743e-05,-3.4023572985015604e-05,-1.662856706442477e-05,-1.2966460554826697e-05,-5.642247535630556e-06,-1.0982819528794408e-05,-1.3697899410994728e-06,1.3583811639759317e-05,1.1600170613727028e-05,-2.8377825449385242e-05,-3.0482554246652556e-06,-1.6018215979491756e-05,-3.2008431958985084e-06,-6.100010849330315e-06,-1.0646143986329673e-06,-2.1358787972655608e-05,8.243239646595463e-06,7.480300790429198e-06,5.1914842219304035e-06,5.344071993163657e-06,1885.0546875
-2.807264990691874e-05,-1.6781154835658022e-05,-3.5549450697348137e-05,-1.784926923429079e-05,-1.4034574953459467e-05,-7.015537476729832e-06,-1.0677643986327902e-05,-2.743079882198749e-06,1.3888987182225821e-05,1.1142407300027269e-05,-2.8225237678151993e-05,-4.116369823298026e-06,-1.571304043702525e-05,-4.726720908231038e-06,-5.33707199316405e-06,-2.4379043397322436e-06,-2.2732077913754884e-05,7.938064104128956e-06,7.175125247962693e-06,6.107010849329922e-06,5.344071993163657e-06,1885.05859375
-3.3260634128849335e-05,-1.6933742606891275e-05,-3.585462623981464e-05,-1.8154444776757297e-05,-1.418716272469272e-05,-7.168125247963085e-06,-1.0677643986327902e-05,-2.743079882198749e-06,1.4957101580858592e-05,1.175275838496028e-05,-2.6699359965819464e-05,-3.81119428083152e-06,-1.4797513809625734e-05,-4.574133136997785e-06,-3.963782052064773e-06,-2.5904921109654964e-06,-2.3037253456221393e-05,7.480300790429198e-06,7.938064104128956e-06,6.717361934262934e-06,5.496659764396909e-06,1885.0625
-3.14295808740503e-05,-1.6475979293191512e-05,-3.493909961241512e-05,-1.7238918149357778e-05,-1.357681163975971e-05,-6.40518639179682e-06,-1.006729290139489e-05,-1.5223777123327258e-06,1.633039152195787e-05,1.3431223868526063e-05,-2.502089448225368e-05,-3.2008431958985084e-06,-1.3271636097293203e-05,-3.5060187383650144e-06,-2.8956676534320024e-06,-1.5223777123327258e-06,-2.2579490142521634e-05,7.632888561662451e-06,9.311354045228233e-06,7.175125247962693e-06,5.649247535630163e-06,1885.06640625
-2.502089448225368e-05,-1.6323391521958262e-05,-3.3870985213782355e-05,-1.662856706442477e-05,-1.3271636097293203e-05,-6.100010849330315e-06,-9.304354045228626e-06,-7.594388561664611e-07,1.739850592059064e-05,1.480451380962534e-05,-2.410536785485416e-05,-2.743079882198749e-06,-1.1898346156193926e-05,-3.0482554246652556e-06,-1.8275532547992318e-06,-6.068510849332083e-07,-2.2121726828821874e-05,7.480300790429198e-06,1.0226880672627751e-05,7.785476332895703e-06,5.344071993163657e-06,1885.0703125
-2.3037253456221393e-05,-1.617080375072501e-05,-3.3108046357616085e-05,-1.662856706442477e-05,-1.3424223868526456e-05,-6.40518639179682e-06,-9.151766273995373e-06,-1.0646143986329673e-06,1.800885700552365e-05,1.4957101580858592e-05,-2.2884665684988137e-05,-2.4379043397322436e-06,-1.1135407300027661e-05,-3.3534309671317616e-06,-1.490877712334494e-07,-6.068510849332083e-07,-2.1816551286355368e-05,7.480300790429198e-06,1.0379468443861004e-05,8.701002960295222e-06,5.038896450697151e-06,1885.07421875
-2.6699359965819464e-05,-1.5865628208258503e-05,-3.234510750144982e-05,-1.662856706442477e-05,-1.3424223868526456e-05,-6.710361934263327e-06,-9.45694181646188e-06,-1.21720216986622e-06,1.8466620319223413e-05,1.4651926038392087e-05,-2.1663963515122115e-05,-2.5904921109654964e-06,-1.0677643986327902e-05,-3.658606509598267e-06,1.6819654835655861e-06,-1.21720216986622e-06,-2.1358787972655608e-05,7.938064104128956e-06,1.0379468443861004e-05,9.463941816461487e-06,5.1914842219304035e-06,1885.078125
