EEG Fp1-Ref,EEG Fp2-Ref,EEG F3-Ref,EEG F4-Ref,EEG F7-Ref,EEG F8-Ref,EEG Fz-Ref,EEG C3-Ref,EEG C4-Ref,EEG Cz-Ref,EEG T3-Ref,EEG T5-Ref,EEG T4-Ref,EEG T6-Ref,EEG P3-Ref,EEG P4-Ref,EEG Pz-Ref,EEG O1-Ref,EEG O2-Ref,ECG EKG,Resp Effort,time
-2.961007110812717e-05,-1.5221313394573902e-05,-1.7229047029023193e-05,4.417413995788436e-05,-5.838758653523371e-05,1.92447806634723e-05,8.650385741752363e-05,-3.747369450972024e-05,-3.513133860286273e-05,1.2719646351512097e-05,-0.0001356853314615315,-0.00010172117081209762,-5.851889767143867e-06,-1.6392491348002658e-05,-5.738371971800906e-05,-6.307229834894873e-05,2.158713657032981e-05,-4.8683540635395455e-05,-2.157913657033e-05,-8.816896877956488e-05,4.601456245612955e-05,255.0
-3.4127471785638084e-05,-1.0369290444654776e-05,-2.1913758842738214e-05,3.948942814416934e-05,-6.390885402996926e-05,1.4392757713553175e-05,8.349225696584969e-05,-4.115453950621061e-05,-3.630251655629149e-05,1.2050401806695665e-05,-0.00014103928782006295,-0.00010423083785515925,-1.103853498947121e-05,-2.124451429792178e-05,-5.504136381115155e-05,-6.47454097109898e-05,2.9618071108126982e-05,-5.320094131290637e-05,-2.0742580889309458e-05,-4.3831517685476336e-05,4.6349184728537764e-05,255.00390625
-3.563327201147505e-05,-1.3548202032532825e-05,-2.6263848384045015e-05,3.4302782921842e-05,-6.775701016266374e-05,9.038801355021725e-06,8.031334537797164e-05,-4.399882882168044e-05,-3.613520542008737e-05,1.1883090670491558e-05,-0.0001397007987304301,-9.737108127079082e-05,-1.2042401806695854e-05,-3.1283182470168246e-05,-5.236438563188583e-05,-6.541465425580624e-05,3.580858314767897e-05,-6.708776561784731e-05,-2.4088803613391615e-05,-3.312360496841344e-05,4.685111813715009e-05,255.0078125
-3.496402746665862e-05,-1.2042401806695854e-05,-2.7769648609881985e-05,3.0287315652943416e-05,-7.076861061433768e-05,7.5330011291847556e-06,7.847292287972645e-05,-4.2827650868251685e-05,-3.66371388286997e-05,1.2552335215307988e-05,-0.00013049868623920416,-9.352292513809634e-05,-1.9571402935880706e-05,-3.8477561326944884e-05,-4.399882882168044e-05,-6.374154289376517e-05,4.149716177861863e-05,-7.829761174352254e-05,-2.7769648609881985e-05,-6.290498721274462e-05,4.735305154576241e-05,255.01171875
-3.931411700796542e-05,-1.773098043763552e-05,-3.1450493606372355e-05,2.3427559068574995e-05,-7.294365538499109e-05,6.732445448163366e-07,7.51267001556443e-05,-4.4668073366496865e-05,-3.730638337351613e-05,1.2050401806695665e-05,-0.0001505760225836971,-0.0001204600180669577,-1.756366930143141e-05,-5.236438563188583e-05,-4.399882882168044e-05,-6.156649812311176e-05,4.3170273140659716e-05,-8.030534537797183e-05,-3.161780474257646e-05,-7.244172197637877e-05,4.768767381817062e-05,255.015625
-3.914680587176131e-05,-1.9571402935880706e-05,-3.2956293832209324e-05,1.7906291573839438e-05,-7.511870015564449e-05,-3.0076004516740344e-06,7.362089992980733e-05,-4.500269563890509e-05,-3.8812183599353094e-05,1.2217712942899773e-05,-0.00015860695712149428,-0.00011560799511703857,-2.3419559068575184e-05,-3.9481428144169535e-05,-4.483538450270098e-05,-6.374154289376517e-05,4.183178405102685e-05,-8.448812378307452e-05,-3.195242701498468e-05,-5.236438563188583e-05,4.802229609057884e-05,255.01953125
-4.215840632343526e-05,-2.475804815820805e-05,-3.429478292184219e-05,1.1715779534287451e-05,-7.712643379009378e-05,-7.692312265389051e-06,7.027467720572517e-05,-4.399882882168044e-05,-4.165647291482293e-05,1.1883090670491558e-05,-0.00016178586870937232,-0.00011995808465834536,-2.9275448835718958e-05,-6.25703649403364e-05,-4.5337317911313305e-05,-6.809163243507196e-05,3.363353837702557e-05,-9.335561400189223e-05,-4.9520096316416e-05,-4.232571745963936e-05,4.835691836298705e-05,255.0234375
-4.148916177861882e-05,-2.7936959746086093e-05,-3.379284951322987e-05,7.5330011291847556e-06,-7.52860112918486e-05,-1.0536601580858886e-05,6.843425470747999e-05,-4.148916177861882e-05,-4.249302859584347e-05,1.2552335215307988e-05,-0.00014722979985961495,-9.9211503769036e-05,-3.0112004516739493e-05,-9.369023627430045e-05,-4.8850851771599564e-05,-6.993205493331714e-05,1.757166930143122e-05,-0.00010473277126377156,-4.115453950621061e-05,-5.738371971800906e-05,4.869154063539527e-05,255.02734375
-3.814293905453667e-05,-2.743502633747377e-05,-3.0279315652943605e-05,4.521400677510815e-06,-7.143785515915412e-05,-1.3715513168736932e-05,6.843425470747999e-05,-3.931411700796542e-05,-4.583925131992563e-05,1.2385024079103882e-05,-0.0001465605553147985,-0.00012380624079103984,-3.4462094058046294e-05,-4.851622949919135e-05,-5.922414221625425e-05,-7.679181151768557e-05,-1.0201979308450669e-05,-0.00011276370580156874,-6.190112039551997e-05,-8.080727878658415e-05,4.885885177159937e-05,255.03125
-3.4462094058046294e-05,-2.843889315469842e-05,-2.525998156682037e-05,2.1790447706533066e-06,-6.390885402996926e-05,-1.6392491348002658e-05,6.86015658436841e-05,-3.563327201147505e-05,-4.9687407452620106e-05,1.2385024079103882e-05,-0.0001351833980529192,-0.00011025403875850711,-4.784698495437491e-05,-4.115453950621061e-05,-7.578794470046092e-05,-8.783434650715668e-05,-4.8683540635395455e-05,-0.00012547935215308093,-7.779567833491021e-05,-8.649585741752381e-05,4.9026162907803486e-05,255.03515625
