EEG Fp1-Ref,EEG Fp2-Ref,EEG F7-Ref,EEG F3-Ref,EEG Fz-Ref,EEG F4-Ref,EEG F8-Ref,EEG T3-Ref,EEG C3-Ref,EEG Cz-Ref,EEG C4-Ref,EEG T4-Ref,EEG T5-Ref,EEG P3-Ref,EEG Pz-Ref,EEG P4-Ref,EEG T6-Ref,EEG O1-Ref,EEG O2-Ref,ECG EKG,Resp Effort,time
2.1754447706533917e-05,1.3890824304940851e-05,1.6771113620409832e-06,3.852156132694384e-06,1.907746952726819e-05,1.539662453077782e-05,-5.989338676107068e-05,-1.1373157261879423e-05,-8.361556810205484e-06,3.999999999905412e-09,-1.83642249824528e-06,-4.8181607226783136e-05,-1.2878957487716393e-05,-4.84802294991922e-06,-8.325556810206334e-07,4.019467268898492e-06,-1.5054002258369795e-05,-6.688445448164406e-06,-1.0703912717062993e-05,-3.5095338602863577e-06,-5.002202972502832e-05,3519.0
2.1085203161717486e-05,1.623318021179836e-05,1.1751779534286598e-06,3.0156004516738452e-06,1.8910158391064086e-05,1.4727379985961389e-05,-5.755103085421317e-05,-1.1875090670491747e-05,-8.696179082613699e-06,-1.6331113620420237e-07,-1.5018002258370645e-06,-4.650849586474206e-05,-1.3046268623920501e-05,-4.5134006775110045e-06,-6.652445448165257e-07,4.521400677510815e-06,-1.4886691122165688e-05,-8.325556810206334e-07,-8.863490218817806e-06,-1.8567536118656058e-05,-5.052396313364065e-05,3519.00390625
2.158713657032981e-05,1.1715779534287451e-05,1.5098002258368753e-06,3.6848449964902762e-06,1.8742847254859977e-05,1.3556202032532636e-05,-5.654716403698852e-05,-1.154046839808353e-05,-8.026934537797268e-06,3.3862227240812094e-07,-9.998668172247413e-07,-4.517000677510919e-05,-1.237702407910407e-05,-3.844156132694573e-06,5.059334086122288e-07,4.521400677510815e-06,-1.5054002258369795e-05,2.5136670430615223e-06,-9.532734763634238e-06,-1.773098043763552e-05,-5.035665199743653e-05,3519.0078125
2.1085203161717486e-05,9.875357036042264e-06,2.5136670430615223e-06,3.6848449964902762e-06,1.8240913846247652e-05,1.4727379985961389e-05,-5.453943040253923e-05,-1.0034668172246562e-05,-6.35382317575619e-06,3.3862227240812094e-07,-9.998668172247413e-07,-4.349689541306811e-05,-9.532734763634238e-06,-2.5056670430617114e-06,1.5098002258368753e-06,5.859889767143678e-06,-1.4217446577349256e-05,-3.1749115878781424e-06,-9.198112491226023e-06,-1.4217446577349256e-05,-4.9687407452620106e-05,3519.01171875
2.125251429792159e-05,1.640049134800247e-05,2.346355906857414e-06,4.354089541306708e-06,1.8240913846247652e-05,1.3890824304940851e-05,-5.3702874721518696e-05,-8.863490218817806e-06,-5.684578630939759e-06,-1.6331113620420237e-07,-2.003733634449388e-06,-4.31622731406599e-05,-7.357689992980836e-06,-1.83642249824528e-06,2.011733634449199e-06,5.3579563585313544e-06,-1.3715513168736932e-05,5.190645222327246e-06,-7.85962340159316e-06,-2.2415692251350536e-05,-4.9520096316416e-05,3519.015625
2.2591003387554452e-05,1.8910158391064086e-05,3.350222724082061e-06,5.190645222327246e-06,1.8742847254859977e-05,1.4392757713553175e-05,-5.1527829950865286e-05,-8.528867946409592e-06,-5.182645222327435e-06,-1.6331113620420237e-07,-2.1710447706534957e-06,-4.182378405102704e-05,-1.0201979308450669e-05,-1.167177953428849e-06,2.011733634449199e-06,5.190645222327246e-06,-1.4384757713553364e-05,-6.019200903347974e-06,-8.194245674001375e-06,-2.9944693380535385e-05,-4.935278518021189e-05,3519.01953125
2.075058088930927e-05,1.4560068849757282e-05,2.68097817926563e-06,4.186778405102599e-06,1.8408224982451764e-05,1.2886957487716204e-05,-4.985471858882421e-05,-8.696179082613699e-06,-6.186512039552083e-06,-3.3062227240831013e-07,-2.672978179265819e-06,-4.065260609759829e-05,-1.103853498947121e-05,-2.1710447706534957e-06,2.68097817926563e-06,6.027200903347785e-06,-1.2711646351512286e-05,-5.015334086123328e-06,-7.692312265389051e-06,-2.7769648609881985e-05,-4.8683540635395455e-05,3519.0234375
2.125251429792159e-05,7.19837885677654e-06,4.521400677510815e-06,4.521400677510815e-06,1.8073602710043543e-05,1.322157976012442e-05,-4.935278518021189e-05,-8.194245674001375e-06,-5.851889767143867e-06,-3.3062227240831013e-07,-2.8402893154699267e-06,-4.065260609759829e-05,-8.194245674001375e-06,-2.003733634449388e-06,2.68097817926563e-06,5.3579563585313544e-06,-1.4719379985961578e-05,1.8444224982450908e-06,-8.528867946409592e-06,-2.693309292886145e-05,-4.801429609057903e-05,3519.02734375
2.0583269753105164e-05,1.7906291573839438e-05,2.5136670430615223e-06,3.6848449964902762e-06,1.640049134800247e-05,1.2050401806695665e-05,-4.834891836298724e-05,-7.85962340159316e-06,-5.015334086123328e-06,-4.979334086124179e-07,-3.1749115878781424e-06,-3.864487246314899e-05,-7.692312265389051e-06,-8.325556810206334e-07,2.8482893154697376e-06,6.1945120395518935e-06,-1.7061735892819088e-05,5.525267494735462e-06,-8.194245674001375e-06,-3.2788982696005216e-05,-4.767967381817081e-05,3519.03125
1.9412091799676405e-05,1.6567802484206577e-05,8.405556810204443e-07,3.5175338602861686e-06,1.5229313394573712e-05,1.1381157261879234e-05,-4.6843118137150275e-05,-8.194245674001375e-06,-6.186512039552083e-06,-4.979334086124179e-07,-3.5095338602863577e-06,-3.613520542008737e-05,-7.85962340159316e-06,-2.3383559068576033e-06,2.5136670430615223e-06,5.859889767143678e-06,-1.388282430494104e-05,6.863756584368324e-06,-7.525001129184945e-06,-3.630251655629149e-05,-4.7177740409558485e-05,3519.03515625
1.8742847254859977e-05,1.5731246803186038e-05,3.6848449964902762e-06,2.68097817926563e-06,1.5062002258369606e-05,1.0544601580858697e-05,-4.634118472853795e-05,-8.863490218817806e-06,-6.019200903347974e-06,3.999999999905412e-09,-4.178778405102789e-06,-3.780831678212846e-05,-9.867357036042453e-06,-2.003733634449388e-06,2.011733634449199e-06,5.3579563585313544e-06,-1.4217446577349256e-05,3.999999999905412e-09,-7.692312265389051e-06,-3.513133860286273e-05,-4.600656245612973e-05,3519.0390625
1.7906291573839438e-05,1.7404358165227116e-05,3.5175338602861686e-06,1.5098002258368753e-06,1.3723513168736743e-05,9.708045899838156e-06,-4.600656245612973e-05,-9.700045899838345e-06,-7.357689992980836e-06,-6.652445448165257e-07,-4.5134006775110045e-06,-3.646982769249559e-05,-1.1373157261879423e-05,-2.1710447706534957e-06,1.8444224982450908e-06,4.856022949919031e-06,-1.4384757713553364e-05,-1.167177953428849e-06,-7.525001129184945e-06,-3.6804449964903806e-05,-4.5337317911313305e-05,3519.04296875
1.8240913846247652e-05,1.623318021179836e-05,1.5098002258368753e-06,1.0078668172245522e-06,1.322157976012442e-05,9.206112491225834e-06,-4.483538450270098e-05,-9.36542362743013e-06,-7.190378856776729e-06,-3.3062227240831013e-07,-5.015334086123328e-06,-3.4462094058046294e-05,-8.863490218817806e-06,-2.5056670430617114e-06,2.011733634449199e-06,4.521400677510815e-06,-1.4719379985961578e-05,-5.851889767143867e-06,-9.532734763634238e-06,-4.115453950621061e-05,-4.4668073366496865e-05,3519.046875
1.70697358928189e-05,1.8742847254859977e-05,-3.5095338602863577e-06,1.8444224982450908e-06,1.1715779534287451e-05,9.206112491225834e-06,-4.366420654927223e-05,-9.030801355021914e-06,-6.019200903347974e-06,3.3862227240812094e-07,-4.5134006775110045e-06,-3.329091610461754e-05,-7.85962340159316e-06,-1.3344890896329568e-06,2.5136670430615223e-06,5.69257863093957e-06,-1.3715513168736932e-05,2.5136670430615223e-06,-7.85962340159316e-06,-4.182378405102704e-05,-4.3831517685476336e-05,3519.05078125
1.5062002258369606e-05,1.4058135441144958e-05,2.68097817926563e-06,1.713111362040132e-07,1.104653498947102e-05,9.038801355021725e-06,-4.249302859584347e-05,-9.36542362743013e-06,-7.525001129184945e-06,3.999999999905412e-09,-4.0114672688986815e-06,-3.1283182470168246e-05,-9.36542362743013e-06,-2.3383559068576033e-06,2.346355906857414e-06,5.69257863093957e-06,-1.08712238532671e-05,3.3862227240812094e-07,-7.023067720572621e-06,-4.081991723380239e-05,-4.266033973204758e-05,3519.0546875
1.556393566698193e-05,5.69257863093957e-06,2.8482893154697376e-06,-1.6331113620420237e-07,9.875357036042264e-06,7.031067720572432e-06,-4.249302859584347e-05,-8.696179082613699e-06,-7.85962340159316e-06,3.999999999905412e-09,-4.680711813715112e-06,-3.195242701498468e-05,-4.84802294991922e-06,-2.003733634449388e-06,1.6771113620409832e-06,4.521400677510815e-06,-1.2711646351512286e-05,-1.6691113620411723e-06,-8.194245674001375e-06,-4.500269563890509e-05,-4.182378405102704e-05,3519.05859375
1.4058135441144958e-05,-1.6691113620411723e-06,4.186778405102599e-06,-8.325556810206334e-07,9.37342362742994e-06,7.19837885677654e-06,-4.115453950621061e-05,-9.700045899838345e-06,-8.863490218817806e-06,-6.652445448165257e-07,-4.178778405102789e-06,-2.8940826563310737e-05,-9.030801355021914e-06,-2.672978179265819e-06,1.1751779534286598e-06,4.688711813714923e-06,-1.2544335215308178e-05,4.688711813714923e-06,-8.194245674001375e-06,-5.219707449568172e-05,-4.081991723380239e-05,3519.0625
1.4560068849757282e-05,4.856022949919031e-06,4.521400677510815e-06,-1.83642249824528e-06,9.206112491225834e-06,6.6964454481642165e-06,-3.9816050416577745e-05,-1.0201979308450669e-05,-9.198112491226023e-06,-4.979334086124179e-07,-4.178778405102789e-06,-2.7602337473677876e-05,-1.170777953428764e-05,-3.0076004516740344e-06,1.1751779534286598e-06,5.023334086123139e-06,-1.2544335215308178e-05,-1.167177953428849e-06,-8.361556810205484e-06,-5.537598608355977e-05,-4.015067268898596e-05,3519.06640625
