EEG Fp1-REF,EEG Fp2-REF,EEG F3-REF,EEG F4-REF,EEG C3-REF,EEG C4-REF,EEG P3-REF,EEG P4-REF,EEG O1-REF,EEG O2-REF,EEG F7-REF,EEG F8-REF,EEG T3-REF,EEG T4-REF,EEG T5-REF,EEG T6-REF,EEG Fz-REF,EEG Cz-REF,EEG Pz-REF,ECG EKG-REF,Resp Effort-REF,time
-1.6933742606891275e-05,-4.726720908231038e-06,-4.542633136999553e-07,2.5790833338419553e-05,5.496659764396909e-06,2.1365787972655213e-05,-2.2579490142521634e-05,-1.2966460554826697e-05,-2.5783833338419944e-05,-2.9445939848018015e-05,3.0552554246648627e-06,9.15876627399498e-06,-7.473300790429591e-06,9.769117358927993e-06,-1.784926923429079e-05,-3.539686292611488e-05,-1.490877712334494e-07,1.1142407300027269e-05,-7.931064104129349e-06,-1.8275532547992318e-06,1.8771795861689916e-05,4033.0
-1.6323391521958262e-05,-4.26895759453128e-06,-9.120266273997141e-07,2.3502016769920755e-05,6.4121863917964275e-06,2.365460454115401e-05,-2.0748436887722595e-05,-1.1287995071260915e-05,-2.5783833338419944e-05,-2.975111539048452e-05,3.5130187383646215e-06,9.769117358927993e-06,-6.862949705496579e-06,1.0074292901394498e-05,-1.8001857005524044e-05,-3.417616075624886e-05,-6.068510849332083e-07,1.327863609729281e-05,-7.778476332896096e-06,1.987141026032092e-06,1.9229559175389672e-05,4033.00390625
-1.7238918149357778e-05,-7.473300790429591e-06,-1.21720216986622e-06,7.0225374767294395e-06,6.4121863917964275e-06,2.3959780083620518e-05,-2.3647604541154403e-05,-1.1593170613727421e-05,-2.8683000991851752e-05,-3.37183974425491e-05,3.2078431958981155e-06,7.175125247962693e-06,-7.015537476729832e-06,6.869949705496186e-06,-2.2579490142521634e-05,-3.3108046357616085e-05,-6.068510849332083e-07,1.2363109469893293e-05,-1.1135407300027661e-05,5.496659764396909e-06,1.8771795861689916e-05,4033.0078125
-1.739150592059103e-05,-1.0982819528794408e-05,-1.0646143986329673e-06,9.190266273993212e-07,8.243239646595463e-06,2.2281314600054733e-05,-2.3647604541154403e-05,-9.91470513016164e-06,-2.85304132206185e-05,-3.4023572985015604e-05,5.038896450697151e-06,5.496659764396909e-06,-6.252598620563567e-06,5.496659764396909e-06,-2.2579490142521634e-05,-3.188734418775006e-05,-1.490877712334494e-07,1.2668285012359799e-05,-9.609529587695131e-06,-1.490877712334494e-07,1.739850592059064e-05,4033.01171875
-1.5560452665791996e-05,-9.151766273995373e-06,2.139728797265345e-06,1.3583811639759317e-05,1.0074292901394498e-05,2.2281314600054733e-05,-1.876479586169031e-05,-4.26895759453128e-06,-2.2884665684988137e-05,-2.959852761925127e-05,7.785476332895703e-06,7.632888561662451e-06,-2.132728797265738e-06,1.0074292901394498e-05,-1.6475979293191512e-05,-2.8835588763085005e-05,-4.542633136999553e-07,1.5872628208258108e-05,-7.594388561664611e-07,-5.33707199316405e-06,1.6788154835657627e-05,4033.015625
-1.4950101580858985e-05,-6.100010849330315e-06,2.4449043397318507e-06,2.6401184423352563e-05,1.0532056215094257e-05,2.3044253456221e-05,-1.2813872783593443e-05,2.7500798821983563e-06,-1.7544093691824285e-05,-2.3647604541154403e-05,9.006178502761727e-06,9.463941816461487e-06,1.5293777123323331e-06,1.4499338267158832e-05,-9.91470513016164e-06,-2.62415966521197e-05,3.499999999803549e-09,1.9992498031555938e-05,5.496659764396909e-06,1.560877712330565e-07,1.694074260689088e-05,4033.01953125
-1.4339750495925974e-05,-4.116369823298026e-06,1.987141026032092e-06,2.518048225348654e-05,1.0379468443861004e-05,2.3807192312387265e-05,-1.1287995071260915e-05,5.344071993163657e-06,-1.571304043702525e-05,-2.1816551286355368e-05,9.769117358927993e-06,1.0226880672627751e-05,2.5974921109651035e-06,1.4651926038392087e-05,-9.45694181646188e-06,-2.4257955626087416e-05,3.499999999803549e-09,1.8466620319223413e-05,2.292316568498598e-06,6.107010849329922e-06,1.7245918149357387e-05,4033.0234375
-1.4797513809625734e-05,-6.710361934263327e-06,6.138510849328153e-07,9.15876627399498e-06,8.09065187536221e-06,2.2281314600054733e-05,-1.3881987182226214e-05,4.275957594530887e-06,-1.6018215979491756e-05,-2.563124556718669e-05,9.921705130161246e-06,6.4121863917964275e-06,2.5974921109651035e-06,1.1447582842493775e-05,-1.4034574953459467e-05,-2.3189841227454647e-05,-4.542633136999553e-07,1.4041574953459075e-05,-5.031896450697544e-06,2.4449043397318507e-06,1.7093330378124137e-05,4033.02734375
-1.5255277123325491e-05,-9.151766273995373e-06,-1.490877712334494e-07,-1.490877712334494e-07,7.480300790429198e-06,2.0755436887722204e-05,-1.708633037812453e-05,3.818194280831127e-06,-1.6781154835658022e-05,-2.7309711050752473e-05,9.006178502761727e-06,4.275957594530887e-06,1.2242021698658271e-06,9.769117358927993e-06,-1.5560452665791996e-05,-2.33424289986879e-05,-1.490877712334494e-07,1.175275838496028e-05,-8.083651875362602e-06,-1.980141026032485e-06,1.6177803750724618e-05,4033.03125
-1.5407864894558743e-05,-9.45694181646188e-06,1.560877712330565e-07,7.632888561662451e-06,7.632888561662451e-06,1.9687322489089435e-05,-1.7238918149357778e-05,5.649247535630163e-06,-1.6933742606891275e-05,-2.7309711050752473e-05,8.701002960295222e-06,4.581133136997392e-06,7.664388561660683e-07,1.0074292901394498e-05,-1.357681163975971e-05,-2.349501676992115e-05,3.0867554246630944e-07,1.2668285012359799e-05,-6.557774163030073e-06,-2.4379043397322436e-06,1.4957101580858592e-05,4033.03515625
