EEG Fp1-Ref,EEG Fp2-Ref,EEG F3-Ref,EEG F4-Ref,EEG F7-Ref,EEG F8-Ref,EEG Fz-Ref,EEG C3-Ref,EEG C4-Ref,EEG Cz-Ref,EEG T3-Ref,EEG T5-Ref,EEG T4-Ref,EEG T6-Ref,EEG P3-Ref,EEG P4-Ref,EEG Pz-Ref,EEG O1-Ref,EEG O2-Ref,ECG EKG,Resp Effort,time
2.106061243018871e-05,2.3349428998687505e-05,1.9534734717856182e-05,1.0532056215094257e-05,1.2668285012359799e-05,1.9839910260322688e-05,2.151837574388847e-05,6.56477416302968e-06,2.4449043397318507e-06,3.6656065095978743e-06,-5.33707199316405e-06,-2.975111539048452e-05,2.7500798821983563e-06,-7.473300790429591e-06,-2.2884665684988137e-05,-1.7238918149357778e-05,-2.761488659321898e-05,-1.9069971404156817e-05,-2.2121726828821874e-05,-0.00010284065781121268,1.2242021698658271e-06,13.0
1.9076971404156422e-05,2.3349428998687505e-05,1.8466620319223413e-05,9.311354045228233e-06,1.2057933927426786e-05,1.938214694662293e-05,2.014508580278919e-05,5.649247535630163e-06,2.9026676534316095e-06,3.3604309671313687e-06,-6.710361934263327e-06,-3.081922978911729e-05,4.581133136997392e-06,-6.710361934263327e-06,-2.4257955626087416e-05,-1.6781154835658022e-05,-2.8377825449385242e-05,-2.0138085802789586e-05,-2.3037253456221393e-05,-9.643197141941606e-05,1.37678994109908e-06,13.00390625
1.6788154835657627e-05,2.3807192312387265e-05,1.694074260689088e-05,8.09065187536221e-06,1.1142407300027269e-05,1.8466620319223413e-05,1.8771795861689916e-05,4.581133136997392e-06,3.6656065095978743e-06,3.2078431958981155e-06,-8.083651875362602e-06,-3.2192519730216566e-05,7.480300790429198e-06,-5.184484221930796e-06,-2.6851947737052717e-05,-1.5407864894558743e-05,-2.8835588763085005e-05,-2.242690237128838e-05,-2.410536785485416e-05,-8.864999508652017e-05,1.5293777123323331e-06,13.0078125
1.633039152195787e-05,2.3196841227454252e-05,1.5720040437024858e-05,7.327713019195945e-06,9.921705130161246e-06,1.8466620319223413e-05,1.7703681463057147e-05,3.6656065095978743e-06,4.886308679463898e-06,3.5130187383646215e-06,-9.304354045228626e-06,-3.295545858638283e-05,1.2057933927426786e-05,-2.5904921109654964e-06,-2.7767474364452233e-05,-1.418716272469272e-05,-2.8835588763085005e-05,-2.349501676992115e-05,-2.4257955626087416e-05,-8.30042475508898e-05,1.6819654835655861e-06,13.01171875
1.6177803750724618e-05,2.1213200201421964e-05,1.480451380962534e-05,6.56477416302968e-06,8.243239646595463e-06,1.9687322489089435e-05,1.7093330378124137e-05,2.292316568498598e-06,6.4121863917964275e-06,3.6656065095978743e-06,-1.052505621509465e-05,-3.3108046357616085e-05,1.694074260689088e-05,3.0867554246630944e-07,-2.6394184423352957e-05,-1.3424223868526456e-05,-2.8225237678151993e-05,-2.2274314600055127e-05,-2.3647604541154403e-05,-7.674814893032644e-05,1.6819654835655861e-06,13.015625
1.633039152195787e-05,2.0297673574022444e-05,1.373639941099257e-05,5.8018353068634155e-06,7.0225374767294395e-06,2.060284911648895e-05,1.6177803750724618e-05,9.190266273993212e-07,7.0225374767294395e-06,3.5130187383646215e-06,-1.1287995071260915e-05,-3.34132219000826e-05,2.106061243018871e-05,2.9026676534316095e-06,-2.5783833338419944e-05,-1.2356109469893686e-05,-2.7920062135685486e-05,-2.0748436887722595e-05,-2.3189841227454647e-05,-6.728770711386476e-05,1.834553254798839e-06,13.01953125
1.6025215979491365e-05,2.060284911648895e-05,1.2363109469893293e-05,4.428545365764139e-06,5.8018353068634155e-06,2.014508580278919e-05,1.480451380962534e-05,-3.0167554246670236e-07,6.869949705496186e-06,3.3604309671313687e-06,-1.2966460554826697e-05,-3.4023572985015604e-05,2.3349428998687505e-05,4.581133136997392e-06,-2.7004535508285967e-05,-1.1440582842494168e-05,-2.8225237678151993e-05,-2.1206200201422358e-05,-2.349501676992115e-05,-5.645397535630379e-05,1.987141026032092e-06,13.0234375
1.327863609729281e-05,2.0297673574022444e-05,1.0684643986327509e-05,2.5974921109651035e-06,4.123369823297633e-06,1.892438363292317e-05,1.282087278359305e-05,-1.3697899410994728e-06,5.8018353068634155e-06,3.5130187383646215e-06,-1.5407864894558743e-05,-3.5091687383648374e-05,2.3196841227454252e-05,5.8018353068634155e-06,-2.8835588763085005e-05,-1.1135407300027661e-05,-2.8683000991851752e-05,-2.242690237128838e-05,-2.3037253456221393e-05,-4.806164793847487e-05,2.139728797265345e-06,13.02734375
9.921705130161246e-06,1.8466620319223413e-05,8.701002960295222e-06,4.612633136995624e-07,1.834553254798839e-06,1.831403254799016e-05,1.0989819528794015e-05,-3.0482554246652556e-06,5.038896450697151e-06,3.5130187383646215e-06,-1.784926923429079e-05,-3.585462623981464e-05,2.1823551286354977e-05,6.56477416302968e-06,-2.8988176534318255e-05,-1.052505621509465e-05,-2.8377825449385242e-05,-2.2884665684988137e-05,-2.2274314600055127e-05,-4.18055493179115e-05,2.292316568498598e-06,13.03125
9.311354045228233e-06,1.5567452665791605e-05,6.869949705496186e-06,-1.674965483565979e-06,-4.542633136999553e-07,1.7856269234290396e-05,9.616529587694738e-06,-5.031896450697544e-06,4.428545365764139e-06,3.3604309671313687e-06,-1.9222559175390067e-05,-3.615980178228115e-05,2.0908024658955457e-05,6.107010849329922e-06,-2.7767474364452233e-05,-1.0830231757561157e-05,-2.7920062135685486e-05,-2.242690237128838e-05,-2.242690237128838e-05,-3.539686292611488e-05,2.4449043397318507e-06,13.03515625
9.769117358927993e-06,1.4499338267158832e-05,5.496659764396909e-06,-3.5060187383650144e-06,-2.285316568498991e-06,1.7856269234290396e-05,8.243239646595463e-06,-6.252598620563567e-06,3.818194280831127e-06,3.3604309671313687e-06,-2.029067357402284e-05,-3.615980178228115e-05,2.212872682882148e-05,4.886308679463898e-06,-2.6851947737052717e-05,-1.1593170613727421e-05,-2.7920062135685486e-05,-2.1663963515122115e-05,-2.2884665684988137e-05,-2.807264990691874e-05,2.4449043397318507e-06,13.0390625
8.09065187536221e-06,1.5720040437024858e-05,4.123369823297633e-06,-4.421545365764532e-06,-3.963782052064773e-06,1.7551093691823893e-05,6.717361934262934e-06,-7.473300790429591e-06,3.6656065095978743e-06,3.5130187383646215e-06,-2.2274314600055127e-05,-3.692274063844741e-05,2.3502016769920755e-05,4.428545365764139e-06,-2.746229882198573e-05,-1.1745758384960673e-05,-2.807264990691874e-05,-2.196913905758862e-05,-2.2732077913754884e-05,-2.151137574388886e-05,2.5974921109651035e-06,13.04296875
