EEG Fp1-Ref,EEG Fp2-Ref,EEG F3-Ref,EEG F4-Ref,EEG F7-Ref,EEG F8-Ref,EEG Fz-Ref,EEG C3-Ref,EEG C4-Ref,EEG Cz-Ref,EEG T3-Ref,EEG T5-Ref,EEG T4-Ref,EEG T6-Ref,EEG P3-Ref,EEG P4-Ref,EEG Pz-Ref,EEG O1-Ref,EEG O2-Ref,ECG EKG,Resp Effort,time
-0.0001170313205359052,-6.820323374126427e-05,-6.759288265633126e-05,-3.89063816644797e-05,-8.315683532212305e-05,-1.571304043702525e-05,-3.8753793893246444e-05,-4.9434937879574155e-05,-2.395278008362091e-05,-3.0167554246670236e-07,-2.8835588763085005e-05,-1.052505621509465e-05,-9.609529587695131e-06,1.7551093691823893e-05,-1.8612208090457054e-05,1.9076971404156422e-05,1.5720040437024858e-05,-1.3697899410994728e-06,-1.1287995071260915e-05,-2.1663963515122115e-05,-6.557774163030073e-06,5593.0
-0.00012176154144413606,-7.064463808099631e-05,-6.8050645970031e-05,-4.058484714804548e-05,-8.498788857692209e-05,-1.769668146305754e-05,-3.89063816644797e-05,-4.912976233710765e-05,-2.517348225348693e-05,-3.0167554246670236e-07,-2.5936421109653198e-05,-7.015537476729832e-06,-1.0372468443861397e-05,1.7245918149357387e-05,-1.8612208090457054e-05,1.7856269234290396e-05,1.5720040437024858e-05,-3.0167554246670236e-07,-1.1593170613727421e-05,-1.8917383632923563e-05,-6.710361934263327e-06,5593.00390625
-0.00012527106018250087,-7.400156904812787e-05,-6.850840928373077e-05,-4.2263312631611264e-05,-8.81922317728204e-05,-1.8001857005524044e-05,-4.058484714804548e-05,-4.989270119327391e-05,-2.5936421109653198e-05,-4.542633136999553e-07,-2.2732077913754884e-05,-8.083651875362602e-06,-1.1593170613727421e-05,1.5720040437024858e-05,-1.9222559175390067e-05,1.4957101580858592e-05,1.4194162724692328e-05,-2.132728797265738e-06,-1.2661285012360192e-05,-1.0677643986327902e-05,-6.710361934263327e-06,5593.0078125
-0.0001245081213263346,-7.369639350566137e-05,-6.8050645970031e-05,-4.348401480147728e-05,-8.864999508652017e-05,-1.9069971404156817e-05,-4.1500373775444995e-05,-4.897717456587439e-05,-2.746229882198573e-05,-4.542633136999553e-07,-3.249769527268307e-05,-9.91470513016164e-06,-1.3271636097293203e-05,1.3583811639759317e-05,-2.0138085802789586e-05,1.221052169866004e-05,1.175275838496028e-05,-5.489659764397302e-06,-1.418716272469272e-05,-8.083651875362602e-06,-6.862949705496579e-06,5593.01171875
-0.00012267706807153557,-7.156016470839583e-05,-6.6829943800165e-05,-4.394177811517704e-05,-8.864999508652017e-05,-2.0901024658955852e-05,-4.119519823297849e-05,-4.760388462477512e-05,-2.7767474364452233e-05,-3.0167554246670236e-07,-3.4023572985015604e-05,-1.0219880672628144e-05,-1.464492603839248e-05,1.2057933927426786e-05,-2.151137574388886e-05,1.1294995071260522e-05,1.0684643986327509e-05,-7.778476332896096e-06,-1.4797513809625734e-05,-1.7238918149357778e-05,-6.862949705496579e-06,5593.015625
-0.00012603399903866712,-7.369639350566137e-05,-6.8050645970031e-05,-4.4094365886410296e-05,-9.048104834131919e-05,-2.2732077913754884e-05,-4.1500373775444995e-05,-4.836682348094138e-05,-2.8683000991851752e-05,-1.490877712334494e-07,-2.0138085802789586e-05,-1.2356109469893686e-05,-1.5560452665791996e-05,1.1447582842493775e-05,-2.33424289986879e-05,1.0684643986327509e-05,8.853590731528475e-06,-1.0982819528794408e-05,-1.5865628208258503e-05,-2.8225237678151993e-05,-7.015537476729832e-06,5593.01953125
-0.0001316797465742975,-8.0105079897458e-05,-6.911876036866378e-05,-4.516248028504307e-05,-9.170175051118522e-05,-2.517348225348693e-05,-4.348401480147728e-05,-4.897717456587439e-05,-2.959852761925127e-05,-3.0167554246670236e-07,-2.4868306711020425e-05,-1.311904832605995e-05,-2.33424289986879e-05,1.175275838496028e-05,-2.410536785485416e-05,1.0074292901394498e-05,8.395827417828716e-06,-1.4034574953459467e-05,-1.6781154835658022e-05,-2.5936421109653198e-05,-7.168125247963085e-06,5593.0234375
-0.00013396856314279627,-8.315683532212305e-05,-7.064463808099631e-05,-4.653577022614235e-05,-9.292245268105123e-05,-2.608900888088645e-05,-4.439954142887681e-05,-4.9740113422040655e-05,-2.975111539048452e-05,-1.490877712334494e-07,-2.395278008362091e-05,-1.5102689352092238e-05,-1.4950101580858985e-05,1.2057933927426786e-05,-2.5936421109653198e-05,9.463941816461487e-06,7.480300790429198e-06,-1.739150592059103e-05,-1.6933742606891275e-05,-1.418716272469272e-05,-7.320713019196338e-06,5593.02734375
-0.00013351079982909652,-7.949472881252497e-05,-7.156016470839583e-05,-4.653577022614235e-05,-9.414315485091727e-05,-2.441054339732067e-05,-4.394177811517704e-05,-5.111340336313994e-05,-2.975111539048452e-05,3.499999999803549e-09,-2.9903703161717774e-05,-1.830703254799055e-05,-1.5102689352092238e-05,1.2973460554826304e-05,-2.62415966521197e-05,1.0684643986327509e-05,7.785476332895703e-06,-1.9985498031556333e-05,-1.571304043702525e-05,-1.0372468443861397e-05,-7.473300790429591e-06,5593.03125
-0.0001290857544633322,-7.461192013306088e-05,-7.140757693716257e-05,-4.516248028504307e-05,-9.3380215994751e-05,-2.3189841227454647e-05,-4.2110724860378015e-05,-5.126599113437319e-05,-2.914076430555151e-05,3.499999999803549e-09,-2.807264990691874e-05,-1.8612208090457054e-05,-1.6018215979491756e-05,1.3583811639759317e-05,-2.5936421109653198e-05,1.175275838496028e-05,8.243239646595463e-06,-1.9832910260323083e-05,-1.5255277123325491e-05,-1.876479586169031e-05,-7.778476332896096e-06,5593.03515625
