EEG Fp1-Ref,EEG Fp2-Ref,EEG F7-Ref,EEG F3-Ref,EEG Fz-Ref,EEG F4-Ref,EEG F8-Ref,EEG T3-Ref,EEG C3-Ref,EEG Cz-Ref,EEG C4-Ref,EEG T4-Ref,EEG T5-Ref,EEG P3-Ref,EEG Pz-Ref,EEG P4-Ref,EEG T6-Ref,EEG O1-Ref,EEG O2-Ref,ECG EKG,Resp Effort,time
-4.6230594683675834e-05,1.1447582842493775e-05,-2.9903703161717774e-05,-4.4094365886410296e-05,-3.127699310281705e-05,1.5293777123323331e-06,-3.6770152867214155e-05,-5.4317746559038244e-05,-2.914076430555151e-05,-3.9516732749412707e-05,-0.00016036624756614903,-0.00015868778208258329,-4.3178839259010784e-05,-7.186534025086233e-05,-0.0001011621923276469,-0.00014678593592638953,-0.0001501428668935211,-7.964731658375824e-05,-0.0001271021134372999,0.0005796844429151278,-0.0005229147920163581,1.0
-2.8683000991851752e-05,6.107010849329922e-06,-1.8612208090457054e-05,-2.5478657795953438e-05,-2.0138085802789586e-05,1.987141026032092e-06,-2.0748436887722595e-05,-3.036146647541753e-05,-1.6933742606891275e-05,-2.517348225348693e-05,-9.582162033448306e-05,-9.902596353038136e-05,-2.8683000991851752e-05,-4.562024359874283e-05,-6.469371500289946e-05,-9.093881165501895e-05,-9.063363611255244e-05,-5.080822782067343e-05,-7.629038561662667e-05,0.0008563260721610154,-0.00033736806219672244,1.00390625
1.2242021698658271e-06,3.0552554246648627e-06,2.7500798821983563e-06,5.954423078096669e-06,2.139728797265345e-06,-1.21720216986622e-06,6.56477416302968e-06,5.8018353068634155e-06,2.5974921109651035e-06,3.2078431958981155e-06,1.5567452665791605e-05,1.0226880672627751e-05,-1.3697899410994728e-06,3.5130187383646215e-06,6.4121863917964275e-06,1.2363109469893293e-05,2.1823551286354977e-05,4.428545365764139e-06,5.1914842219304035e-06,0.0011001613305917535,3.6624565095980514e-05,1.0078125
-6.710361934263327e-06,4.612633136995624e-07,-1.5223777123327258e-06,-3.0167554246670236e-07,-2.743079882198749e-06,-2.743079882198749e-06,8.09065187536221e-06,-3.2008431958985084e-06,-7.594388561664611e-07,-1.0646143986329673e-06,4.581133136997392e-06,-7.473300790429591e-06,-7.168125247963085e-06,-5.184484221930796e-06,-5.184484221930796e-06,-4.116369823298026e-06,7.0225374767294395e-06,-7.168125247963085e-06,-1.418716272469272e-05,0.0011439540209356972,-1.6475979293191512e-05,1.01171875
-1.674965483565979e-06,-1.0646143986329673e-06,9.190266273993212e-07,1.37678994109908e-06,-1.980141026032485e-06,-5.184484221930796e-06,7.664388561660683e-07,-9.120266273997141e-07,-1.0646143986329673e-06,1.2242021698658271e-06,1.9229559175389672e-05,7.0225374767294395e-06,1.834553254798839e-06,-2.4379043397322436e-06,3.499999999803549e-09,7.938064104128956e-06,1.2363109469893293e-05,-6.068510849332083e-07,-3.2008431958985084e-06,0.0010832240879848625,1.327863609729281e-05,1.015625
-8.541415189062362e-06,-4.574133136997785e-06,1.560877712330565e-07,3.0552554246648627e-06,-2.5904921109654964e-06,-5.184484221930796e-06,-5.184484221930796e-06,-8.236239646595856e-06,-2.285316568498991e-06,4.612633136995624e-07,2.151837574388847e-05,1.0226880672627751e-05,-8.236239646595856e-06,-5.33707199316405e-06,-1.5223777123327258e-06,6.4121863917964275e-06,4.428545365764139e-06,-2.5904921109654964e-06,-7.320713019196338e-06,0.0010629299144108398,-3.2008431958985084e-06,1.01953125
-5.489659764397302e-06,-5.642247535630556e-06,-1.5223777123327258e-06,2.7500798821983563e-06,-3.0482554246652556e-06,-3.658606509598267e-06,-6.40518639179682e-06,4.612633136995624e-07,-1.8275532547992318e-06,1.2242021698658271e-06,3.235210750144943e-05,8.09065187536221e-06,-5.031896450697544e-06,-4.574133136997785e-06,1.37678994109908e-06,1.2363109469893293e-05,1.7551093691823893e-05,-1.8275532547992318e-06,-6.40518639179682e-06,0.0010595729834437084,9.006178502761727e-06,1.0234375
-1.8275532547992318e-06,-7.168125247963085e-06,-2.285316568498991e-06,1.834553254798839e-06,-4.421545365764532e-06,-3.81119428083152e-06,-1.571304043702525e-05,-3.2008431958985084e-06,-1.980141026032485e-06,6.138510849328153e-07,3.570903846858099e-05,5.1914842219304035e-06,-9.151766273995373e-06,-7.015537476729832e-06,-9.120266273997141e-07,1.0379468443861004e-05,1.987141026032092e-06,-4.726720908231038e-06,-5.184484221930796e-06,0.0010121181865901667,3.2078431958981155e-06,1.02734375
-9.762117358928386e-06,-7.320713019196338e-06,-3.0167554246670236e-07,4.123369823297633e-06,-4.26895759453128e-06,-3.2008431958985084e-06,-1.1287995071260915e-05,-7.594388561664611e-07,-2.8956676534320024e-06,3.0867554246630944e-07,4.37961903439434e-05,1.4194162724692328e-05,-1.2203521698660432e-05,-7.015537476729832e-06,6.138510849328153e-07,1.4041574953459075e-05,3.5130187383646215e-06,-4.26895759453128e-06,-4.116369823298026e-06,0.0009625271609393594,8.09065187536221e-06,1.03125
-1.0219880672628144e-05,-2.5904921109654964e-06,-1.0646143986329673e-06,2.5974921109651035e-06,-4.726720908231038e-06,-4.542633136999553e-07,-6.40518639179682e-06,-3.81119428083152e-06,-5.33707199316405e-06,1.2242021698658271e-06,5.005228896450677e-05,3.280987081514919e-05,-4.726720908231038e-06,-8.541415189062362e-06,6.138510849328153e-07,2.0755436887722204e-05,2.4722718939786784e-05,-2.132728797265738e-06,-6.068510849332083e-07,0.0009533718946653642,5.649247535630163e-06,1.03515625
3.5130187383646215e-06,-4.574133136997785e-06,-3.2008431958985084e-06,2.9026676534316095e-06,-4.879308679464291e-06,-2.132728797265738e-06,-3.0482554246652556e-06,-1.0219880672628144e-05,-6.557774163030073e-06,1.2242021698658271e-06,5.905496746726869e-05,2.5485657795953043e-05,-8.236239646595856e-06,-9.609529587695131e-06,2.139728797265345e-06,2.518048225348654e-05,2.609600888088606e-05,-5.489659764397302e-06,-3.0482554246652556e-06,0.0009452847427900017,7.938064104128956e-06,1.0390625
1.834553254798839e-06,-7.473300790429591e-06,-2.5904921109654964e-06,6.107010849329922e-06,-5.33707199316405e-06,-3.2008431958985084e-06,1.560877712330565e-07,-2.4379043397322436e-06,-3.81119428083152e-06,7.664388561660683e-07,6.531106608783208e-05,2.5943421109652806e-05,-5.489659764397302e-06,-8.236239646595856e-06,1.987141026032092e-06,2.3196841227454252e-05,1.0837231757560764e-05,-7.015537476729832e-06,6.138510849328153e-07,0.0009103421431775869,8.09065187536221e-06,1.04296875
