EEG Fp1-REF,EEG Fp2-REF,EEG F3-REF,EEG F4-REF,EEG C3-REF,EEG C4-REF,EEG P3-REF,EEG P4-REF,EEG O1-REF,EEG O2-REF,EEG F7-REF,EEG F8-REF,EEG T3-REF,EEG T4-REF,EEG T5-REF,EEG T6-REF,EEG Fz-REF,EEG Cz-REF,EEG Pz-REF,ECG EKG-REF,Resp Effort-REF,time
4.733720908230645e-06,4.123369823297633e-06,-4.542633136999553e-07,-5.947423078097062e-06,2.1670963515121723e-05,1.0532056215094257e-05,1.7093330378124137e-05,1.327863609729281e-05,1.938214694662293e-05,2.04502613452557e-05,6.869949705496186e-06,5.496659764396909e-06,1.5567452665791605e-05,8.395827417828716e-06,2.014508580278919e-05,1.5414864894558352e-05,-1.490877712334494e-07,8.09065187536221e-06,1.6788154835657627e-05,5.954423078096669e-06,5.038896450697151e-06,265.0
5.038896450697151e-06,4.581133136997392e-06,-3.0167554246670236e-07,-9.609529587695131e-06,2.1365787972655213e-05,9.921705130161246e-06,1.739850592059064e-05,1.3126048326059557e-05,1.938214694662293e-05,2.04502613452557e-05,7.327713019195945e-06,5.1914842219304035e-06,1.1294995071260522e-05,8.395827417828716e-06,1.9839910260322688e-05,1.4346750495925581e-05,-1.1898346156193926e-05,7.632888561662451e-06,1.6635567064424374e-05,7.785476332895703e-06,5.344071993163657e-06,265.00390625
5.038896450697151e-06,3.818194280831127e-06,-4.542633136999553e-07,-1.1287995071260915e-05,2.106061243018871e-05,9.463941816461487e-06,1.694074260689088e-05,1.2973460554826304e-05,1.8619208090456662e-05,2.014508580278919e-05,7.0225374767294395e-06,4.275957594530887e-06,9.616529587694738e-06,7.480300790429198e-06,1.938214694662293e-05,1.3888987182225821e-05,-1.5407864894558743e-05,7.785476332895703e-06,1.633039152195787e-05,9.15876627399498e-06,5.1914842219304035e-06,265.0078125
4.886308679463898e-06,2.9026676534316095e-06,-9.120266273997141e-07,-8.388827417829109e-06,2.0908024658955457e-05,1.0379468443861004e-05,1.633039152195787e-05,1.327863609729281e-05,1.831403254799016e-05,2.0297673574022444e-05,6.259598620563174e-06,4.123369823297633e-06,1.2973460554826304e-05,7.480300790429198e-06,1.9534734717856182e-05,1.5414864894558352e-05,-6.100010849330315e-06,7.938064104128956e-06,1.6788154835657627e-05,8.09065187536221e-06,4.733720908230645e-06,265.01171875
4.733720908230645e-06,3.3604309671313687e-06,-1.0646143986329673e-06,-5.642247535630556e-06,2.060284911648895e-05,1.175275838496028e-05,1.6177803750724618e-05,1.4651926038392087e-05,1.831403254799016e-05,2.1823551286354977e-05,5.344071993163657e-06,5.649247535630163e-06,1.4957101580858592e-05,9.616529587694738e-06,1.9229559175389672e-05,1.7703681463057147e-05,2.7500798821983563e-06,8.395827417828716e-06,1.7703681463057147e-05,5.954423078096669e-06,4.581133136997392e-06,265.015625
4.275957594530887e-06,4.581133136997392e-06,-1.674965483565979e-06,-6.100010849330315e-06,1.9687322489089435e-05,1.221052169866004e-05,1.5414864894558352e-05,1.5872628208258108e-05,1.7551093691823893e-05,2.3044253456221e-05,3.818194280831127e-06,7.480300790429198e-06,1.0837231757560764e-05,1.221052169866004e-05,1.7245918149357387e-05,1.9076971404156422e-05,-3.0167554246670236e-07,8.853590731528475e-06,1.739850592059064e-05,5.038896450697151e-06,4.886308679463898e-06,265.01953125
3.818194280831127e-06,5.1914842219304035e-06,-1.980141026032485e-06,-8.541415189062362e-06,1.8771795861689916e-05,1.2057933927426786e-05,1.4041574953459075e-05,1.5872628208258108e-05,1.5872628208258108e-05,2.3044253456221e-05,2.7500798821983563e-06,8.395827417828716e-06,3.5130187383646215e-06,1.3431223868526063e-05,1.4651926038392087e-05,1.9076971404156422e-05,-1.2203521698660432e-05,8.548415189061969e-06,1.6025215979491365e-05,7.175125247962693e-06,5.496659764396909e-06,265.0234375
4.123369823297633e-06,4.886308679463898e-06,-1.5223777123327258e-06,-9.762117358928386e-06,1.8619208090456662e-05,1.1294995071260522e-05,1.3126048326059557e-05,1.4651926038392087e-05,1.4651926038392087e-05,2.1976139057588226e-05,3.3604309671313687e-06,7.480300790429198e-06,2.5974921109651035e-06,1.2057933927426786e-05,1.3583811639759317e-05,1.800885700552365e-05,-1.876479586169031e-05,7.632888561662451e-06,1.52622771233251e-05,9.006178502761727e-06,5.344071993163657e-06,265.02734375
3.97078205206438e-06,3.818194280831127e-06,-1.21720216986622e-06,-7.778476332896096e-06,1.892438363292317e-05,1.0532056215094257e-05,1.4041574953459075e-05,1.3888987182225821e-05,1.5567452665791605e-05,2.1976139057588226e-05,4.275957594530887e-06,5.954423078096669e-06,9.006178502761727e-06,9.921705130161246e-06,1.5109689352091845e-05,1.7703681463057147e-05,-1.1898346156193926e-05,7.480300790429198e-06,1.5872628208258108e-05,8.09065187536221e-06,4.733720908230645e-06,265.03125
3.97078205206438e-06,2.7500798821983563e-06,-1.0646143986329673e-06,-5.031896450697544e-06,1.9687322489089435e-05,1.0684643986327509e-05,1.5720040437024858e-05,1.4194162724692328e-05,1.800885700552365e-05,2.3196841227454252e-05,5.1914842219304035e-06,5.649247535630163e-06,1.4041574953459075e-05,9.006178502761727e-06,1.800885700552365e-05,1.8466620319223413e-05,-3.0482554246652556e-06,7.938064104128956e-06,1.7093330378124137e-05,5.8018353068634155e-06,4.733720908230645e-06,265.03515625
