EEG Fp1-Ref,EEG Fp2-Ref,EEG F3-Ref,EEG F4-Ref,EEG F7-Ref,EEG F8-Ref,EEG Fz-Ref,EEG C3-Ref,EEG C4-Ref,EEG Cz-Ref,EEG T3-Ref,EEG T5-Ref,EEG T4-Ref,EEG T6-Ref,EEG P3-Ref,EEG P4-Ref,EEG Pz-Ref,EEG O1-Ref,EEG O2-Ref,ECG EKG,Resp Effort,time
3.179311587878038e-05,5.003002972502813e-05,-1.773098043763552e-05,4.032598382518988e-05,8.031334537797164e-05,5.873020880764173e-05,-3.1749115878781424e-06,-2.576191497543269e-05,8.369556810205295e-06,3.6848449964902762e-06,0.00013468946464430666,5.187045222327332e-05,2.610453724784072e-05,-7.595525583666503e-05,-8.549199060029918e-05,-8.264770128482933e-05,-8.917283559678953e-05,1.3890824304940851e-05,-2.2081069978942323e-05,-5.5543297219763876e-05,1.4894691122165499e-05,1.0
2.5602603839228395e-05,4.6349184728537764e-05,-2.141182543412589e-05,3.798362791833237e-05,7.51267001556443e-05,5.6387852900784226e-05,-6.521134311960298e-06,-2.609653724784091e-05,9.37342362742994e-06,3.1829115878779533e-06,0.00013100861964781627,5.5049363811151365e-05,2.1085203161717486e-05,-6.758969902645963e-05,-7.846492287972665e-05,-7.662450038148145e-05,-8.365156810205398e-05,2.1921758842738025e-05,-1.7898291573839627e-05,-5.002202972502832e-05,1.4392757713553175e-05,1.00390625
2.0583269753105164e-05,4.30029620044556e-05,-2.3921492477187506e-05,3.497202746665843e-05,6.876887697988821e-05,5.2539696768089744e-05,-9.700045899838345e-06,-2.7100404065065557e-05,1.0711912717062803e-05,2.8482893154697376e-06,0.00012649121897030538,5.4045496993926714e-05,1.556393566698193e-05,-6.190112039551997e-05,-7.277634424878698e-05,-6.976474379711304e-05,-7.829761174352254e-05,2.4933359294411965e-05,-1.2878957487716393e-05,-5.16951410870694e-05,1.4058135441144958e-05,1.0078125
1.773898043763533e-05,4.015867268898577e-05,-2.525998156682037e-05,3.145849360637217e-05,6.040332016968281e-05,4.9193474044007595e-05,-1.2042401806695854e-05,-2.81042708822902e-05,1.2719646351512097e-05,3.1829115878779533e-06,0.00011293901693777266,5.15358299508651e-05,1.2050401806695665e-05,-6.357423175756104e-05,-6.959743266090894e-05,-6.24030538041323e-05,-7.378021106601163e-05,2.6606470656453043e-05,-8.194245674001375e-06,-5.487405267494745e-05,1.4058135441144958e-05,1.01171875
1.70697358928189e-05,3.965673928037345e-05,-2.576191497543269e-05,3.0621937925351626e-05,5.237238563188564e-05,5.019734086123224e-05,-1.2711646351512286e-05,-2.827158201849431e-05,1.5062002258369606e-05,3.5175338602861686e-06,9.001739127780989e-05,5.003002972502813e-05,1.3054268623920312e-05,-6.508003198339803e-05,-6.725507675405143e-05,-5.403749699392691e-05,-6.90954992522966e-05,3.262967155980092e-05,-3.34222272408225e-06,-6.173380925931586e-05,1.4560068849757282e-05,1.015625
1.5898557939390143e-05,4.0493294961393994e-05,-2.7602337473677876e-05,3.21277381511886e-05,4.618187359233365e-05,5.387818585772261e-05,-1.2878957487716393e-05,-2.7602337473677876e-05,1.6567802484206577e-05,3.350222724082061e-06,7.462476674703198e-05,5.0531963133640456e-05,1.991402520828873e-05,-5.939145335245835e-05,-6.424347630237749e-05,-4.600656245612973e-05,-6.390885402996926e-05,4.2501028595843275e-05,2.68097817926563e-06,-8.181114560380879e-05,1.5062002258369606e-05,1.01953125
1.2552335215307988e-05,4.015867268898577e-05,-3.0112004516739493e-05,3.447009405804611e-05,4.032598382518988e-05,5.672247517319244e-05,-1.4552068849757471e-05,-2.7602337473677876e-05,1.773898043763533e-05,3.350222724082061e-06,7.328627765739911e-05,5.2205074495681534e-05,2.7275715201269473e-05,-5.085858540604886e-05,-6.006069789727479e-05,-3.931411700796542e-05,-5.888951994384603e-05,5.270700790429386e-05,8.03493453779708e-06,-0.00010389621558275101,1.606586907559425e-05,1.0234375
1.0711912717062803e-05,3.999136155278167e-05,-3.178511587878057e-05,3.898749473555702e-05,3.4302782921842e-05,5.8395586535233515e-05,-1.672711362041087e-05,-2.8773515427106632e-05,2.075058088930927e-05,3.5175338602861686e-06,6.759769902645945e-05,5.270700790429386e-05,3.162580474257628e-05,-4.4668073366496865e-05,-5.738371971800906e-05,-3.2454360423597e-05,-5.2866319040498154e-05,5.9566764488662274e-05,1.1715779534287451e-05,-9.804032581560726e-05,1.70697358928189e-05,1.02734375
1.1883090670491558e-05,4.0827917233802204e-05,-3.211973815118879e-05,4.467607336649668e-05,2.8781515427106443e-05,6.00686978972746e-05,-1.773098043763552e-05,-3.0112004516739493e-05,2.4598737022003748e-05,3.852156132694384e-06,5.187045222327332e-05,5.170314108706921e-05,3.3800849513229674e-05,-4.065260609759829e-05,-5.671447517319263e-05,-2.6765781792657337e-05,-4.7010429273354384e-05,6.274567607654033e-05,1.4894691122165499e-05,-5.905683108005014e-05,1.773898043763533e-05,1.03125
1.154846839808334e-05,4.1664472914822746e-05,-3.195242701498468e-05,4.852422949919116e-05,2.4096803613391425e-05,6.123987585070335e-05,-1.8400224982451953e-05,-3.078124906155593e-05,2.610453724784072e-05,3.852156132694384e-06,4.032598382518988e-05,5.019734086123224e-05,3.41354717856379e-05,-3.8812183599353094e-05,-5.4372119266335124e-05,-2.4925359294412154e-05,-4.266033973204758e-05,6.592458766441836e-05,1.8910158391064086e-05,-1.6559802484206766e-05,1.7906291573839438e-05,1.03515625
8.03493453779708e-06,4.1664472914822746e-05,-3.2454360423597e-05,4.952809631641581e-05,1.9746714072084625e-05,6.140718698690746e-05,-1.923678066347249e-05,-3.1283182470168246e-05,2.5435292703024287e-05,3.350222724082061e-06,3.3298916104617355e-05,4.8189607226782944e-05,3.447009405804611e-05,-3.897949473555721e-05,-4.7010429273354384e-05,-2.4925359294412154e-05,-3.6804449964903806e-05,7.161316629535804e-05,2.3260247932370886e-05,1.0042668172246373e-05,1.7404358165227116e-05,1.0390625
3.5175338602861686e-06,4.032598382518988e-05,-3.496402746665862e-05,4.885885177159937e-05,1.3556202032532636e-05,6.107256471449924e-05,-2.0575269753105353e-05,-3.161780474257646e-05,2.4766048158207856e-05,3.5175338602861686e-06,2.008133634449284e-05,4.333758427686382e-05,3.697976110110772e-05,-3.8477561326944884e-05,-3.7139072237312016e-05,-2.258300338755464e-05,-2.7602337473677876e-05,7.646518924527716e-05,2.5937226111636612e-05,2.6773781792657148e-05,1.5898557939390143e-05,1.04296875
-4.979334086124179e-07,3.6143205420087186e-05,-3.897949473555721e-05,4.835691836298705e-05,3.852156132694384e-06,5.923214221625406e-05,-2.37541813409834e-05,-3.2956293832209324e-05,2.4933359294411965e-05,3.6848449964902762e-06,-1.6331113620420237e-07,3.6143205420087186e-05,3.697976110110772e-05,-3.580058314767916e-05,-2.8940826563310737e-05,-1.756366930143141e-05,-1.689442475661498e-05,7.73017449262977e-05,2.7275715201269473e-05,3.3800849513229674e-05,1.4225446577349067e-05,1.046875
