EEG Fp1-Ref,EEG Fp2-Ref,EEG F3-Ref,EEG F4-Ref,EEG F7-Ref,EEG F8-Ref,EEG Fz-Ref,EEG C3-Ref,EEG C4-Ref,EEG Cz-Ref,EEG T3-Ref,EEG T5-Ref,EEG T4-Ref,EEG T6-Ref,EEG P3-Ref,EEG P4-Ref,EEG Pz-Ref,EEG O1-Ref,EEG O2-Ref,ECG EKG,Resp Effort,time
2.8482893154697376e-06,1.1751779534286598e-06,2.011733634449199e-06,-1.6331113620420237e-07,5.3579563585313544e-06,1.713111362040132e-07,1.1751779534286598e-06,2.1790447706533066e-06,3.3862227240812094e-07,3.999999999905412e-09,2.1790447706533066e-06,5.059334086122288e-07,-4.979334086124179e-07,5.059334086122288e-07,3.3862227240812094e-07,1.0078668172245522e-06,3.3862227240812094e-07,-6.652445448165257e-07,-1.5018002258370645e-06,2.6773781792657148e-05,1.0078668172245522e-06,163.0
3.0156004516738452e-06,1.6771113620409832e-06,1.5098002258368753e-06,3.999999999905412e-09,4.688711813714923e-06,6.732445448163366e-07,1.1751779534286598e-06,2.68097817926563e-06,5.059334086122288e-07,1.713111362040132e-07,2.1790447706533066e-06,6.732445448163366e-07,1.713111362040132e-07,1.3424890896327677e-06,5.059334086122288e-07,1.6771113620409832e-06,-1.6331113620420237e-07,-1.6331113620420237e-07,-8.325556810206334e-07,3.882018359935291e-05,8.405556810204443e-07,163.00390625
3.1829115878779533e-06,1.8444224982450908e-06,8.405556810204443e-07,6.732445448163366e-07,4.019467268898492e-06,3.3862227240812094e-07,6.732445448163366e-07,1.8444224982450908e-06,3.3862227240812094e-07,3.999999999905412e-09,1.8444224982450908e-06,5.059334086122288e-07,3.3862227240812094e-07,6.732445448163366e-07,3.3862227240812094e-07,1.3424890896327677e-06,-4.979334086124179e-07,-9.998668172247413e-07,-1.6331113620420237e-07,6.073794244209103e-05,6.732445448163366e-07,163.0078125
2.011733634449199e-06,1.5098002258368753e-06,3.3862227240812094e-07,-4.979334086124179e-07,3.852156132694384e-06,5.059334086122288e-07,5.059334086122288e-07,1.6771113620409832e-06,-4.979334086124179e-07,3.999999999905412e-09,1.5098002258368753e-06,-1.6331113620420237e-07,3.3862227240812094e-07,8.405556810204443e-07,-8.325556810206334e-07,1.0078668172245522e-06,-9.998668172247413e-07,-1.6691113620411723e-06,-1.6331113620420237e-07,7.73017449262977e-05,5.059334086122288e-07,163.01171875
1.8444224982450908e-06,1.3424890896327677e-06,1.713111362040132e-07,-1.3344890896329568e-06,2.5136670430615223e-06,3.999999999905412e-09,3.999999999905412e-09,6.732445448163366e-07,-9.998668172247413e-07,1.713111362040132e-07,6.732445448163366e-07,-6.652445448165257e-07,-8.325556810206334e-07,6.732445448163366e-07,-4.979334086124179e-07,3.3862227240812094e-07,-3.3062227240831013e-07,-2.672978179265819e-06,-9.998668172247413e-07,8.616923514511541e-05,5.059334086122288e-07,163.015625
2.346355906857414e-06,1.5098002258368753e-06,6.732445448163366e-07,-8.325556810206334e-07,3.5175338602861686e-06,5.059334086122288e-07,8.405556810204443e-07,1.6771113620409832e-06,-1.6331113620420237e-07,3.999999999905412e-09,2.011733634449199e-06,6.732445448163366e-07,3.999999999905412e-09,2.011733634449199e-06,5.059334086122288e-07,1.0078668172245522e-06,1.0078668172245522e-06,-6.652445448165257e-07,-9.998668172247413e-07,9.085394695883043e-05,3.3862227240812094e-07,163.01953125
2.68097817926563e-06,2.011733634449199e-06,1.1751779534286598e-06,1.713111362040132e-07,4.186778405102599e-06,6.732445448163366e-07,6.732445448163366e-07,2.011733634449199e-06,6.732445448163366e-07,1.713111362040132e-07,2.5136670430615223e-06,1.3424890896327677e-06,8.405556810204443e-07,2.68097817926563e-06,1.3424890896327677e-06,2.1790447706533066e-06,6.732445448163366e-07,8.405556810204443e-07,5.059334086122288e-07,8.750772423474828e-05,3.3862227240812094e-07,163.0234375
2.8482893154697376e-06,1.6771113620409832e-06,1.6771113620409832e-06,3.3862227240812094e-07,4.019467268898492e-06,1.3424890896327677e-06,5.059334086122288e-07,2.011733634449199e-06,3.3862227240812094e-07,1.713111362040132e-07,2.8482893154697376e-06,1.3424890896327677e-06,1.3424890896327677e-06,3.5175338602861686e-06,1.5098002258368753e-06,2.011733634449199e-06,3.999999999905412e-09,-6.652445448165257e-07,5.059334086122288e-07,8.131721219519629e-05,3.3862227240812094e-07,163.02734375
2.011733634449199e-06,1.5098002258368753e-06,3.3862227240812094e-07,-1.6331113620420237e-07,3.1829115878779533e-06,1.0078668172245522e-06,5.059334086122288e-07,1.3424890896327677e-06,-6.652445448165257e-07,-1.6331113620420237e-07,2.5136670430615223e-06,1.5098002258368753e-06,5.059334086122288e-07,1.8444224982450908e-06,-3.3062227240831013e-07,1.3424890896327677e-06,5.059334086122288e-07,-6.652445448165257e-07,3.3862227240812094e-07,8.60019240089113e-05,3.3862227240812094e-07,163.03125
1.5098002258368753e-06,1.1751779534286598e-06,8.405556810204443e-07,-6.652445448165257e-07,2.1790447706533066e-06,3.999999999905412e-09,-1.6331113620420237e-07,1.1751779534286598e-06,-9.998668172247413e-07,3.3862227240812094e-07,1.0078668172245522e-06,5.059334086122288e-07,1.713111362040132e-07,1.0078668172245522e-06,-4.979334086124179e-07,1.0078668172245522e-06,1.713111362040132e-07,-4.979334086124179e-07,-1.6331113620420237e-07,9.068663582262633e-05,3.3862227240812094e-07,163.03515625
