EEG Fp1-REF,EEG Fp2-REF,EEG F3-REF,EEG F4-REF,EEG C3-REF,EEG C4-REF,EEG P3-REF,EEG P4-REF,EEG O1-REF,EEG O2-REF,EEG F7-REF,EEG F8-REF,EEG T3-REF,EEG T4-REF,EEG T5-REF,EEG T6-REF,EEG Fz-REF,EEG Cz-REF,EEG Pz-REF,ECG EKG-REF,Resp Effort-REF,time
4.257548817407738e-05,6.348001283303303e-05,3.754009172338003e-05,0.00010162695564134627,6.180154734946725e-05,9.979590238654723e-05,4.9594525650807014e-05,9.979590238654723e-05,2.0908024658955457e-05,0.0001988253659169284,4.63901824549087e-05,8.056984321115736e-05,-1.674965483565979e-06,0.00011764867162083782,-3.5060187383650144e-06,6.882058482619689e-05,5.41721587878046e-05,-3.0167554246670236e-07,-2.5936421109653198e-05,-5.2944456617938976e-05,2.3349428998687505e-05,695.0
5.188334221930581e-05,7.52292712179935e-05,3.8455618350779546e-05,0.00010345800889614529,6.027566963713472e-05,0.0001040683599810783,5.38669832453381e-05,0.00010361059666737856,2.426495562608702e-05,0.00021087979984435538,4.700053353984171e-05,8.392677417828892e-05,-3.0167554246670236e-07,0.00012298924361400166,1.0837231757560764e-05,7.095681362346242e-05,5.8597204153568936e-05,-3.0167554246670236e-07,-2.608900888088645e-05,-6.866099705496402e-05,2.7774474364451838e-05,695.00390625
6.149637180700074e-05,6.882058482619689e-05,3.982890829187882e-05,0.0001040683599810783,5.8749791924802186e-05,0.00010696752763451012,5.7681677526169424e-05,0.00010696752763451012,2.9452939848017624e-05,0.00022339199708548213,4.913676233710726e-05,8.560523966185471e-05,6.138510849328153e-07,0.00012085301481673614,2.4722718939786784e-05,7.507668344676026e-05,6.012308186590147e-05,-1.490877712334494e-07,-2.563124556718669e-05,-3.844861835077994e-05,2.4112367854853768e-05,695.0078125
5.6918738670003154e-05,7.370339350566098e-05,4.104961046174485e-05,0.00010498388660847783,5.752908975493616e-05,0.00010742529094820988,5.5240273186437366e-05,0.00010483129883724458,3.0063290932950636e-05,0.00021972989057588406,4.989970119327352e-05,8.514747634815495e-05,-1.674965483565979e-06,0.00012253148030030191,2.1823551286354977e-05,7.599221007415977e-05,6.119119626453424e-05,1.560877712330565e-07,-2.5326070024720188e-05,-3.295545858638283e-05,1.6177803750724618e-05,695.01171875
4.9441937879573764e-05,6.821023374126388e-05,4.257548817407738e-05,0.00010544164992217758,5.41721587878046e-05,0.00010803564203314288,4.8984174565873994e-05,0.0001011691923276465,2.9605527619250877e-05,0.00020645475447859102,5.203592999053906e-05,8.331642309335592e-05,1.560877712330565e-07,0.00012146336590166914,8.548415189061969e-06,7.4313744590594e-05,6.19541351207005e-05,3.0867554246630944e-07,-2.5783833338419944e-05,-4.577283136997608e-05,1.2973460554826304e-05,695.015625
5.462992210150436e-05,6.378518837549954e-05,4.349101480147689e-05,0.00010544164992217758,5.310404438917183e-05,0.00010788305426190965,4.730570908230822e-05,9.994849015778048e-05,2.991070316171738e-05,0.0002008090069429607,5.41721587878046e-05,8.194313315225663e-05,8.701002960295222e-06,0.00012039525150303639,5.038896450697151e-06,7.400856904812748e-05,6.485330277413231e-05,3.499999999803549e-09,-2.563124556718669e-05,-5.2486693304239206e-05,1.7703681463057147e-05,695.01953125
6.210672289193375e-05,6.363260060426629e-05,4.516948028504268e-05,0.00010483129883724458,5.173075444807255e-05,0.00011017187083040843,5.081522782067303e-05,0.00010193213118381277,2.9605527619250877e-05,0.00020965909767448935,5.4935097643970866e-05,8.331642309335592e-05,9.006178502761727e-06,0.00012100560258796939,1.648297929319112e-05,7.446633236182724e-05,6.71421193426311e-05,-3.0167554246670236e-07,-2.6394184423352957e-05,-4.745129685354186e-05,2.2891665684987746e-05,695.0234375
7.217751579332846e-05,8.209572092348988e-05,4.700053353984171e-05,0.00010300024558244554,5.15781666768393e-05,0.00011185033631397422,5.478250987273761e-05,0.00010559423769341084,3.189434418774967e-05,0.00022476528702658138,5.661356312753665e-05,8.331642309335592e-05,9.463941816461487e-06,0.00011642796945097181,2.899517653431786e-05,7.614479784539303e-05,6.790505819879737e-05,1.560877712330565e-07,-2.6851947737052717e-05,-2.410536785485416e-05,2.060284911648895e-05,695.02734375
6.97361114535964e-05,7.965431658375785e-05,4.8831586794640744e-05,0.00010238989449751254,5.295145661793858e-05,0.00011230809962767397,5.279886884670532e-05,0.00010635717654957712,3.3115046357615694e-05,0.00022415493594164838,5.630838758507014e-05,8.102760652485712e-05,4.733720908230645e-06,0.00011688573276467156,2.4112367854853768e-05,7.843361441389182e-05,6.68369438001646e-05,1.560877712330565e-07,-2.7004535508285967e-05,-2.1206200201422358e-05,1.2515697241126546e-05,695.03125
5.554544872890388e-05,6.45481272316658e-05,4.928935010834051e-05,0.00010300024558244554,5.356180770287159e-05,0.00011246068739890722,4.730570908230822e-05,0.00010132178009887977,3.021587870418389e-05,0.00020767545664845705,5.8444616382335687e-05,7.782326332895881e-05,4.733720908230645e-06,0.00011780125939207109,8.701002960295222e-06,7.568703453169327e-05,6.576882940153183e-05,-3.0167554246670236e-07,-2.6394184423352957e-05,-1.769668146305754e-05,8.243239646595463e-06,695.03515625
5.295145661793858e-05,5.951273078096845e-05,4.9441937879573764e-05,0.00010254248226874578,5.432474655903785e-05,0.00011154516077150771,4.547465582750918e-05,0.00010086401678518,2.899517653431786e-05,0.00020187712134159345,6.012308186590147e-05,7.599221007415977e-05,5.038896450697151e-06,0.00012054783927426963,1.2242021698658271e-06,7.599221007415977e-05,6.576882940153183e-05,-6.068510849332083e-07,-2.62415966521197e-05,-3.34132219000826e-05,1.2363109469893293e-05,695.0390625
